review_id,hotel_id,hotel_name,area,source_platform,source_rating,source_rating_max,rating_5_scale,review_title,review_text,review_date_raw,stay_date_raw,traveler_type,room_type,reviewer_location,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,source_url,collected_at
60,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Odalar gayet temiz, geniş. Çalışanlar ellerinden geleni fazlasıyla yapıyor. Snack alanlarında birçok alternatif var.
Havuz çocuklar için çok iyi , ayrıca aktiviteler de güzel. deniz rüzgardan biraz rahatsız ediyor ama balıklarla yüzüyorsunuz çok keyifli.
Yemekler ortalama. Kahvaltı güzel , akşam yemeklerinde ise doyuyorsunuz ama çok lezzetli dediğim bir şey olmadı.
Yetişkinler için yapılan aktiviteler de çok keyifliydi, özellikle fly yogayı çok sevdim .",Google üzerinde 2 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
61,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Kefaluka Resort’ta geçirdiğimiz tatil beklentilerimizin çok üzerindeydi. Otele giriş yaptığımız ilk andan itibaren tüm personelin güler yüzü ve ilgisi kendimizi çok özel hissettirdi. Odalar temiz, ferah ve düzenliydi. Yemekler gerçekten harikaydı; hem lezzet hem de çeşitlilik açısından her öğünde birçok seçenek vardı. Tatlılar ve deniz ürünleri özellikle çok başarılıydı.
Denizi ve manzarası muhteşem. Tesis oldukça bakımlı, havuzlar temiz ve gün boyunca yapılacak birçok aktivite bulunuyor. Ailecek ya da çift olarak tatil yapmak isteyen herkese gönül rahatlığıyla tavsiye ederim. Bodrum Akyarlar’ın en güzel otellerinden biri olduğunu düşünüyorum. Biz çok memnun ayrıldık, ilk fırsatta tekrar gelmeyi planlıyoruz. Emeği geçen tüm çalışanlara teşekkür ederiz.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
62,BOD007,Kefaluka Resort,Akyarlar,google_travel,1.0,5.0,1.0,,"Otele iki çift olarak geldik. Otelde 4. günümüz, 4 günümüz daha var. Gelmeden önce garip bi şekilde yorumlarda her şey çok iyiymiş gibi bir algı vardı ancak kişisel deneyimlerimiz asla bu yönde değil. Sadece oda temizliğinden, yatakların rahatlığından memnunum ve havuz başında görevli olan Gürsel beyin yardımsever tavırlarından. Bunun dışında her şey korkunç.
Yemekler çok lezzetsiz, çeşit az. Özellikle akşam yemeklerinde yiyebileceğim bir şey bulamıyorum, bulduklarım da aşırı vasat ve genel anlamda büyük bir tuz problemi var. İçerisinde tuz bulunan bir şeyi henüz tüketemedim. Et tüketmiyorum arkadaşlarımın dediğine göre etler idare edermiş. Tatlılar çok çok kötü tamamen hayal kırıklığı. Snack kısımlarında yenebilecek yemekler bulabiliyorsunuz pide ve pizza hamurları iyi. Bunun dışında yemekleri bekleyecek olursanız kesinlikle aç kalırsınız.
Odalar temiz olmasına rağmen bakımsız ve eski. Sifonu çektiğiniz zaman banyonun zemini su oluyor. Ortak alanlardaki tuvaletlerin temizliği yetersiz. Sanırım pek kontrol edilmiyor.
Otelde bileklik sistemi yok biraz güvensizlik hissi uyandırıyor. Bunun yanında 4. günümüzde sadece 1 kere havlu kartı elde edebilme şerefine nail oldum. Kart olmadığı söyleniyor. Kart olmadığı için de insanlar fazladan havlu alarak plajda ve havuzda sadece havlularla yer tutup yerleri işgal ediyorlar. Havuz kısmında Gürsel bey sayesinde oturabilme imkanı bulabiliyoruz ancak onun dışında kimse ilgili değil.
Aşırı rüzgarlı, gün içerisinde plaja gitmek bana işkence gibi geliyor. Plaj dışındaki alanlarda da rüzgar büyük bir sorun.
Etkinliklerin yetersiz olduğunu düşünüyorum, gün içerisinde daha fazla ve daha ilgi çekici aktiviteler yapılabilir. Turnuva vb. düzenlenebilir.
Fiyata bakıldığında bu hizmete asla değmeyecek bir ücreti var. Bir ay önce neredeyse bu otelin fiyatının 1/4 fiyatına bir otelde konakladık 7 gün, buradan her anlamda çok daha iyi olduğunu söyleyebilirim.
Gürsel beye çok teşekkürler, onun dışında eve gitmek için gün saydığım harika bir otel deneyimi",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
63,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"20 haziran 25 haziran arası konakladık.Odamız temiz, ferah ve konforluydu. Temizlik ekibi her gün titizlikle ilgilendi. Otelin genel alanları da sürekli temiz tutuluyordu ve hijyen konusunda kendimizi çok rahat hissettik.
Yemekler gerçekten harikaydı. Ana restoranda her öğün çok çeşitli ve lezzetli seçenekler vardı. Tatlılar, mezeler ve ızgaralar oldukça başarılıydı. Gün içinde sunulan atıştırmalıklar ve içecekler de çok kaliteliydi. Personel her zaman güler yüzlü, ilgili ve çözüm odaklıydı. Yoğun saatlerde bile hizmet kalitesinden ödün vermediler.
Denizi tertemiz, manzarası ise muhteşemdi. Havuzlar bakımlıydı ve şezlong bulmakta zorlanmadık. Animasyon ekibi eğlenceli aktiviteler düzenliyordu ancak isteyenler için sakin ve huzurlu vakit geçirebilecek alanlar da fazlasıyla vardı.
Çocuklu aileler için de çok uygun bir otel. Çocuk aktiviteleri, havuzlar ve genel ortam sayesinde ailece keyifli bir tatil geçirdik.
Bu güzel tatilde emeği geçen tüm otel çalışanlarına teşekkür ederiz. Misafir memnuniyetine gerçekten önem veren, kaliteli hizmet sunan bir tesis. Kesinlikle tekrar tercih edeceğimiz ve gönül rahatlığıyla herkese tavsiye edebileceğimiz bir otel. Unutulmaz bir tatil yaşadık.
Ayrıca odamız balkonsuz olarak ayarlanmıştı.sigra içtiğimizi ve balkonlu oda istedğimizi ilettik önbüro müdür yardımcısı balkonlu çok güzel bir oda ayarladı.ilgilerinden dolayı teşekkür ederiz.her yaz kefalukadayız",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
64,BOD007,Kefaluka Resort,Akyarlar,google_travel,4.0,5.0,4.0,,"Giriş yapmadan önce yorumlarda okuduğum ""küvet kenarları küflü"" vb. olumsuz eleştiriler yüzünden biraz tedirgindim ancak odamız gayet yeterli temizlikteydi. Derzlerin yeni çekildiği belli oluyordu, mekanik hiçbir sorunla karşılaşmadık.
Yeme içme konusunda eğer çok seçici ve yüksek kalite beklentisi olan biri değilseniz otel sizi memnun edecektir. Ancak gastronomi ve malzeme kalitesi konusunda hassassanız bazı eksiklikler göze çarpıyor. Çeşit çok ama ""yapmış olmak için yapılmış"" hissi veriyor maalesef. Malzemelerin birinci sınıf olmadığı belli; zeytinler, ithal peynirler oldukça lezzetsiz, şarküteri ürünleri ise kalitesiz. Köfte ve kıymalı yemeklerde kıkırdak/sinir denk geldi. Somon füme taze kesilse de aşırı yumuşak ve tütsü kokusundan uzaktı (çiğ balık gibiydi). Sushi istasyonundaki hindistan cevizli ve kadayıflı deneysel tatlar ile şekerpare/kalburabastının sadece şekil olarak ayrışıp aynı hamurdan yapılması hayal kırıklığıydı. Tavsiyem; çeşit azaltılıp kaliteye odaklanılması.
Pişi, omlet istasyonu, Pideler ve snack bardaki Napolitan pizzalar (biraz tuzsuz olması dışında) çok lezzetliydi. Bugün çıkan portakallı ördek başarılıydı. Restorandaki kahveler zayıf olsa da girişteki Starbucks'ta taze çekirdekle yapılan kahveler gayet iyi.
Barmenler kokteyllerde her türlü özel talebi alıp harika hazırlıyorlar. Genel olarak personel son derece güler yüzlü, ilgili ve her konuda yardımcı.
Hizmet ve temizlik kalitesi için teşekkür ederiz, yemek kalitesinin de bu standartlara ulaştırılmesini umarız.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
65,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"1-5 haziran arası 4 gece konaklama için geldik, ilk andan itibaren hizmetten çok memnun kaldık , odaların rahatlığı , temizliği ; yeme-içme çeşitliliği ; personellerin ilgi alakası ve kibarlığı son derece iyiydi , her akşam amfi tiyatroda etkinlik ve akabinde gece disco eğlencesi harikaydı sadece saat olarak biraz daha uzatılabilir , agora restauranta 12 den sonra her çeşit yemek hizmeti verilmesi harikaydı , animatör ekibinden Nazmi beyin ilgisi ve misafirperverliği için teşekkür ederiz, umarım tekrar konakladığımızda ekip olarak bizle birlikte olurlar , konaklamayı düşünenler için mutlaka deneyimlemelerini tavsiye ederiz
Teşekkürler Kefaluka Resort",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
66,BOD007,Kefaluka Resort,Akyarlar,google_travel,4.0,5.0,4.0,,"Otel genel olarak çok temiz, düzenli fakat uzun zamandır bu konseptte bir tatil yapmamıştık bize çok yorucu ve büyük geldi :)
Personelin hepsi çok yardımcı oluyor fakat havuz başındaki Gürsel abi gerçekten inanılmaz bir insan, bir şeye ihtiyacınız varsa onu bulun.
Yemekler yeterli
Çocuklu bir tatil için genel beklentilerimizi karşıladı.
Tek olumsuz nokta inanılmaz rüzgarlı nasıl oldu anlamadık.",Google üzerinde 4 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
67,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Öncelikle otele ilk girişinizde sizi karşılayan mükemmel manzarayla harika bir tatil geçirmenizi dilerim:)
Zaten resepsiyonda starbucks olması çok havalı😍 Resepsiyondaki arkadaşlar çok ilgili, nazik ve misafirperver tıpkı otelin diğer çalışanları gibi🫶🏼
Ailece her yil farkli otellerde tatil yapan biri olarak ister istemez kiyaslama yaptigimda otel odalarinin maalesef demode oldugunu ve tv lerin yayin sorunu oldugunu belirtmek isterim. Banyolarda dusakabin yerine kuvet tercih edilmis ve yuksek bir kuvet olmasi herkes icin tehlikeli cocuklu ve orta yas uzeri aileler ozellikle dusakabinli oda istediklerini onceden belirtmeli. Yataklar inanilmaz rahat,klima sistemi de eski ama calisiyor. Gelelim yeme icme kismina🙂‍↔️ Restorantlar cok iyi yani yemekler asiri lezzetli ve secenek cok ne yiyeceginizi sasiriyorsunuz hergun ayni seyi gormuyorsunuz. Ancak barlar icin ayni seyi soyleyemicem😒 Otelin tam ortasinda bulunan ada barda oturmak icin gunesin gitmesini beklemek gerekiyor bu da aksami buluyor. Yani neden çardağı genişletmemişler ya da bahce semsiyelerinden yok anlamadim. Plaj çok büyük ancak plajın sonunda bir bar var yani yürüme mesafesi çok uzun olduğu için gitmeye üşenirsiniz. Gözleme evi yerine bir snack bar da sahile yapılabilirdi zaten gözlemeler maalesef lezzetsiz 🥴 Son olarak otelde diğer otellere kıyasla alkol isteyebileceğiniz bir servis elemanı yok sürekli bara gidip içeceğinizi kendiniz alıyorsunuz bu da yorucu oluyor cünkü barlar yakın değil 🥲 Otelde en sevdiğim yer lokum cafe oldu hem sakin hem modern hem de servis elemanları aşırı tatlıydı ama yiyecek olarak tatlıları çok eksik ve zayıftı yani kahve yanında yiyebileceğiniz tek lezzetli tatlı waffle olabilir onunda bir zamanı var aaa kremalı lotuslu tatlısına haksızlık etmiyim aşırı iyiydi😅 Misafir ilişkilerinden Pervinaz Hanım çok içten ve samimi diğerlerini pek sevemedim🥹 Son olarak Aqua park kısmındaki bölümde müzik var o da kolon cızırtısından baş ağrıtıyor, onun dışında otelde sadece insanların gürültüsü duyuluyor acil bir müzik sistemi eklenmeli yapılan etkinlikler bile keyifsiz geçiyor müzik olmadığında😬 Otelin en güzel yeri de cocuklar için ayrılmış o kadar güzel ki çocuk olasınız geliyor☺️ Erken uyanıp teras barda bi kahve içerseniz derin bir ohh çekip keşke hep tatil olsa diye düşüneceğiniz bir manzarada günü aydınlatacaksınız 🙂‍↕️Biz ailece geldiğimiz için tatilimiz genel olarak güzeldi en azından kaliteli yemek anlayışımı karşıladı ama bir daha geleceğimizi sanmıyorum her sene farklı otel deneyimliyoruz ama siz gidin🙃",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
68,BOD007,Kefaluka Resort,Akyarlar,google_travel,2.0,5.0,2.0,,"Odamiza ayni katta bulunan bacadan, sabah, ogle, aksam surekli pisen yemeklerin dumani ve kokusu geldigi icin balkonda bile oturamadik!!
Sahilde semsiyelerin metal yerleri paslanmış ve pastan dolayı çürük vaziyette. Ozellikle en üst brandayi tutan yerleri. Uzerimize surekli icinde yuva yapan orumcekler düştü. Kac semsiye degistirdik her gun daha iyisini bulmak icin. Tavsiyem havlu degisimi olan yerin onundeki ince tek serit halinde duran sezlonglari tercih etmeniz. Acilen eskiler yenilenmeli!!
Sahildeki ve havuzdaki Havlular, yıkanmış olarak veriliyor tabiiki fakat hic yıkanmamış gibi cok kötü kokuyorlar. Ayrica Islak haldeyken, kurulanmak icin üzerinize aldiginizda heryeriniz havludan gelen tuylerle kaplaniyor.
Odamiz cok bakimsizdi. Yatagimizin hemen uzerindeki kumas yatak basligi leke icindeydi. Başucumuzdaki askı abajur kırıktı. Banyoda dus jelleri boştu ve yenilenmedi. Küvet eski, çok yüksek, girip cikmasi cocuklar icin ve yaşlılar icin cok zor. Duşla değiştirilmeli. Çarşaflar 5 gun boyunca değiştirilmedi sadece duzeltildi!!
Lavaboda sürekli su birikti. Balkonda sandalyeler ve askılar toz icindeydi. Ayrica balkona çıktığınızda, yan odadaki adamla burun buruna geliyorsunuz.Iki balkon arasina privacy icin kapatici hicbir onlem alinmamis. Balkon kapisinda sineklik yok. Kapiyi hic acik birakmamamiza ragmen Iceride her gun 4-5 sivrisinek öldürdük.
Mini bar son gun , donot disturb asili olmadigi halde ogleden sonra doldurulmadi. Onceki gun ise Delik bir Pepsi tenekesi koymuşlar, odaya girdigimizde dolabin ici Pepsi gölü olmuştu kendimiz temizlemek zorunda kaldık.
Otel hep yokuş ve merdiven dolu. Yaşlılar, yurumekte zorlananlar veya engelliler icin asansör sistemi malesef dışarıda yok. İcerideki asansorler ise yetersiz, surekli dolu geliyor, yavaş ve günün her saati kuyrukta bekliyorsunuz.
Yemeklere gelirsek; Ana restoranda kirmizi et ve tatli cesitleri yetersiz. Bayramda orada olmamiza ragmen, Şerbetli tatlılar kalabalik icin yetersizdi ve bitince uzun süre yenilenmedi. Diger tatlilar cok kötüydü. Havuzdaki snack barda servis cok yavaşti ve cesit yoktu.
Gozlemeci uzerindeki Hamburgerci berbat. Sahildeki diger snack barda ise hem servis hem de yemekler cok iyi.
Şişeli içecekler ucretli. En azindan yerli ickiler siseyle verilmeli.
Kids Club saat 5te kapaniyor.
Tek iyi tarafı sahil şeridi uzunluğu..",Google üzerinde 2 ay önce düzenlendi,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
69,BOD007,Kefaluka Resort,Akyarlar,google_travel,1.0,5.0,1.0,,"15.07.2026-18.07.2026 tarihlerinde 8200 numaralı odada kaldık video yüklenmediği için maalesef yükleyemiyorum ama videodan ekran görüntüsü ve çıkarken tekrardan otel yetkilerine ilettiğimiz rezalet videoların ekran görüntüsünü ekledim. Otele giriş yaptığımız ilk gün odada ciddi bir karınca istilası tespit ettik. Bunun yanı sıra odada televizyon ve telefon çalışmamakta olup defalarca kez lobiye inip söylememizle düzeltilmiştir, 4 kişilik rezervasyonumuza rağmen odaya sadece 2 kişilik malzeme tedariki yapılmıştır yine her gün defalarca kez lobiyi aramamızla getirilmiştir. Karınca sorunun çözmek için ilk olarak odanın içindeyken ne olduğu bize belirtilmeyen ilaçlarla ilaçlama yapılması teklif edilmiş ve 'onayımız halinde tüm sorumluluğun bizde olacağı' açıkça tebliğ edilerek insan sağlığını riske atan bu yasa dışı işlemin hukuki boyutu tarafımıza yıkılmaya çalışılmıştır. Bu tehlikeli teklifi reddetmemiz üzerine otel görevlileri 5 yıldızlı bir tesise yakışmayacak şekilde soruna 'cam sil' ve bez ile müdahale etmeye çalışmıştır daha sonra yetkili kişi bizzat kendi hatası olduğunu camsil bezle odaya temizlikçi göndermemesi gerektiğini kabul etmiştir sorunun devam etmesi üzerine konaklamamızın 2. günü (saat 16:00 sularında) dışarıdan profesyonel firma getirilerek ilaçlama yapılmış, ancak bu müdahale de başarısız olmuş ve ertesi sabah eşyalarımızı tekrar karıncalar basmıştır.Hem Etstur acente yetkilisine hem de otel yönetimine durumu defalarca iletmemize rağmen makul sürede temiz bir oda tahsisi yapılmamış, taleplerimiz geçiştirilmiştir. Berbat bir deneyim yaşadık tatilimiz resmen zehir oldu paramızla rezil olduk zaten çıkarken de tekrardan gerekli şikayet dilekçesini yazdık.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
70,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"3 kişilik çocuklu bir aile olarak Temmuz ayında konaklama yaptık. Tesisin olanaklarından, personelinden, mutfağından, kısacası her şeyin çok memnun kaldık. Daha önce de her şey dahil ve 5 yıldızlı otellerde konaklama imkanımız olmuştu. Şunu söyleyebilirim ki burası gerçekten yıldızlarının ve gerçekten her şeyin dahil olmasının hakkını veriyor. İlk gece Anadolu Ateşi dans grubuyla şahane bi sahne gecesi düzenlendi. Hemen her gece çocuklar için çeşitli aktiviteler var. Daha sonraki gecelerde de düzenledikleri konserler, kokteyller, eğlencelerle sizi asla otel dışında bi aktivite arayacak durumda bırakmıyorlar. Tüm ihtiyaçlarınızı karşılayan tek bir çatı. Deniz gerçekten çok iyi. Klasik bodrum havası genelde öğleden sonra rüzgarlı. Fakat bu bence çok dezavantaj değil, sıcaktan kavrulmuyorsunuz. Plaj kısmında esintiden hoşlanmadığınız zaman havuz kısmında günü geçirebiliyorsunuz. Ayrıca havuzda da her gün yetişkin aktiviteleri mevcut. Biz memnun kaldık tavsiye ederiz.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
71,BOD007,Kefaluka Resort,Akyarlar,google_travel,3.0,5.0,3.0,,"4 kişi ailece 3 gece 4 gün kaldık.
Otel girişi saat 3 demişlerdi biz vardığımızda saat 14 civarıydı ve yolda giderken aradık geliyoruz diye check etmek için. 11 de boşaltılan odayı 3 e kadar temizleyememek? 3 ü geçiyordu odamız teslim edilmemişti bekletilmek tatil söz konusu olduğunda can sıkıcı oluyor.
Yarın otelden ayrılıyoruz. Bence burası 4 yıldızlı olmalıymış Neden mi?
Aktiviteler her gün aynı bu sebeple sıkıyor
Gece dj perfomansı kötü yüzde 80 türk olan bir gecede türkçe şarkı çalsın diye gözüne bakarken 2026 yılında çaldığı şarkı ‘Şaşkın’ insanlara göre asla hareket etmiyor eğlendiremiyor üzgünüm.
Bir diğer asıl eksik konu servis. Havuzdan çıkıp her seferinde ıslak ıslak içecek veya başka bir şey almak benim için sıkıntı bir çok kişide bunu konuşuyordu . Sipariş almak için dolaşan garsonların olmasını beklerdim Antalyada bir çok otelde olduğu gibi.
İlk gün minibar yenilenmemişti telefonla belirtmemiz üzerine yenilendi.
5 yıldızı ve aldığı parayı 4/4 lük hakettiğini düşünmüyorum.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
72,BOD007,Kefaluka Resort,Akyarlar,google_travel,4.0,5.0,4.0,,Gidip görülmesi gereken bir otel ama neden 4 yıldız verdiğimi aciklayim lobide güzel karşılama güler yüzlü çalışanlar var starbucsk olması harika(ücretsiz) otelin konumu ve otelin kıyıya yayılışı harika fotoğraflar çekmenizi sağlıyor otel odasi olarak standart oda da kaldık 2128 nolu oda köşe kaldığı için küçüktü bu konuda biraz muzdarip olduk çalışanlar yeterli sayıda barlar dışında ve asansör hariç hiç bir yerde bellemedik yemekleri muhazzam güzeldi özellikle tatlı bölümü çok otel gezdim ama burda tatlılar hem cesitliklik hemde lezzet bakımında fazlasıyla iyiydi şezlonglar çok fazla yer tutmanıza gerek yok otopark yani tam düzenlenmemiş ama o da yerterliydi çalışanlar güler yüzlü ozlellikle teras bölümüne bayıldık aktiviteler ve gece clup gün içinde olan aktiviterler gercekden otelden cikmamanizi sağlıyor biz 6 gece kaldık sıkılmadık ve biyerre gitme ihtiyacı duymadık gelelim kötü olan yanlarına sabah omlet sırası oluyor bnce bu konu hakkında duzenleme yapabilirler 1 omlet yapan değilde farklı konumlarda 2 veya 3 tane aşçı olabilir asansör yetersiz ve konuma ulasmadakta zorluk cekiyorsbuz şöyle asansosrden inince restorant veya lobi veya teras gitmek için asansörden indikden sonra belli mesafa yürüyorsunuz sabah kahvaltı ve akşam yemeği için asansörü pek kullanmadık çok yoğun oluyor genelde merdivenelri kullanmak zorunda kaldık onun dışında herşey çok güzeldi özellikle terrasdaki kezban hanıma ve restarant kismanda bize içecekleri önden getiren ismini bilmediğimiz çalışana teşekkür ederiz çok sıcak kanlı ve özverili çalışmalarından ötürü ne istersek tabi efendim diyip saolunsunlar bizi kirmadilar kefalukada tekrar teşekkür edip umarım tekrar gelip bu deneyimi tatma imkanimiz olur,Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
73,BOD007,Kefaluka Resort,Akyarlar,google_travel,1.0,5.0,1.0,,"Kefaluka Resort pişmanlıktır, verdiğiniz paranın karşılığını kesinlikle alamayacağınız vasat ötesi bir işletme. Tatil mi yapmaya geldik yoksa strese girip iş hayatındaki krizleri mi yönetmeye çalışıyoruz belli değil. Bir daha asla kapısından geçmeyeceğim bir yer. Deneyimlerimi maddeler halinde aktarıyorum ki herkes neyle karşılaşacağını bilsin:
1. Hizmet ve Misafir İlişkileri Rezaleti: Otelde kesinlikle inisiyatif alabilen tek bir profesyonel yönetici veya personel yok. Güneş yanıklarım nedeniyle omuzlarımda açık yara/yanık, ayağımda ise ileri derece su toplaması/yara varken tıbbi mazeretimi belirterek fitness salonuna girdim. Canım acıdığı için tişört ve kapalı ayakkabı giyemeyeceğimi insani ve tıbbi gerekçelerle anlatmama rağmen beni spor salonundan dışarı çıkardılar.
Durumu çözmek için saatlerce uğraştım. Misafir ilişkilerinden İrem Hanım ve Gamze Hanım ile defalarca görüştüm, beni saatlerce oyalayıp olumlu tek bir dönüş yapmadılar. Ardından Misafir İlişkileri Müdürü Kenan AGHAZADE ile görüştüm, sağlık mazeretimi tamamen hiçe sayarak körü körüne yazılmış iç kuralların arkasına sığındı ve katı bir şekilde ret cevabı verdi. Kurumsal vizyondan ve kriz yönetiminden zerre kadar anlamıyorlar.
En son resepsiyondaki Mert Bey’e konuyu büyütmeden ve yorum yazmadan önce genel müdürle/üst düzey bir müdürle görüşmek istediğimi belirttim, ""Yardımcı olamıyorum"" diyerek yüzüme kestirip attı.
2. Yemek Fiyaskosu: Otelde öğle yemeği konsepti diye bir şey yok! Saat 13:30'a kadar geç kahvaltı adı altında bir şeyler sunuluyor, sonrasında öğle yemeği namına hiçbir şey bulamıyorsunuz. Çıkan yemekler ise tamamen birbirini tekrar eden, lezzetsiz ve 5 yıldızlı bir resort otel segmentine asla yakışmayan sıradanlıkta.
3. Plaj ve Deniz: Evet, plaj kısmı fiziksel olarak fena değil ancak bölge o kadar aşırı rüzgarlı ki, denizde normal ve huzurlu bir şekilde yüzmek imkansız. Sürekli dalga ve rüzgarla mücadele ediyorsunuz.
4. Altyapı ve Asansör Sorunu: Katlar arasındaki asansör sayısı otelin kapasitesine göre o kadar yetersiz ki, sıcakta dakikalarca asansör beklemek zorunda kalıyorsunuz. Dinlenmeye geldiğiniz tatilde asansör kuyruğunda yoruluyorsunuz.
Özetle; misafir ilişkilerinden resepsiyonuna kadar liyakatsiz, sağlık mazeretini bile dinlemekten aciz personellerle dolu, paranızla rezil olacağınız vasat bir otel. Tekrar gelinmesi söz konusu bile olamaz.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
74,BOD007,Kefaluka Resort,Akyarlar,google_travel,1.0,5.0,1.0,,"Nereden başlayayım bilmiyorum ama girişten itibaren berbat ötesi sıfır hizmet.Şuan otelde konaklıyoruz bütün tatilimizi berbat eden bir işletme…
1-Otelde personel yok !
2-Havuz kenarında şezlong yok sandalye üzerine havlumuzu koyduk.
3-Restaurantta içecek istedik sağolsun arkasını dönüp gitti
4-Plajda inanılmaz rüzgar var.(bu otellik bir durum değil) bilgi amaçlı.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
75,BOD007,Kefaluka Resort,Akyarlar,google_travel,4.0,5.0,4.0,,Öncelikle otel güzel yemekleri harika genel hizmetide güzel kebabi ala carte restoranı hizmet lezzet gayet iyiydi. Balayı çifti olduğumuz için ilgileri çok güzeldi oda kahvaltısı da güzeldi. Lobiden oda katlarına inen sadece 2 asansör var biri otele girdiğimizde bozuktu diğeri de dönüşte bozuktu yoğunluktan valizleri yürüyerek çıkardık. WiFi kalitesi çok düşük. Havuz gayet iyiydi fakat kolteyl konusunda barmenlerin kendini geliştirmesi lazım. Deniz temiz sadece çok soğuk. Spor aktiviteleri çok keyifli hiç yapmamış biri olarak 2 gün üst üste hamak yorgasına gittim hocama çok teşekkür ediyorum.,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
76,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Geçen sene geldiğimiz ve beğendiğimiz bir oteldi, yine geldik Nazmi beyi tekrar burada görmekten memnuniyet duyduk, iletişim konusunda misafir ilişkileri zayıf, animasyon ekibi her yerde bütün soruları cevaplıyor ama misafir ilişkilerinden kimseyi göremedik, yemekler biraz daha güzel olabilir, etkinlikler yenilenmiş partileri çok beğendik gece diskosu harika. Tavsiye ederiz",Google üzerinde 2 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
77,BOD007,Kefaluka Resort,Akyarlar,google_travel,4.0,5.0,4.0,,"Kurban bayramında otelde konakladık öncelikle otelin genel olarak mennun kaldık temizlik, oda yemek fiyat performanstı ancak yaşadığımız bir sıkıntı oldu kızımın midesi bulanıyordu kramplar giriyordu doktora gitmek istedik ancak doktor yok dendi tamam dedik mecburen Acıbadem’e gittik. Döndüğümüzde ise doktor olmamasından dolayı lobide tekrardan durumu ilettik bizi misafir ilişkilerine bakan Kenan beyle görüştürdüler ama işler orda daha sarpa sardı iletişimi o kadar kötüydü ki neredeyse doktorun yok olmasından dolayı biz suçluyuz gibi bir tavır vardı. Doktorun kesinlikle otelde iddaa etti ancak yoktu acil durumlarda müdahale ettiğini doktorun zaten bize mide konusunda yardımcı olamayacağını söyledi bizde ona inatla acil bir durum olsa da ulaşamayacağımızı anlatmaya çalıştık ama asla anladığını düşünmüyorum tavrı çok çirkindi. Bütün bunların yanında genel olarak mennun kaldık özellikle animasyon ekibinden Nazmi bey bizimle çok ilgilendi. Ona ayrıca teşekkür ederiz",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
