hotel_id,hotel_name,area,master_google_rating,master_google_review_count,google_travel_review_n,google_travel_mean_rating,google_travel_low_share,google_travel_high_share,google_top_aspects,google_strength_signals,google_concern_signals,trip_review_n,trip_mean_rating_5,trip_low_share,trip_high_share,trip_top_traveler_type,trip_family_share,trip_couple_share,trip_country_coverage,policy_status,amenity_count,family_feature_count,wellness_feature_count,water_feature_count,has_policy_data,source_count,customer_voice_support,cross_platform_rating_gap,cross_platform_consistency,archetypes
BOD086,Vega Aparts,Gümüşlük,3.9,486,10.0,4.5,0.1,0.8,STAFF;CLEANLINESS;PRICE_VALUE;ROOM;LOCATION,STAFF;CLEANLINESS;PRICE_VALUE,BAR_DRINKS;CHECKIN_CHECKOUT,20.0,3.825,0.25,0.65,UNKNOWN,25.0,5.0,3.0,PARTIAL,7.0,1.0,0.0,0.0,True,2,HIGH,0.675,SUPPORTED_COMPARISON,platform_consistent_strong_profile
BOD087,Wanderheaven Camping & Tiny House Bodrum,Gümüşlük,4.7,613,10.0,3.2,0.4,0.5,CLEANLINESS;FACILITIES;BEACH_SEA;PRICE_VALUE;LOCATION,BEACH_SEA;PRICE_VALUE;ROOM,CLEANLINESS;FACILITIES;MANAGEMENT,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD088,Baia Bodrum Hotel,Gündoğan,4.3,1964,20.0,3.7,0.25,0.65,ROOM;FOOD;BEACH_SEA;STAFF;BAR_DRINKS,ROOM;STAFF;BEACH_SEA,FACILITIES;PRICE_VALUE;CHECKIN_CHECKOUT,40.0,4.23125,0.15,0.775,UNKNOWN,30.0,12.5,2.0,PARTIAL,17.0,4.0,3.0,3.0,True,2,HIGH,-0.531,SUPPORTED_COMPARISON,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD089,Cape Bodrum Luxury Hotel & Beach,Gündoğan,4.4,1351,20.0,4.6,0.1,0.9,STAFF;ROOM;BEACH_SEA;FOOD;LOCATION,STAFF;ROOM;BEACH_SEA,REFUND_PAYMENT;RESERVATION;HYGIENE,28.0,4.928571428571429,0.0,0.964,UNKNOWN,21.4,21.4,1.0,PARTIAL,12.0,2.0,3.0,1.0,True,2,HIGH,-0.329,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile;wellness_oriented_profile
BOD090,Costa Farilya Special Class Hotel Bodrum,Gündoğan,4.5,690,10.0,4.2,0.2,0.8,STAFF;FOOD;CLEANLINESS;ROOM;BEACH_SEA,STAFF;FOOD;ROOM,PRICE_VALUE;NOISE;POOL,67.0,4.298507462686567,0.09,0.821,UNKNOWN,17.9,9.0,1.0,PARTIAL,10.0,1.0,3.0,1.0,True,2,HIGH,-0.099,SUPPORTED_COMPARISON,platform_consistent_strong_profile;wellness_oriented_profile
BOD091,Gündoğan Suites,Gündoğan,4.9,67,,,,,,,,6.0,4.625,0.0,0.833,UNKNOWN,16.7,0.0,1.0,PARTIAL,2.0,1.0,0.0,0.0,True,1,LOW,,,insufficient_signal
BOD092,Liona Hotel,Gündoğan,4.3,307,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD093,Malta Bodrum Hotel,Gündoğan,4.5,127,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD094,Marje Villas,Gündoğan,5.0,33,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD095,Mivara Luxury Bodrum,Gündoğan,4.7,606,10.0,3.9,0.2,0.7,STAFF;LOCATION;FOOD;ROOM;BEACH_SEA,LOCATION;STAFF;ROOM,CHECKIN_CHECKOUT;MANAGEMENT,58.0,4.741379310344827,0.034,0.948,UNKNOWN,13.8,17.2,2.0,PARTIAL,14.0,4.0,3.0,1.0,True,2,HIGH,-0.841,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile;wellness_oriented_profile;source_divergent_profile
BOD096,Olira Boutique Hotel&SPA,Gündoğan,4.5,149,10.0,5.0,0.0,1.0,CLEANLINESS;ROOM;STAFF;LOCATION;SERVICE,CLEANLINESS;ROOM;STAFF,,27.0,4.814814814814815,0.037,0.963,FAMILY,66.7,3.7,0.0,PARTIAL,10.0,2.0,3.0,1.0,True,2,HIGH,0.185,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile;wellness_oriented_profile
BOD097,OLİVE TREE HOTEL,Gündoğan,4.7,79,,,,,,,,11.0,4.363636363636363,0.182,0.818,SOLO,0.0,27.3,2.0,PARTIAL,2.0,1.0,0.0,0.0,True,1,LOW,,,insufficient_signal
BOD098,Swissôtel Living Bodrum,Gündoğan,4.5,371,30.0,4.633333333333334,0.033,0.933,STAFF;ROOM;SERVICE;FOOD;LOCATION,ROOM;STAFF;SERVICE,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD099,Villa Oliva Butik Otel,Gündoğan,4.8,168,10.0,5.0,0.0,1.0,FOOD;MANAGEMENT;ROOM;CLEANLINESS;FAMILY_KIDS,FOOD;MANAGEMENT;ROOM,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD100,Villa Rustica Hotel,Gündoğan,4.7,243,,,,,,,,8.0,4.625,0.125,0.875,UNKNOWN,12.5,12.5,0.0,PARTIAL,7.0,1.0,0.0,0.0,True,1,LOW,,,insufficient_signal
BOD101,Vita Bella Hotel Resort & Spa,Gündoğan,4.4,365,10.0,4.6,0.1,0.9,STAFF;CLEANLINESS;LOCATION;FOOD;ROOM,CLEANLINESS;LOCATION;STAFF,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD102,Akyalı Butik Hotel,Güvercinlik,3.9,353,10.0,3.8,0.3,0.7,CLEANLINESS;ROOM;STAFF;LOCATION;PRICE_VALUE,CLEANLINESS;STAFF;LOCATION,ROOM;BED_COMFORT;CHECKIN_CHECKOUT,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,4.5,6843,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD104,Greenport Bodrum,Güvercinlik,3.2,1317,27.0,2.037037037037037,0.704,0.259,ROOM;FOOD;CLEANLINESS;BAR_DRINKS;STAFF,POOL;FAMILY_KIDS;TRANSPORT_TRANSFER,ROOM;FOOD;CLEANLINESS,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD105,İsolina Hotel,Güvercinlik,4.1,221,42.0,4.380952380952381,0.143,0.833,STAFF;FOOD;ROOM;LOCATION;BAR_DRINKS,STAFF;FOOD;ROOM,NOISE;MANAGEMENT;FAMILY_KIDS,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD106,La Blanche Island Bodrum,Güvercinlik,4.3,6594,11.0,3.727272727272727,0.091,0.545,ROOM;STAFF;FOOD;FACILITIES;BEACH_SEA,FACILITIES;FOOD;BAR_DRINKS,,57.0,4.789473684210527,0.0,0.947,FAMILY,43.9,7.0,0.0,PARTIAL,14.0,4.0,3.0,2.0,True,2,HIGH,-1.062,SUPPORTED_COMPARISON,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile;source_divergent_profile
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,4.2,848,10.0,4.5,0.1,0.9,ROOM;STAFF;CLEANLINESS;BEACH_SEA;FOOD,ROOM;BEACH_SEA;CLEANLINESS,MANAGEMENT;BAR_DRINKS;PRICE_VALUE,44.0,4.403409090909091,0.114,0.841,UNKNOWN,13.6,31.8,8.0,PARTIAL,16.0,4.0,3.0,2.0,True,2,HIGH,0.097,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD108,Lujo Hotel Bodrum,Güvercinlik,4.5,3189,10.0,3.6,0.4,0.6,FOOD;BEACH_SEA;ROOM;SERVICE;STAFF,BEACH_SEA;STAFF;LOCATION,FOOD;ROOM;SERVICE,41.0,4.536585365853658,0.073,0.878,UNKNOWN,34.1,24.4,2.0,PARTIAL,10.0,4.0,1.0,1.0,True,2,HIGH,-0.937,SUPPORTED_COMPARISON,platform_consistent_concern_profile;family_oriented_profile;source_divergent_profile
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,4.0,845,43.0,4.116279069767442,0.163,0.721,ROOM;STAFF;FOOD;CLEANLINESS;BEACH_SEA,ROOM;STAFF;FOOD,COMMUNICATION,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,4.6,4656,,,,,,,,35.0,4.721428571428572,0.0,0.886,FAMILY,60.0,8.6,2.0,PARTIAL,15.0,4.0,3.0,3.0,True,1,LOW,,,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD111,Zena Hotel Bodrum,Güvercinlik,4.3,373,30.0,3.8333333333333335,0.233,0.7,FOOD;STAFF;CLEANLINESS;ROOM;BEACH_SEA,FOOD;STAFF;CLEANLINESS,NOISE;PRICE_VALUE;RESERVATION,9.0,4.055555555555555,0.111,0.667,UNKNOWN,0.0,11.1,1.0,PARTIAL,5.0,1.0,0.0,1.0,True,2,HIGH,-0.222,LOW_SUPPORT,platform_consistent_strong_profile
BOD112,Azure By Yelken Hotel,Kadıkalesi,4.4,565,,,,,,,,41.0,4.298780487804878,0.146,0.805,FAMILY,36.6,9.8,1.0,PARTIAL,14.0,4.0,3.0,2.0,True,1,LOW,,,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD113,Kadıkale Resort,Kadıkalesi,4.0,2121,11.0,3.0,0.455,0.455,ROOM;STAFF;CLEANLINESS;FOOD;BEACH_SEA,FOOD;STAFF;FACILITIES,BAR_DRINKS;BEACH_SEA;PRICE_VALUE,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,4.5,3245,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD115,Yasmin Bodrum Resort,Kadıkalesi,4.3,5589,,,,,,,,47.0,4.297872340425532,0.128,0.851,UNKNOWN,40.4,6.4,2.0,PARTIAL,13.0,3.0,3.0,2.0,True,1,LOW,,,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,4.4,361,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD117,Altınkaya Hotel,Ortakent-Yahşi,4.6,77,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD118,Amfora Hotel,Ortakent-Yahşi,4.1,86,,,,,,,,10.0,3.7,0.3,0.7,FAMILY,40.0,10.0,0.0,PARTIAL,9.0,2.0,0.0,2.0,True,1,LOW,,,family_oriented_profile;beach_oriented_profile
BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,4.5,62,10.0,5.0,0.0,1.0,ROOM;POOL;CLEANLINESS;STAFF;BEACH_SEA,ROOM;POOL;CLEANLINESS,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,4.3,258,10.0,3.8,0.3,0.7,ROOM;FOOD;POOL;CLEANLINESS;STAFF,FOOD;CLEANLINESS;POOL,ROOM;STAFF;REFUND_PAYMENT,39.0,4.051282051282051,0.205,0.692,UNKNOWN,10.3,12.8,4.0,PARTIAL,7.0,2.0,2.0,0.0,True,2,HIGH,-0.251,SUPPORTED_COMPARISON,platform_consistent_strong_profile;platform_consistent_concern_profile;family_oriented_profile;wellness_oriented_profile
BOD121,Eskiyalı Otel,Ortakent-Yahşi,4.5,130,,,,,,,,,,,,,,,,PARTIAL,4.0,2.0,0.0,1.0,True,0,VERY_LOW,,,family_oriented_profile;low_data_profile
BOD122,Florida Otel,Ortakent-Yahşi,3.9,127,10.0,4.4,0.1,0.9,FOOD;BEACH_SEA;ROOM;CLEANLINESS;STAFF,FOOD;BEACH_SEA;CLEANLINESS,,11.0,3.9318181818181817,0.182,0.636,SOLO,18.2,0.0,6.0,PARTIAL,2.0,1.0,0.0,0.0,True,2,MEDIUM,0.468,SUPPORTED_COMPARISON,platform_consistent_strong_profile
BOD123,Hotel Marma Beach,Ortakent-Yahşi,4.2,112,32.0,4.0,0.188,0.719,BEACH_SEA;ROOM;STAFF;LOCATION;PRICE_VALUE,BEACH_SEA;ROOM;LOCATION,RESERVATION;REFUND_PAYMENT;COMMUNICATION,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,4.6,262,,,,,,,,6.0,4.333333333333333,0.167,0.833,UNKNOWN,0.0,33.3,0.0,PARTIAL,3.0,1.0,0.0,1.0,True,1,LOW,,,insufficient_signal
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,4.3,1502,30.0,4.066666666666666,0.2,0.733,BEACH_SEA;SERVICE;FOOD;CLEANLINESS;STAFF,BEACH_SEA;FOOD;CLEANLINESS,RESERVATION,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,4.5,452,10.0,4.6,0.1,0.9,STAFF;CLEANLINESS;FOOD;ROOM;BEACH_SEA,CLEANLINESS;FOOD;STAFF,SERVICE,27.0,4.481481481481482,0.0,0.889,UNKNOWN,3.7,11.1,1.0,PARTIAL,7.0,2.0,0.0,1.0,True,2,HIGH,0.119,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile
BOD127,Kriss Hotel,Ortakent-Yahşi,4.2,490,29.0,4.068965517241379,0.172,0.759,CLEANLINESS;STAFF;FOOD;ROOM;LOCATION,CLEANLINESS;FOOD;STAFF,POOL;FACILITIES;AIR_CONDITIONING,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,4.6,723,87.0,4.781609195402299,0.023,0.931,CLEANLINESS;ROOM;STAFF;FOOD;BEACH_SEA,CLEANLINESS;ROOM;STAFF,,25.0,4.6,0.04,0.92,UNKNOWN,36.0,12.0,2.0,PARTIAL,10.0,2.0,2.0,1.0,True,2,HIGH,0.182,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile;wellness_oriented_profile
BOD129,Meggs Bodrum,Ortakent-Yahşi,4.2,261,20.0,3.5,0.3,0.6,BEACH_SEA;FOOD;CLEANLINESS;ROOM;STAFF,BEACH_SEA;FOOD;CLEANLINESS,ROOM;MANAGEMENT;CHECKIN_CHECKOUT,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD130,Petunya Beach Resort,Ortakent-Yahşi,3.7,2687,10.0,3.3,0.4,0.6,BEACH_SEA;FOOD;CLEANLINESS;ROOM;STAFF,BEACH_SEA;STAFF;CLEANLINESS,BEACH_SEA;FOOD;ROOM,44.0,4.107954545454546,0.136,0.727,UNKNOWN,25.0,13.6,1.0,PARTIAL,12.0,4.0,1.0,1.0,True,2,HIGH,-0.808,SUPPORTED_COMPARISON,platform_consistent_concern_profile;family_oriented_profile;source_divergent_profile
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,4.6,633,20.0,4.6,0.05,0.95,FOOD;ROOM;BEACH_SEA;CLEANLINESS;STAFF,FOOD;ROOM;BEACH_SEA,RESERVATION,44.0,4.409090909090909,0.068,0.864,UNKNOWN,9.1,20.5,1.0,PARTIAL,8.0,1.0,3.0,1.0,True,2,HIGH,0.191,SUPPORTED_COMPARISON,platform_consistent_strong_profile;wellness_oriented_profile
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,4.2,747,22.0,4.7727272727272725,0.0,0.955,STAFF;BAR_DRINKS;FOOD;SERVICE;FAMILY_KIDS,BAR_DRINKS;STAFF;FOOD,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD133,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,4.4,190,10.0,4.0,0.2,0.7,STAFF;BEACH_SEA;FOOD;PRICE_VALUE;CLEANLINESS,STAFF;BEACH_SEA;FOOD,LOCATION,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD134,Yakamoz Otel,Ortakent-Yahşi,4.0,133,10.0,2.8,0.6,0.4,FOOD;STAFF;PRICE_VALUE;CLEANLINESS;BED_COMFORT,BEACH_SEA;FACILITIES,FOOD;PRICE_VALUE;STAFF,18.0,4.222222222222222,0.111,0.778,UNKNOWN,5.6,5.6,2.0,PARTIAL,3.0,1.0,0.0,0.0,True,2,MEDIUM,-1.422,SUPPORTED_COMPARISON,platform_consistent_concern_profile;source_divergent_profile
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,3.9,114,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,4.5,467,10.0,4.9,0.0,1.0,FOOD;STAFF;BEACH_SEA;LOCATION;CLEANLINESS,FOOD;BEACH_SEA;STAFF,,24.0,4.833333333333333,0.0,1.0,UNKNOWN,16.7,20.8,1.0,PARTIAL,8.0,1.0,2.0,1.0,True,2,HIGH,0.067,SUPPORTED_COMPARISON,platform_consistent_strong_profile;wellness_oriented_profile
BOD137,Armagan Apart Hotel,Torba,4.0,78,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD138,Bodrum Blue Bay Otel,Torba,3.7,51,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD139,Casa Dell'arte Otel,Torba,4.6,319,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,4.4,2690,10.0,3.3,0.4,0.6,ROOM;FOOD;STAFF;CLEANLINESS;BAR_DRINKS,FOOD;ROOM;PRICE_VALUE,FOOD;ROOM;STAFF,45.0,4.583333333333333,0.022,0.889,COUPLE,22.2,42.2,14.0,PARTIAL,14.0,3.0,3.0,3.0,True,2,HIGH,-1.283,SUPPORTED_COMPARISON,platform_consistent_concern_profile;family_oriented_profile;beach_oriented_profile;wellness_oriented_profile;source_divergent_profile
BOD141,DUJA BODRUM,Torba,4.4,5479,,,,,,,,52.0,4.365384615384615,0.077,0.846,UNKNOWN,23.1,15.4,3.0,PARTIAL,13.0,4.0,2.0,2.0,True,1,LOW,,,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD142,Hotel Torbahan,Torba,4.2,492,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD143,Hotel Zeytinada,Torba,4.4,372,10.0,5.0,0.0,1.0,STAFF;CLEANLINESS;FOOD;ROOM;NOISE,STAFF;FOOD;CLEANLINESS,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD144,Mira Suites,Torba,4.6,117,,,,,,,,2.0,5.0,0.0,1.0,UNKNOWN,0.0,0.0,0.0,PARTIAL,4.0,1.0,0.0,0.0,True,1,LOW,,,insufficient_signal
BOD145,Moyo Luxury Hotel & Beach,Torba,4.3,370,29.0,3.827586206896552,0.241,0.724,STAFF;ROOM;FOOD;BEACH_SEA;BAR_DRINKS,STAFF;FOOD;BEACH_SEA,ROOM;BAR_DRINKS;SERVICE,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD146,Olivia Hotel,Torba,4.3,144,44.0,4.5,0.114,0.841,CLEANLINESS;FOOD;ROOM;LOCATION;STAFF,CLEANLINESS;FOOD;ROOM,FACILITIES;HYGIENE;WIFI,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD147,Omar Hotel & Suites,Torba,4.3,174,10.0,4.5,0.1,0.9,FOOD;NOISE;BEACH_SEA;STAFF;ROOM,FOOD;BEACH_SEA;NOISE,BAR_DRINKS;MANAGEMENT;RESERVATION,14.0,4.785714285714286,0.0,1.0,UNKNOWN,0.0,7.1,0.0,PARTIAL,6.0,1.0,0.0,1.0,True,2,MEDIUM,-0.286,SUPPORTED_COMPARISON,platform_consistent_strong_profile
BOD148,Rixos Premium Bodrum,Torba,4.7,4889,20.0,4.55,0.05,0.85,STAFF;FOOD;BEACH_SEA;LOCATION;BAR_DRINKS,FOOD;STAFF;BEACH_SEA,COMMUNICATION;RESERVATION;HYGIENE,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD149,Roota Bodrum,Torba,4.2,56,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD150,Samara Hotel,Torba,4.4,2488,20.0,3.7,0.2,0.7,ROOM;FOOD;CLEANLINESS;STAFF;BEACH_SEA,FOOD;ROOM;CLEANLINESS,COMMUNICATION;HYGIENE;AIR_CONDITIONING,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD151,Sarpedor Boutique Hotel & SPA,Torba,4.2,648,,,,,,,,50.0,3.445,0.36,0.56,UNKNOWN,26.0,16.0,1.0,PARTIAL,12.0,1.0,3.0,3.0,True,1,LOW,,,beach_oriented_profile;wellness_oriented_profile
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,4.8,886,20.0,4.6,0.1,0.9,STAFF;FOOD;CLEANLINESS;ROOM;BEACH_SEA,STAFF;FOOD;CLEANLINESS,COMMUNICATION;PRICE_VALUE;ANIMATION_ENTERTAINMENT,73.0,4.876712328767123,0.0,0.973,COUPLE,17.8,30.1,8.0,PARTIAL,13.0,2.0,3.0,3.0,True,2,HIGH,-0.277,SUPPORTED_COMPARISON,platform_consistent_strong_profile;family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD153,The Oba Hotel,Torba,4.0,603,10.0,4.6,0.0,0.9,STAFF;SERVICE;BAR_DRINKS;BEACH_SEA;ROOM,SERVICE;STAFF;BAR_DRINKS,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD154,Toka Bodrum Hotel & Beach Club,Torba,4.5,238,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,4.3,312,10.0,4.1,0.2,0.8,STAFF;FOOD;BAR_DRINKS;BEACH_SEA;LOCATION,BAR_DRINKS;BEACH_SEA;FOOD,BAR_DRINKS;ANIMATION_ENTERTAINMENT;MANAGEMENT,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD156,Voyage Torba,Torba,4.7,2753,10.0,4.9,0.0,1.0,FOOD;STAFF;CLEANLINESS;ROOM;SERVICE,FOOD;SERVICE;CLEANLINESS,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD157,Voyage Torba Private,Torba,4.7,548,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD158,Arin Resort Bodrum,Turgutreis,4.6,1691,,,,,,,,25.0,4.96,0.0,1.0,UNKNOWN,4.0,0.0,1.0,PARTIAL,11.0,3.0,3.0,1.0,True,1,LOW,,,family_oriented_profile;wellness_oriented_profile
BOD159,Bodrum Ada Otel Turgutreis,Turgutreis,4.6,157,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD160,La Blanche Resort Bodrum,Turgutreis,4.6,5754,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD161,MyElla Hotel Resort & Spa,Turgutreis,3.9,2926,10.0,1.5,0.9,0.0,CLEANLINESS;ROOM;FOOD;STAFF;BEACH_SEA,,CLEANLINESS;FOOD;ROOM,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD162,Rammos Managed by Dedeman,Turgutreis,4.6,615,20.0,4.85,0.05,0.95,FOOD;STAFF;CLEANLINESS;ROOM;BED_COMFORT,FOOD;CLEANLINESS;STAFF,,65.0,4.3538461538461535,0.092,0.8,UNKNOWN,18.5,20.0,3.0,PARTIAL,9.0,1.0,3.0,1.0,True,2,HIGH,0.496,SUPPORTED_COMPARISON,platform_consistent_strong_profile;wellness_oriented_profile
BOD163,Sundance Resort,Turgutreis,4.0,1344,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD164,Swissôtel Resort Bodrum Sahili,Turgutreis,4.7,1608,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
BOD165,Caja by Maxx Royal,Türkbükü,4.6,135,,,,,,,,4.0,4.75,0.0,1.0,UNKNOWN,25.0,25.0,0.0,PARTIAL,8.0,1.0,3.0,1.0,True,1,LOW,,,wellness_oriented_profile
BOD166,Divan Bodrum,Türkbükü,4.5,753,10.0,3.7,0.3,0.7,ROOM;STAFF;SERVICE;FOOD;NOISE,ROOM;STAFF;FOOD,SERVICE;PRICE_VALUE;RESERVATION,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD167,Elista Hotel & Spa,Türkbükü,4.6,231,11.0,3.909090909090909,0.273,0.727,FOOD;ROOM;BEACH_SEA;SERVICE;CLEANLINESS,FOOD;ROOM;SERVICE,PRICE_VALUE;CHECKIN_CHECKOUT;COMMUNICATION,62.0,4.451612903225806,0.097,0.855,UNKNOWN,14.5,8.1,0.0,PARTIAL,10.0,1.0,2.0,1.0,True,2,HIGH,-0.543,SUPPORTED_COMPARISON,platform_consistent_strong_profile;wellness_oriented_profile
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,4.3,983,20.0,4.1,0.15,0.7,STAFF;SERVICE;FOOD;BEACH_SEA;ROOM,STAFF;SERVICE;BEACH_SEA,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD169,MACAKIZI BODRUM,Türkbükü,4.3,1247,10.0,3.5,0.4,0.6,FOOD;BAR_DRINKS;BEACH_SEA;SERVICE;PRICE_VALUE,BAR_DRINKS;FOOD;LOCATION,BEACH_SEA;COMMUNICATION;ROOM,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD170,No:81 Hotel,Türkbükü,4.4,321,,,,,,,,35.0,4.45,0.086,0.886,UNKNOWN,8.6,25.7,2.0,PARTIAL,13.0,2.0,2.0,3.0,True,1,LOW,,,family_oriented_profile;beach_oriented_profile;wellness_oriented_profile
BOD171,4 reasons Hotel Yalikavak,Yalıkavak,4.8,194,33.0,4.9393939393939394,0.0,1.0,STAFF;ROOM;FOOD;LOCATION;CLEANLINESS,STAFF;ROOM;FOOD,,,,,,,,,,,,,,,False,1,LOW,,,insufficient_signal
BOD172,Ailla Yalıkavak,Yalıkavak,4.9,69,,,,,,,,34.0,4.941176470588236,0.0,0.971,UNKNOWN,5.9,20.6,1.0,PARTIAL,8.0,1.0,2.0,2.0,True,1,LOW,,,beach_oriented_profile;wellness_oriented_profile
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,4.8,528,,,,,,,,65.0,4.865384615384615,0.015,0.969,UNKNOWN,15.4,23.1,3.0,PARTIAL,6.0,1.0,2.0,1.0,True,1,LOW,,,wellness_oriented_profile
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,4.5,299,,,,,,,,35.0,4.428571428571429,0.114,0.829,UNKNOWN,20.0,28.6,2.0,PARTIAL,9.0,2.0,3.0,1.0,True,1,LOW,,,family_oriented_profile;wellness_oriented_profile
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,4.5,437,,,,,,,,34.0,4.176470588235294,0.118,0.735,FAMILY,32.4,29.4,2.0,PARTIAL,6.0,1.0,0.0,1.0,True,1,LOW,,,insufficient_signal
BOD176,Blue Point Yalikavak,Yalıkavak,4.5,129,,,,,,,,,,,,,,,,,,,,,False,0,VERY_LOW,,,low_data_profile
