review_id,hotel_id,hotel_name,area,source_platform,review_text,review_text_clean,source_rating,source_rating_max,rating_5_scale,rating_group,review_date,review_date_raw,stay_year,stay_month,stay_date_raw,traveler_type,traveler_type_raw,room_type,room_type_raw,reviewer_location,reviewer_country,customer_tier,customer_tier_raw,reviewer_review_count,review_hash,source_url,collected_at,quality_flags
744,BOD059,Bodrum Hotel Baba,Gümbet,trip,"Okay, so I just got back from what was supposed to be a relaxing getaway, but honestly, my stay at Hotel Baba was anything but. Right off the bat, the people at reception were just...rude. No smiles, no help, just a general vibe that they'd rather be anywhere else. And no matter what problem you had, they were completely useless. Needed extra towels? Tough luck. Question about the area? Blank stares. The food? Let's just say I've had better meals on a plane. Everything tasted like it had been sitting out for days, and honestly, the whole place felt grimy. Like, actually dirty. I'm not usually one to complain, but seriously, do yourself a favor and book somewhere else. This place is a total waste of money and a major letdown. There’s a specific worker who worked at the reception desk who will make you want to leave as soon as you step a foot. I uploaded a photo of him as I assume he’s made other people also feel very unwelcomed and uncomfortable.","Okay, so I just got back from what was supposed to be a relaxing getaway, but honestly, my stay at Hotel Baba was anything but. Right off the bat, the people at reception were just...rude. No smiles, no help, just a general vibe that they'd rather be anywhere else. And no matter what problem you had, they were completely useless. Needed extra towels? Tough luck. Question about the area? Blank stares. The food? Let's just say I've had better meals on a plane. Everything tasted like it had been sitting out for days, and honestly, the whole place felt grimy. Like, actually dirty. I'm not usually one to complain, but seriously, do yourself a favor and book somewhere else. This place is a total waste of money and a major letdown. There’s a specific worker who worked at the reception desk who will make you want to leave as soon as you step a foot. I uploaded a photo of him as I assume he’s made other people also feel very unwelcomed and uncomfortable.",2.0,10.0,1.0,LOW,2025-08-19,"Posted August 19, 2025",2025,8,Stayed in August 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,6a29a444759f275ee1b2207eb40fe75b8ca669eb8256c06029b94dd3c57735b8,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
745,BOD059,Bodrum Hotel Baba,Gümbet,trip,"I have stayed at this hotel many times in the past and it’s always been very basic yet clean and friendly with lots of atmosphere. This time we stayed, we found it to be quite poor, especially at breakfast in the morning. There was only ever water to drink at breakfast, during the full week there was only the first morning that there was a coffee or juice available….. the rest nothing. I also didn’t like how the hot food was left open all of the time, resulting in cold food and flies on it. When I did close one I used I was told they had to be kept open. The hot selection of food was very poor, but there was always chips for breakfast 🤣. Luckily, I like the Turkish breakfast as in the cheese and salami type meat and cucumber and tomato…. If you weren’t down there first thing for breakfast, there was no bread left. The pool side was disgusting, it wasn’t cleaned, there was a clump of hair on the drain for the first few days we were there. Pool safety was not adeared to at all. The life ring from the wall was used as a toy to float on in the pool by a Turkish family who were on holiday. I brought this to the attention of staff and was told “ well, maybe they can’t swim” which I thought was a totally ridiculous statement. If someone got into trouble in that pool, there was nothing to save them. There was also no music around the pool, nor anyone visiting the pool area with menus or asking if we’d like drinks fetching as there isn’t a pool bar. You have to walk around the side of the hotel to the front where the beach is and go to the bar, personally I would rather tip a waiter to do this for me when I’m on holiday. We would’ve eaten several times by the pool and had many drinks if this option had been available, which obviously is custom for the hotel. The rooms were clean (my cleaner was lovely and would speak when we passed in the hotel), they were cleaned daily and clean towels left. There is a fridge in some of the rooms, we had two rooms and only one had a fridge, only one had a safe which worked and only one had a key card which worked. The key card was sorted straight away and the mattress which you could feel the springs through was also changed straight away. We just used the working safe between the two rooms so that wasn’t an issue for us. Reception were always kind and courteous and spoke fantastic English…. Unlike the rest of the Hotel employees. The room I was in took some getting used to because there was a noise, like a generator or something which was on the go all of the time. I like a bit of background noise when I sleep, but this was irritating.","I have stayed at this hotel many times in the past and it’s always been very basic yet clean and friendly with lots of atmosphere. This time we stayed, we found it to be quite poor, especially at breakfast in the morning. There was only ever water to drink at breakfast, during the full week there was only the first morning that there was a coffee or juice available..... the rest nothing. I also didn’t like how the hot food was left open all of the time, resulting in cold food and flies on it. When I did close one I used I was told they had to be kept open. The hot selection of food was very poor, but there was always chips for breakfast 🤣. Luckily, I like the Turkish breakfast as in the cheese and salami type meat and cucumber and tomato.... If you weren’t down there first thing for breakfast, there was no bread left. The pool side was disgusting, it wasn’t cleaned, there was a clump of hair on the drain for the first few days we were there. Pool safety was not adeared to at all. The life ring from the wall was used as a toy to float on in the pool by a Turkish family who were on holiday. I brought this to the attention of staff and was told “ well, maybe they can’t swim” which I thought was a totally ridiculous statement. If someone got into trouble in that pool, there was nothing to save them. There was also no music around the pool, nor anyone visiting the pool area with menus or asking if we’d like drinks fetching as there isn’t a pool bar. You have to walk around the side of the hotel to the front where the beach is and go to the bar, personally I would rather tip a waiter to do this for me when I’m on holiday. We would’ve eaten several times by the pool and had many drinks if this option had been available, which obviously is custom for the hotel. The rooms were clean (my cleaner was lovely and would speak when we passed in the hotel), they were cleaned daily and clean towels left. There is a fridge in some of the rooms, we had two rooms and only one had a fridge, only one had a safe which worked and only one had a key card which worked. The key card was sorted straight away and the mattress which you could feel the springs through was also changed straight away. We just used the working safe between the two rooms so that wasn’t an issue for us. Reception were always kind and courteous and spoke fantastic English.... Unlike the rest of the Hotel employees. The room I was in took some getting used to because there was a noise, like a generator or something which was on the go all of the time. I like a bit of background noise when I sleep, but this was irritating.",4.0,10.0,2.0,LOW,2025-08-09,"Posted August 9, 2025",2025,8,Stayed in August 2025,FRIENDS,Traveling with friends,UNKNOWN,,,,NONE,,,2c9a4d638cd4fcdd4be1c5099055b04c1d193cb0533d6b035e7ac10bffb9ba38,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
746,BOD059,Bodrum Hotel Baba,Gümbet,trip,"Before I write a review about the hotel, I would like to point out that we had low expectations of it. We booked it 20 days before the trip without being informed about the hotel, aware that it only has three stars and no overly positive reviews. However, we came back delighted. It is true that the furniture in the hotel is old and there is no trace of luxury, but the kindness and friendliness of the staff makes up for it. If you are lucky enough to get rooms on the ground floor with large terraces, I am sure you will have a great time at the Baba Hotel. The beach is beautiful and not crowded, and the food is excellent, the chef is very pleasant and professional. The hotel only offers half board, but the food is so good that those two meals are quite enough for adults. But if you are going with a child, there are various restaurants in the area where you can have lunch. However, our experience shows that children do not like typical Turkish food so we ended up buying pizza in the supermarket across the street from the hotel. As for the other staff, the maids are not overly enthusiastic but if you leave them a tip from time to time you will have decent service. Not fantastic but bearable. On the other hand, the waiters on the beach are wonderful and love children very much. They often played with the children and sometimes treated them with ice cream. As far as I understood from reading the reviews here, the hotel gets the most complaints about the noise since it is surrounded by nightclubs. It is true that music can be heard all night but if you close the doors and windows you can sleep, and if you get hot in a hermetically sealed room you can use the air conditioning all night for no extra charge. In my opinion, the biggest problem with the hotel is communication, because few of the staff speak English clearly. But with the help of Google Translate, this problem is easily overcome. To summarize, Baba Hotel is one of the modest Turkish hotels I have visited but if the beach, the sea and the location in the center are more important to you than the appearance of the furniture, then this hotel is a good choice. It is located in the center of Gumbet and is surrounded by many shops. Next to it is a bus stop that takes you to the center of Bodrum very quickly for 1 euro. Of course, my impressions might not have been so positive if I had not encountered the friendliness of the hotel manager from the start, who tried to resolve any inconvenience that guests encountered. Those of tourists who would contact her directly had a much better experience than those who complained to the receptionists. But honestly, there really weren't many complaints. Most of the travelers around us were aware of what to expect, as they were mostly people who were vacationing at this hotel for the third or fourth time. We will probably follow their path too, we are already planning a return to this hotel next summer.","Before I write a review about the hotel, I would like to point out that we had low expectations of it. We booked it 20 days before the trip without being informed about the hotel, aware that it only has three stars and no overly positive reviews. However, we came back delighted. It is true that the furniture in the hotel is old and there is no trace of luxury, but the kindness and friendliness of the staff makes up for it. If you are lucky enough to get rooms on the ground floor with large terraces, I am sure you will have a great time at the Baba Hotel. The beach is beautiful and not crowded, and the food is excellent, the chef is very pleasant and professional. The hotel only offers half board, but the food is so good that those two meals are quite enough for adults. But if you are going with a child, there are various restaurants in the area where you can have lunch. However, our experience shows that children do not like typical Turkish food so we ended up buying pizza in the supermarket across the street from the hotel. As for the other staff, the maids are not overly enthusiastic but if you leave them a tip from time to time you will have decent service. Not fantastic but bearable. On the other hand, the waiters on the beach are wonderful and love children very much. They often played with the children and sometimes treated them with ice cream. As far as I understood from reading the reviews here, the hotel gets the most complaints about the noise since it is surrounded by nightclubs. It is true that music can be heard all night but if you close the doors and windows you can sleep, and if you get hot in a hermetically sealed room you can use the air conditioning all night for no extra charge. In my opinion, the biggest problem with the hotel is communication, because few of the staff speak English clearly. But with the help of Google Translate, this problem is easily overcome. To summarize, Baba Hotel is one of the modest Turkish hotels I have visited but if the beach, the sea and the location in the center are more important to you than the appearance of the furniture, then this hotel is a good choice. It is located in the center of Gumbet and is surrounded by many shops. Next to it is a bus stop that takes you to the center of Bodrum very quickly for 1 euro. Of course, my impressions might not have been so positive if I had not encountered the friendliness of the hotel manager from the start, who tried to resolve any inconvenience that guests encountered. Those of tourists who would contact her directly had a much better experience than those who complained to the receptionists. But honestly, there really weren't many complaints. Most of the travelers around us were aware of what to expect, as they were mostly people who were vacationing at this hotel for the third or fourth time. We will probably follow their path too, we are already planning a return to this hotel next summer.",8.0,10.0,4.0,HIGH,2025-07-01,"Posted July 1, 2025",2025,7,Stayed in July 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,8037126b18217add68445d65104af16a68fd3d2bc29eae045b8a794479a32ba1,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
747,BOD059,Bodrum Hotel Baba,Gümbet,trip,"I was staying in room 109 next to the pool. i was a bit worried about what I was letting my in for after the reviews I've read on here and in other places. When I entered the room, there was no fridge, so I went to reception and asked about it they said they should be one in the room, but I had to wait for the following morning to get one. The guys on the bar were friendly and helpful they gave me a bag of ice for overnight to keep my drinks i purchased from the migros supermarket across the road cool. There was a lady on reception during the day who was very friendly and always chatted and remembered. My name, unfortunately, I can't remember hers. The room was cleaned daily. That's where the positives end The negatives The food offering was rubbish. I was b&b but did look at the evening meals, and they were not much better. I'm glad I didn't pay for the half board upgrade fee of 15 euro a day I had plenty of tasty meals in the surrounding bar/restaurants and the local authority run gumbet cafe just a 5 minute walk along the beach path. The hotel is located next too the 3/4 large night clubs the where the music goes on until 4am so if you want a goodnight sleep this isn't the place for you. In summary you get what you pay for and not much else","I was staying in room 109 next to the pool. i was a bit worried about what I was letting my in for after the reviews I've read on here and in other places. When I entered the room, there was no fridge, so I went to reception and asked about it they said they should be one in the room, but I had to wait for the following morning to get one. The guys on the bar were friendly and helpful they gave me a bag of ice for overnight to keep my drinks i purchased from the migros supermarket across the road cool. There was a lady on reception during the day who was very friendly and always chatted and remembered. My name, unfortunately, I can't remember hers. The room was cleaned daily. That's where the positives end The negatives The food offering was rubbish. I was b&b but did look at the evening meals, and they were not much better. I'm glad I didn't pay for the half board upgrade fee of 15 euro a day I had plenty of tasty meals in the surrounding bar/restaurants and the local authority run gumbet cafe just a 5 minute walk along the beach path. The hotel is located next too the 3/4 large night clubs the where the music goes on until 4am so if you want a goodnight sleep this isn't the place for you. In summary you get what you pay for and not much else",6.0,10.0,3.0,MID,2024-09-19,"Posted September 19, 2024",2024,9,Stayed in September 2024,SOLO,Solo traveler,UNKNOWN,,,,NONE,,,5a5fe030f4ef7aa6e2489c2cc5a466e03eb7b4b11104f069195d72d9045af73e,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
748,BOD059,Bodrum Hotel Baba,Gümbet,trip,"The hotel is was an unpleasant experience the rooms are a bit dirty. The cleaners hardly come in, you have to ask for towels or new bedding others it will be left. The beach is filthy compared to others. The food options aren’t the best there is repeatedly nearly the same foods and only like 3 options to choose from. Two of those likely to be some sort of pastry and the other always being egg.","The hotel is was an unpleasant experience the rooms are a bit dirty. The cleaners hardly come in, you have to ask for towels or new bedding others it will be left. The beach is filthy compared to others. The food options aren’t the best there is repeatedly nearly the same foods and only like 3 options to choose from. Two of those likely to be some sort of pastry and the other always being egg.",2.0,10.0,1.0,LOW,2024-10-04,"Posted October 4, 2024",2024,10,Stayed in October 2024,UNKNOWN,,UNKNOWN,,,,NONE,,,8e0d0db0fea41d02bdf1e9a3eaaf12aed3204e2b62728558a68b27d19d4e2203,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
749,BOD059,Bodrum Hotel Baba,Gümbet,trip,Was here last week spent 17 days the rooms are basis the cleaner's came every day but have to ask for bath towels and hand towels or you never get any towels the WiFi is not in rooms only WiFi is at the bar and reception pool very clean staff clean the loungers every day food was very good. Turkish and European breakfast,Was here last week spent 17 days the rooms are basis the cleaner's came every day but have to ask for bath towels and hand towels or you never get any towels the WiFi is not in rooms only WiFi is at the bar and reception pool very clean staff clean the loungers every day food was very good. Turkish and European breakfast,6.0,10.0,3.0,MID,2024-09-27,"Posted September 27, 2024",2024,9,Stayed in September 2024,COUPLE,Couple,UNKNOWN,,,,NONE,,,bc190e3345030392eb8cd96aa759572c421744d89058d9a074c4627e0eeab59b,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
750,BOD059,Bodrum Hotel Baba,Gümbet,trip,"Just had a medical massage from a lady who I have to say was amazing, can't fault her work. Would highly recommend a visit. Made to feel relaxed, private room with respect and dignity. Came for a Hanam yesterday was absolutely lovely again made to feel relaxed, and respected throughout.","Just had a medical massage from a lady who I have to say was amazing, can't fault her work. Would highly recommend a visit. Made to feel relaxed, private room with respect and dignity. Came for a Hanam yesterday was absolutely lovely again made to feel relaxed, and respected throughout.",10.0,10.0,5.0,HIGH,2024-09-15,"Posted September 15, 2024",2024,9,Stayed in September 2024,FRIENDS,Traveling with friends,UNKNOWN,,,,NONE,,,c5bfce15c7c9953d6fee329b482688c46118b598a91e4e6c8ebcf081be72a112,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2026-08-27T00:17:46Z,
751,BOD060,Club Shark Hotel,Gümbet,trip,"This hotel is amazing the location is perfect and atmosphere is brilliant and the rooms are clean and tidy and the cleaners freshen your room constantly, the noise level is perfect and after 11pm the hotel is calm, the hotel staff were absolutely brilliant and were so so kind making sure you have an amazing stay, brilliant hotel 10/10 i would love to stay again!","This hotel is amazing the location is perfect and atmosphere is brilliant and the rooms are clean and tidy and the cleaners freshen your room constantly, the noise level is perfect and after 11pm the hotel is calm, the hotel staff were absolutely brilliant and were so so kind making sure you have an amazing stay, brilliant hotel 10/10 i would love to stay again!",10.0,10.0,5.0,HIGH,2026-08-19,"Posted August 19, 2026",2026,8,Stayed in August 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,4b60c84dcffdc03a5e01e32972576b83d5e9824911fb24680cd60233c79da096,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
752,BOD060,Club Shark Hotel,Gümbet,trip,"⭐⭐⭐⭐⭐ Brilliant hotel with outstanding staff, but entertainment could be improved We’ve just returned from a fantastic holiday at Shark Club Hotel, and overall it was a really enjoyable stay. The hotel itself is great, but what truly makes it stand out is the staff, who go above and beyond to make guests feel welcome. A special mention has to go to David, Harry Potter, Adam, Ally and Nunu — what a team. They were consistently friendly, approachable, and always up for a laugh. Their energy and attitude really helped make the holiday memorable, and they are a real credit to the hotel. We’d also like to give a very special mention to Peter, who regularly came around the hotel and was genuinely one of the loveliest people we met during our stay. He was always smiling, always happy to stop for a chat and always there to make you smile. He really added a personal touch to our holiday and made us feel so welcome. Peter also has his own restaurant, Peter’s Place, which is definitely worth a visit! The food was absolutely wonderful and easily one of the highlights of our trip. Amazing food, a lovely atmosphere and Peter himself makes you feel so welcome. We would definitely recommend giving Peter’s Place a try while you’re there. And then… there’s the animation. 😂 Chucky, where were you?! 👀 We genuinely spent more time wondering where the animation guy had gone than actually taking part in animation. 😂 During our stay, we witnessed aqua gym twice and water polo once at around 1:30pm. The rest of the daytime entertainment seemed to consist of Chucky promoting the bus to the beach and then apparently getting on an invisible one himself because… POOF 💨 — gone until nighttime! 😂 Forget aqua gym, the real daily activity was: “Where’s Chucky?” 🔎😂 Then, like clockwork, around 9pm, he would suddenly respawn for approximately 30 minutes of a “game show”… and that was basically your evening entertainment done. 😂👏 But don’t worry, because before disappearing again we’d be reminded to meet in the lobby at 11:30pm to go to the bars. There was just one tiny problem… THE HOTEL BAR CLOSED AT 11PM. 😭😂 So apparently the final activity of the evening was a 30-minute endurance challenge called “Stand in the lobby and wait.” 😂 In all seriousness, this was the only disappointing part of our stay. There was so much potential for entertainment around the pool — music, games, competitions, quizzes, dancing, more aqua gym, literally anything to get everyone involved and create a proper holiday atmosphere. It felt like the animation programme finished before it had even started most days. Thankfully, the rest of the staff completely made up for it. ❤️ That said, the positives far outweigh the negatives, and the staff truly made the holiday what it was. Overall: * Staff: 10/10 — absolutely outstanding ❤️ * Peter’s Place: 10/10 — wonderful food and highly recommended 🍽️ * Entertainment: 5/10 — definitely room for improvement A massive thank you again to David, Ha","⭐⭐⭐⭐⭐ Brilliant hotel with outstanding staff, but entertainment could be improved We’ve just returned from a fantastic holiday at Shark Club Hotel, and overall it was a really enjoyable stay. The hotel itself is great, but what truly makes it stand out is the staff, who go above and beyond to make guests feel welcome. A special mention has to go to David, Harry Potter, Adam, Ally and Nunu — what a team. They were consistently friendly, approachable, and always up for a laugh. Their energy and attitude really helped make the holiday memorable, and they are a real credit to the hotel. We’d also like to give a very special mention to Peter, who regularly came around the hotel and was genuinely one of the loveliest people we met during our stay. He was always smiling, always happy to stop for a chat and always there to make you smile. He really added a personal touch to our holiday and made us feel so welcome. Peter also has his own restaurant, Peter’s Place, which is definitely worth a visit! The food was absolutely wonderful and easily one of the highlights of our trip. Amazing food, a lovely atmosphere and Peter himself makes you feel so welcome. We would definitely recommend giving Peter’s Place a try while you’re there. And then... there’s the animation. 😂 Chucky, where were you?! 👀 We genuinely spent more time wondering where the animation guy had gone than actually taking part in animation. 😂 During our stay, we witnessed aqua gym twice and water polo once at around 1:30pm. The rest of the daytime entertainment seemed to consist of Chucky promoting the bus to the beach and then apparently getting on an invisible one himself because... POOF 💨 — gone until nighttime! 😂 Forget aqua gym, the real daily activity was: “Where’s Chucky?” 🔎😂 Then, like clockwork, around 9pm, he would suddenly respawn for approximately 30 minutes of a “game show”... and that was basically your evening entertainment done. 😂👏 But don’t worry, because before disappearing again we’d be reminded to meet in the lobby at 11:30pm to go to the bars. There was just one tiny problem... THE HOTEL BAR CLOSED AT 11PM. 😭😂 So apparently the final activity of the evening was a 30-minute endurance challenge called “Stand in the lobby and wait.” 😂 In all seriousness, this was the only disappointing part of our stay. There was so much potential for entertainment around the pool — music, games, competitions, quizzes, dancing, more aqua gym, literally anything to get everyone involved and create a proper holiday atmosphere. It felt like the animation programme finished before it had even started most days. Thankfully, the rest of the staff completely made up for it. ❤️ That said, the positives far outweigh the negatives, and the staff truly made the holiday what it was. Overall: * Staff: 10/10 — absolutely outstanding ❤️ * Peter’s Place: 10/10 — wonderful food and highly recommended 🍽️ * Entertainment: 5/10 — definitely room for improvement A massive thank you again to David, Ha",8.0,10.0,4.0,HIGH,2026-08-09,"Posted August 9, 2026",2026,8,Stayed in August 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,198ab0786278e2eebede1985e139fde4c872db24e3c37a6b5d22db662a413fe8,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
753,BOD060,Club Shark Hotel,Gümbet,trip,"I have been to this hotel many times and I have always enjoyed it. The rooms are spotless and all the staff are so friendly and helpful, they helped organise a birthday cake and fireworks for his birthday. I can always find something to eat in this hotel and the snacks were good too. It is close to the busy part but far enough away not to bother you. The pool area is quite small but there are also plenty of seating area around. Would i go back - yes.","I have been to this hotel many times and I have always enjoyed it. The rooms are spotless and all the staff are so friendly and helpful, they helped organise a birthday cake and fireworks for his birthday. I can always find something to eat in this hotel and the snacks were good too. It is close to the busy part but far enough away not to bother you. The pool area is quite small but there are also plenty of seating area around. Would i go back - yes.",10.0,10.0,5.0,HIGH,2026-08-02,"Posted August 2, 2026",2026,8,Stayed in August 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,2e351d519eb33c2bfc617a0fc1b15d00123135c00bbe5e74f323eda9f42d9014,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
754,BOD060,Club Shark Hotel,Gümbet,trip,"my service was great lovely staff and they was absolutely great with us very lovely and very funny, chucky had the place going at night with entertainment made are experienced so much better, we will be wil be back","my service was great lovely staff and they was absolutely great with us very lovely and very funny, chucky had the place going at night with entertainment made are experienced so much better, we will be wil be back",10.0,10.0,5.0,HIGH,2026-07-30,"Posted July 30, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,282b1bfffbc715adaeee2dba6e7187941a23ca89b12f2922e7e475775a592ec8,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
755,BOD060,Club Shark Hotel,Gümbet,trip,"it was very good special shout out to david he was great fun and all the other staff in the restaurant and the bar. very quick service, all good food and drinks for all inclusive hotel. rooms were clean, mattress was pristine and the cleaners were lovely too. definitely my favourite was the boy with glasses at the bar he was lovely, very good and kept everyone happy i would 100% go back and definitely recommend to other for a good get away with everything on the door step. and another great person is pete he was so confident even on our first day and made us open right up to everyone. he has his own restaurant very amazing food lovely drinks and also a lot of respect for them taking care of the strays. xx from sienna","it was very good special shout out to david he was great fun and all the other staff in the restaurant and the bar. very quick service, all good food and drinks for all inclusive hotel. rooms were clean, mattress was pristine and the cleaners were lovely too. definitely my favourite was the boy with glasses at the bar he was lovely, very good and kept everyone happy i would 100% go back and definitely recommend to other for a good get away with everything on the door step. and another great person is pete he was so confident even on our first day and made us open right up to everyone. he has his own restaurant very amazing food lovely drinks and also a lot of respect for them taking care of the strays. xx from sienna",10.0,10.0,5.0,HIGH,2026-07-30,"Posted July 30, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,ccf4179bcac83c255e9355ded44c78efd65dad7b51326e08403b4a3bfb48368f,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
756,BOD060,Club Shark Hotel,Gümbet,trip,"Totally disappointed… We chose this hotel based on the reviews, but we had a terrible experience. The hotel is not 4*, more like 2/3*, no improvements or renovations whatsoever. We had all inclusive, but we had a terrible food poisoning both myself and my husband. The spa, the worst I ever been. We paid £30 for 1h, which i didn’t stay more than 40 min, from which the lady spent 10 min on her phone. ( The towels in there smelled sooooo bad) The swimming pool closes at 6. The rooms big, 2 bottles of water everyday, but no kettle, coffees or tea. The location is close (10min walking) to the public beach, but Gumbet area quite bad. Flabbergasted… I gave 2 stars , because of the staff , they deserve 5, they were really nice, the waitress, the guy that great us when we came and help us with the luggage, the cleaning ladies, really friendly and warm people.","Totally disappointed... We chose this hotel based on the reviews, but we had a terrible experience. The hotel is not 4*, more like 2/3*, no improvements or renovations whatsoever. We had all inclusive, but we had a terrible food poisoning both myself and my husband. The spa, the worst I ever been. We paid £30 for 1h, which i didn’t stay more than 40 min, from which the lady spent 10 min on her phone. ( The towels in there smelled sooooo bad) The swimming pool closes at 6. The rooms big, 2 bottles of water everyday, but no kettle, coffees or tea. The location is close (10min walking) to the public beach, but Gumbet area quite bad. Flabbergasted... I gave 2 stars , because of the staff , they deserve 5, they were really nice, the waitress, the guy that great us when we came and help us with the luggage, the cleaning ladies, really friendly and warm people.",4.0,10.0,2.0,LOW,2026-07-26,"Posted July 26, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,a8a409ef30a613c68523dd9bcc4d9f3210371ffdb5924e18a00df797fa6ac80d,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
757,BOD060,Club Shark Hotel,Gümbet,trip,"Everything is top notch. The service is perfect, the food is excellent, the rooms are cleaned every day. The hotel is in a beautiful location, in the very center of Gumbet, the beaches are a few minutes walk away, but there is an organized transport to the beach which is free. After dinner, every evening, except on Sundays, some kind of program is organized for hotel guests. All in all, a wonderful impression and the right place for rest and socializing.","Everything is top notch. The service is perfect, the food is excellent, the rooms are cleaned every day. The hotel is in a beautiful location, in the very center of Gumbet, the beaches are a few minutes walk away, but there is an organized transport to the beach which is free. After dinner, every evening, except on Sundays, some kind of program is organized for hotel guests. All in all, a wonderful impression and the right place for rest and socializing.",10.0,10.0,5.0,HIGH,2026-07-19,"Posted July 19, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,a5ecbf1a4d4edfad0aef7ab75f122f5de4f17533fdd48eb15bc3fe0e0ecf2269,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
758,BOD060,Club Shark Hotel,Gümbet,trip,"it was an amazing stay, staff was amazing. 10/10 would definitely come back to this hotel!! david is a very good person","it was an amazing stay, staff was amazing. 10/10 would definitely come back to this hotel!! david is a very good person",10.0,10.0,5.0,HIGH,2026-07-15,"Posted July 15, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,0da2ad43f8386e1b8c0337e1f01b9dba140d1d066c5aa71cda11fa517a15f0d7,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
759,BOD060,Club Shark Hotel,Gümbet,trip,"Clean but very very very basic, you have to pay for pool towels, there are no tea or coffee facilities in your room. All inclusive drinks are awful and come in such a small cup that you spend all your time cueing at the bar. Staff are friendly and helpful, place to stay if you are going for a partying break and just a bed for the night, but avoid if you are looking for relaxation and comfort and value for money.","Clean but very very very basic, you have to pay for pool towels, there are no tea or coffee facilities in your room. All inclusive drinks are awful and come in such a small cup that you spend all your time cueing at the bar. Staff are friendly and helpful, place to stay if you are going for a partying break and just a bed for the night, but avoid if you are looking for relaxation and comfort and value for money.",2.0,10.0,1.0,LOW,2026-07-12,"Posted July 12, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,6d931306c1ec6b49f7379c6864d5584a7dcc8286bc84f93fbe354b5fca2e5778,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
760,BOD060,Club Shark Hotel,Gümbet,trip,"Our holiday at this hotel has been an experience we will never forget. Me and my friend had the best time here, and this is all down to the brilliant staff at Club Shark Hotel. I’d like to thank Chucky for looking after us, by making us feel comfortable during the day and safe during the night when we wanted to go outside of the hotel. He ensured we made it safely to where we wanted to go and no ask was ever too much for him. He truly is a fantastic person who we will remember forever. Special shoutout to some other wonderful members of staff who made this an incredible experience: Nurullah, Emre, David, Ozan and everyone else who was so kind to us. We will definitely be visiting again!","Our holiday at this hotel has been an experience we will never forget. Me and my friend had the best time here, and this is all down to the brilliant staff at Club Shark Hotel. I’d like to thank Chucky for looking after us, by making us feel comfortable during the day and safe during the night when we wanted to go outside of the hotel. He ensured we made it safely to where we wanted to go and no ask was ever too much for him. He truly is a fantastic person who we will remember forever. Special shoutout to some other wonderful members of staff who made this an incredible experience: Nurullah, Emre, David, Ozan and everyone else who was so kind to us. We will definitely be visiting again!",10.0,10.0,5.0,HIGH,2026-07-12,"Posted July 12, 2026",2026,7,Stayed in July 2026,UNKNOWN,,UNKNOWN,,,,NONE,,,0faa6fac135d784fe1f2a09d1c2dfd40687d2039caea5005b8bef07af5e8dd65,https://www.trip.com/hotels/detail/?hotelId=3110682,2026-08-27T00:18:21Z,
