hotel_id,hotel_name,area,platform,candidate_rank,candidate_url,candidate_detected_name,candidate_location,name_similarity,area_match,address_match,brand_collision_flag,candidate_score,validation_status,validation_note,discovered_at
BOD042,Mandarin Resort Hotel,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Mandarin%20Resort%20Hotel%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwjejsGrmL6WAxVkZUECHQD6KnsQvukIegQIAxAa&ts=CAE,Mandarin Resort Hotel Bodrum Merkez Bodrum,Yeni sekmede aç,0.6667,,,False,65,REJECTED_CANDIDATE,"detected='Mandarin Resort Hotel Bodrum Merkez Bodrum' vs expected='Mandarin Resort Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=65",2026-08-26T11:28:40Z
BOD044,Noa Suite Hotel,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Noa%20Suite%20Hotel%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwik0Ya6mL6WAxU2TEECHQgYJoEQvukIegQIAxAa&ts=CAE,Noa Suite Hotel Bodrum Merkez Bodrum,Yeni sekmede aç,0.5882,,,False,58,REJECTED_CANDIDATE,"detected='Noa Suite Hotel Bodrum Merkez Bodrum' vs expected='Noa Suite Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=58",2026-08-26T11:29:11Z
BOD046,Senses Hotel,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Senses%20Hotel%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwjJ2drImL6WAxV3hXwGHdRrC6wQvukIegQIAxAa&ts=CAE,Senses Hotel Bodrum Merkez Bodrum,Yeni sekmede aç,0.5333,,,False,53,REJECTED_CANDIDATE,"detected='Senses Hotel Bodrum Merkez Bodrum' vs expected='Senses Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=53",2026-08-26T11:29:42Z
BOD047,The Marmara Bodrum,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=The%20Marmara%20Bodrum%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwiH_qjXmL6WAxVDPwYAHb7gAJ8QvukIegQIAxAa&ts=CAE,The Marmara Bodrum Bodrum Merkez Bodrum,Yeni sekmede aç,0.6316,,,False,62,REJECTED_CANDIDATE,"detected='The Marmara Bodrum Bodrum Merkez Bodrum' vs expected='The Marmara Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=62",2026-08-26T11:30:12Z
BOD048,Babana Hotel,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIgNK0_4KY6YacARoLL2cvMXZsMGJua18QAQ?q=Babana%20Hotel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwjQpLjlmL6WAxUyNAYAHVnoHX4QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Babana Hotel,Babana Hotel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Babana Hotel' vs expected='Babana Hotel' (card near-text was 'Babana Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:30:42Z
BOD049,Casa Del Mar Bodrum,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity/ChkIiayplb67m6cGGg0vZy8xMWo3eV9jOTZkEAE?q=Casa%20Del%20Mar%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjok57umL6WAxW6OwYAHaONGRIQvukIegQIAxAC,Casa Del Mar Bodrum,Casa Del Mar Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Casa Del Mar Bodrum' vs expected='Casa Del Mar Bodrum' (card near-text was 'Casa Del Mar Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:31:00Z
BOD050,Daphnis Hotel Gölköy,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity?q=Daphnis%20Hotel%20G%C3%B6lk%C3%B6y%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwjqxZr1mL6WAxVjOgYAHX-OIXcQvukIegUIAxCnAw&ts=CAEaPgogEh4KCy9nLzF0Z2w2Nl9uOg9Hw7ZsdMO8cmtiw7xrw7wSGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Daphnis Hotel Gölköy · 187 sonuç,Yeni sekmede aç,0.8,,,False,77,REVIEW_REQUIRED,"detected='Daphnis Hotel Gölköy · 187 sonuç' vs expected='Daphnis Hotel Gölköy' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=77",2026-08-26T11:31:15Z
BOD052,Flamm Bodrum,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity/ChgInJybosXOnaMNGgwvZy8xMWdfYjNyOGgQAQ?q=Flamm%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjqms2Mmb6WAxWqj3wGHX_GF08QvukIegQIAxAC,Flamm Bodrum,Flamm Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Flamm Bodrum' vs expected='Flamm Bodrum' (card near-text was 'Flamm Bodrum otelini yeni sekmede aç', 35 candidates on page) -> score=95",2026-08-26T11:32:04Z
BOD053,Gölköy Suites,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity?q=G%C3%B6lk%C3%B6y%20Suites%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwinzKmVmb6WAxVKRUECHfWaGioQvukIegUIAxCvAw&ts=CAEaPgogEh4KCy9nLzF2czMxM2hzOg9Hw7ZsdMO8cmtiw7xrw7wSGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Gölköy Suites · 187 sonuç,Yeni sekmede aç,0.7222,,,False,70,REVIEW_REQUIRED,"detected='Gölköy Suites · 187 sonuç' vs expected='Gölköy Suites' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",2026-08-26T11:32:22Z
BOD054,Lavinya Maison,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity/ChkIkdO_vraRyObAARoML2cvMTEzZnYybXpoEAE?q=Lavinya%20Maison%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwj73Micmb6WAxWLPQYAHU6NKEoQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Lavinya Maison,Lavinya Maison otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Lavinya Maison' vs expected='Lavinya Maison' (card near-text was 'Lavinya Maison otelini yeni sekmede aç', 38 candidates on page) -> score=95",2026-08-26T11:32:38Z
BOD057,Selvi Bodrum,Göltürkbükü,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIwemp-sDO7cQMGgwvZy8xMnE0dGc5X3oQAQ?q=Selvi%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwiXs62jmb6WAxVkZUECHQD6KnsQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Selvi Bodrum,Selvi Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Selvi Bodrum' vs expected='Selvi Bodrum' (card near-text was 'Selvi Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:32:52Z
BOD060,Club Shark Hotel,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChgImcHF4_qzsKm5ARoLL2cvMXRkamxta2sQAQ?q=Club%20Shark%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwih6eCqmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,Club Shark Hotel,Club Shark Hotel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Club Shark Hotel' vs expected='Club Shark Hotel' (card near-text was 'Club Shark Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:33:07Z
BOD061,Gümbet Anıl Beach,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChgI-8jIhJzX8relARoLL2cvMXRmZjBiXzYQAQ?q=G%C3%BCmbet%20An%C4%B1l%20Beach%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjnj7uxmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Gümbet Anıl Beach,Gümbet Anıl Beach otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Gümbet Anıl Beach' vs expected='Gümbet Anıl Beach' (card near-text was 'Gümbet Anıl Beach otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:33:21Z
BOD062,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity?q=G%C3%BCmbet%20Cove%20Hotel%2C%20Mu%C4%9Fla%20T%C3%BCrkiye%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwj63pK4mb6WAxVOb0ECHew7Fu4QvukIegUIAxDLAw&ts=CAEaNQoXEhUKCy9nLzF0ZjA0cDQ2OgZCb2RydW0SGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,"Gümbet Cove Hotel, Muğla Türkiye · 171 sonuç",Yeni sekmede aç,0.8611,,,False,83,REVIEW_REQUIRED,"detected='Gümbet Cove Hotel, Muğla Türkiye · 171 sonuç' vs expected='Gümbet Cove Hotel, Muğla Türkiye' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",2026-08-26T11:33:35Z
BOD063,Jasmin Beach Hotel,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIm7Skp6jayo0JGgwvZy8xaGRfZDR0MTkQAQ?q=Jasmin%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjUhqm_mb6WAxVRe0ECHVDNCIwQvukIegQIAxAC,Jasmin Beach Hotel,Jasmin Beach Hotel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Jasmin Beach Hotel' vs expected='Jasmin Beach Hotel' (card near-text was 'Jasmin Beach Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:33:50Z
BOD064,Jasmin Elite Residence & Spa,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIgZSIp_O8x3MaDS9nLzExZnh3c3pqeDAQAQ?q=Jasmin%20Elite%20Residence%20%26%20Spa%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwj5kpLGmb6WAxVkZUECHQD6KnsQvukIegQIAxAC,Jasmin Elite Residence & Spa,Jasmin Elite Residence & Spa otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Jasmin Elite Residence & Spa' vs expected='Jasmin Elite Residence & Spa' (card near-text was 'Jasmin Elite Residence & Spa otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:34:05Z
BOD067,Sami Beach Hotel,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChkIx5-i2Nn1nZSQARoML2cvMTEzZHFwbTdwEAE?q=Sami%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwjkiN_Mmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,Sami Beach Hotel,Sami Beach Hotel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Sami Beach Hotel' vs expected='Sami Beach Hotel' (card near-text was 'Sami Beach Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:34:19Z
BOD068,Selectum Colours Bodrum,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChkIiavW48r20LIjGg0vZy8xMWZuNjFqcXI4EAE?q=Selectum%20Colours%20Bodrum%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjvuN3Tmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Selectum Colours Bodrum,Selectum Colours Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Selectum Colours Bodrum' vs expected='Selectum Colours Bodrum' (card near-text was 'Selectum Colours Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:34:33Z
BOD069,Siesta Beach Apart,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity?q=Siesta%20Beach%20Apart%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjUnqvamb6WAxUaPwYAHQ6DJT0QvukIegUIAxC8Aw&ts=CAEaQgokEiIKDC9nLzExcjh6dm5oODoSU2llc3RhIEJlYWNoIEFwYXJ0EhoSFAoHCOoPEAkYBxIHCOoPEAkYCBgBMgIIAioHCgU6A1RSWQ&rp=OAFIAg,Siesta Beach Apart · 199 sonuç,Yeni sekmede aç,0.7826,,,False,75,REVIEW_REQUIRED,"detected='Siesta Beach Apart · 199 sonuç' vs expected='Siesta Beach Apart' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",2026-08-26T11:34:47Z
BOD071,Tropicana Beach Hotel,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIt8eM1NGWrOeJARoLL2cvMXRkcmhrdGsQAQ?q=Tropicana%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwizr9_jmb6WAxVoh3wGHUiKCLMQvukIegQIAxAC,Tropicana Beach Hotel,Tropicana Beach Hotel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Tropicana Beach Hotel' vs expected='Tropicana Beach Hotel' (card near-text was 'Tropicana Beach Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:35:07Z
BOD072,VERY CHIC BODRUM,Gümbet,google_travel,1,https://www.google.com/travel/hotels/entity?q=VERY%20CHIC%20BODRUM%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwivgq7qmb6WAxXNcUECHZHjF48QvukIegUIAxDCAw&ts=CAEaNQoXEhUKCy9nLzF0Y3d6NnFzOgZCb2RydW0SGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Very Chıc Bodrum · 146 sonuç,Yeni sekmede aç,0.7619,,,False,74,REVIEW_REQUIRED,"detected='Very Chıc Bodrum · 146 sonuç' vs expected='VERY CHIC BODRUM' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",2026-08-26T11:35:21Z
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity/ChkItPHf3uPq-rBzGg0vZy8xMWI2ZHFiNmw5EAE?q=Arriba%20Apartment%20%26%20Restaurant%20%26%20Bungalows%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiDiJ_ymb6WAxUAWEECHaQdIG8QvukIegQIAxAC,Arriba Apartment & Restaurant & Bungalows,Arriba Apartment & Restaurant & Bungalows otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Arriba Apartment & Restaurant & Bungalows' vs expected='Arriba Apartment & Restaurant & Bungalows' (card near-text was 'Arriba Apartment & Restaurant & Bungalows otelini yeni sekme', 37 candidates on page) -> score=95",2026-08-26T11:35:37Z
BOD074,Begonvil Gümüşlük,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity/ChoIy9G07sGTgtCOARoNL2cvMTF2NDhubGtkORAB?q=Begonvil%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi_uPL6mb6WAxXEIQYAHYN4OBMQvukIegQIAxAC,Begonvil Gümüşlük,Begonvil Gümüşlük otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Begonvil Gümüşlük' vs expected='Begonvil Gümüşlük' (card near-text was 'Begonvil Gümüşlük otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:35:55Z
BOD075,Benjamin Otel,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Benjamin%20Otel%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwiCnsKBmr6WAxVKRUECHfWaGioQvukIegUIAxC_Aw&ts=CAEaPgogEh4KDS9nLzExczJsNzl2aGs6DUJlbmphbWluIE90ZWwSGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Benjamin Otel · 325 sonuç,Yeni sekmede aç,0.7222,,,False,70,REVIEW_REQUIRED,"detected='Benjamin Otel · 325 sonuç' vs expected='Benjamin Otel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",2026-08-26T11:36:09Z
BOD076,Gümüşlük No3,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20No3%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwjw4cCQmr6WAxXnOAYAHQMnGU0QvukIegUIAxC3Aw&ts=CAEaQQojEiEKDS9nLzExc3ZyOXFfNHY6EEfDvG3DvMWfbMO8ayBObzMSGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Gümüşlük No3 · 325 sonuç,Yeni sekmede aç,0.7059,,,False,69,REJECTED_CANDIDATE,"detected='Gümüşlük No3 · 325 sonuç' vs expected='Gümüşlük No3' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=69",2026-08-26T11:36:41Z
BOD077,Ladonia Hotels Zemda,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity/ChgI74a6--jat-CbARoLL2cvMXRkajFqa3EQAQ?q=Ladonia%20Hotels%20Zemda%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiI5bOXmr6WAxU2fUECHaUZLGAQvukIegQIAxAC,Ladonia Hotels Zemda,Ladonia Hotels Zemda otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Ladonia Hotels Zemda' vs expected='Ladonia Hotels Zemda' (card near-text was 'Ladonia Hotels Zemda otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:36:55Z
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Liman%20Hotel%20G%C3%BCm%C3%BCsl%C3%BCk%20(Adult%20only)%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwjPtfedmr6WAxUjknwGHejkL8kQvukIegUIAxCiAw&ts=CAEaVQo3EjUKDS9nLzExajdkMXRiOTI6JExpbWFuIEhvdGVsIEfDvG3DvHNsw7xrIChBZHVsdCBPbmx5KRIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Liman Hotel Gümüslük (Adult Only) · 325 sonuç,Yeni sekmede aç,0.8611,,,False,83,REVIEW_REQUIRED,"detected='Liman Hotel Gümüslük (Adult Only) · 325 sonuç' vs expected='Liman Hotel Gümüslük (Adult only)' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",2026-08-26T11:37:09Z
BOD079,Metin's Gümüşlük - Hotel & Restaurant,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Metin%27s%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20%20%20Hotel%20%26%20Restaurant%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwj6z6Onmr6WAxXiZUECHTRWBH8QvukIegUIAxC_Aw&ts=CAEaWgo8EjoKDS9nLzExZHhmMWMyOWo6KU1ldGluJ3MgR8O8bcO8xZ9sw7xrIC0gSG90ZWwgJiBSZXN0YXVyYW50EhoSFAoHCOoPEAkYBxIHCOoPEAkYCBgBMgIIAioHCgU6A1RSWQ&rp=OAFIAg,Metin's Gümüşlük - Hotel & Restaurant · 325 sonuç,Yeni sekmede aç,0.8684,,,False,83,REVIEW_REQUIRED,"detected='Metin's Gümüşlük - Hotel & Restaurant · 325 sonuç' vs expected='Metin's Gümüşlük - Hotel & Restaurant' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",2026-08-26T11:37:28Z
BOD080,Myndos Oda & kahvalti,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIqqvF8smdko4KGgwvZy8xaGY0bWRiel8QAQ?q=Myndos%20Oda%20%26%20kahvalti%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwjDypGumr6WAxWoAwYAHfHqA1MQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Myndos Oda & kahvalti,Myndos Oda & kahvalti otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Myndos Oda & kahvalti' vs expected='Myndos Oda & kahvalti' (card near-text was 'Myndos Oda & kahvalti otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:37:43Z
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Oda%20Bodrum%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwjSlr20mr6WAxXmOAYAHS2aHH8QvukIegUIAxC6Aw&ts=CAEaPQofEh0KDS9nLzExaHljaHk0cmQ6DEfDvG3DvMWfbMO8axIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Gümüşlük · 325 sonuç,Yeni sekmede aç,0.4324,,,False,44,REJECTED_CANDIDATE,"detected='Gümüşlük · 325 sonuç' vs expected='Oda Bodrum Gümüşlük' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=44",2026-08-26T11:37:56Z
BOD082,Otel Gümüşlük,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Otel%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwj4q6G7mr6WAxUeBwYAHb6YAFsQvukIegUIAxC7Aw&ts=CAEaQAoiEiAKCy9nLzF0Z3NsZDZ2OhFPdGVsIEfDvG3DvMWfbMO8axIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Otel Gümüşlük · 325 sonuç,Yeni sekmede aç,0.7222,,,False,70,REVIEW_REQUIRED,"detected='Otel Gümüşlük · 325 sonuç' vs expected='Otel Gümüşlük' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",2026-08-26T11:38:10Z
BOD083,Oza butik hotel,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Oza%20butik%20hotel%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwi8qPzBmr6WAxV2QUECHWvzJX0QvukIegUIAxClAw&ts=CAEaQAoiEiAKDS9nLzExZm01MzBqX2Q6D096YSBCdXRpayBIb3RlbBIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Oza Butik Hotel · 325 sonuç,Yeni sekmede aç,0.75,,,False,73,REVIEW_REQUIRED,"detected='Oza Butik Hotel · 325 sonuç' vs expected='Oza butik hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=73",2026-08-26T11:38:24Z
BOD084,Paradise Garden Apartments,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Paradise%20Garden%20Apartments%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwiBv-HImr6WAxXmZkECHYt_Ff8QvukIegQIAxAa&ts=CAE,Paradise Garden Apartments Gümüşlük Bodrum,Yeni sekmede aç,0.7647,,,False,74,REVIEW_REQUIRED,"detected='Paradise Garden Apartments Gümüşlük Bodrum' vs expected='Paradise Garden Apartments' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",2026-08-26T11:38:39Z
BOD085,Paradise Gümüşlük,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity?q=Paradise%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwjB84LXmr6WAxXjhnwGHTfBHPUQvukIegUIAxCzAw&ts=CAEaPQofEh0KDS9nLzExa2o1cDVfNnY6DEfDvG3DvMWfbMO8axIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Gümüşlük · 325 sonuç,Yeni sekmede aç,0.4571,,,False,46,REJECTED_CANDIDATE,"detected='Gümüşlük · 325 sonuç' vs expected='Paradise Gümüşlük' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=46",2026-08-26T11:39:09Z
BOD086,Vega Aparts,Gümüşlük,google_travel,1,https://www.google.com/travel/hotels/entity/ChkIzdWl4u2Z7eoMGg0vZy8xMWNzMDR3cXk0EAE?q=Vega%20Aparts%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwia8IHemr6WAxUsdUECHfFDK1cQvukIegQIAxAC,Vega Aparts,Vega Aparts otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Vega Aparts' vs expected='Vega Aparts' (card near-text was 'Vega Aparts otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:39:23Z
