hotel_id,aspect,google_mention_rate,google_low_context_share,trip_mention_rate,trip_low_context_share,consistency
BOD036,CLEANLINESS,70.0,0.0,12.7,12.5,BOTH_SOURCE_SIGNAL
BOD036,FOOD,70.0,0.0,6.3,0.0,BOTH_SOURCE_SIGNAL
BOD036,ROOM,70.0,0.0,6.3,0.0,BOTH_SOURCE_SIGNAL
BOD036,BED_COMFORT,50.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD036,POOL,20.0,0.0,1.6,0.0,LOW_SUPPORT
BOD036,SERVICE,50.0,0.0,4.8,0.0,BOTH_SOURCE_SIGNAL
BOD036,PRICE_VALUE,20.0,0.0,1.6,0.0,LOW_SUPPORT
BOD036,LOCATION,30.0,0.0,6.3,0.0,BOTH_SOURCE_SIGNAL
BOD036,FACILITIES,40.0,0.0,15.9,0.0,BOTH_SOURCE_SIGNAL
BOD036,NOISE,30.0,0.0,4.8,0.0,BOTH_SOURCE_SIGNAL
BOD036,FAMILY_KIDS,10.0,0.0,0.0,,LOW_SUPPORT
BOD036,ANIMATION_ENTERTAINMENT,0.0,,3.2,0.0,LOW_SUPPORT
BOD036,CHECKIN_CHECKOUT,10.0,0.0,0.0,,LOW_SUPPORT
BOD036,BAR_DRINKS,30.0,0.0,6.3,0.0,BOTH_SOURCE_SIGNAL
BOD036,WIFI,0.0,,3.2,0.0,LOW_SUPPORT
BOD043,STAFF,80.0,0.0,4.4,0.0,BOTH_SOURCE_SIGNAL
BOD043,CLEANLINESS,70.0,0.0,2.2,0.0,GOOGLE_ONLY_SIGNAL
BOD043,FOOD,60.0,0.0,1.1,0.0,GOOGLE_ONLY_SIGNAL
BOD043,ROOM,80.0,0.0,6.7,0.0,BOTH_SOURCE_SIGNAL
BOD043,BED_COMFORT,10.0,0.0,0.0,,LOW_SUPPORT
BOD043,BEACH_SEA,50.0,0.0,1.1,0.0,GOOGLE_ONLY_SIGNAL
BOD043,SERVICE,90.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD043,PRICE_VALUE,30.0,0.0,4.4,0.0,BOTH_SOURCE_SIGNAL
BOD043,LOCATION,20.0,0.0,2.2,0.0,LOW_SUPPORT
BOD043,FACILITIES,40.0,0.0,5.6,0.0,BOTH_SOURCE_SIGNAL
BOD043,NOISE,30.0,0.0,1.1,0.0,GOOGLE_ONLY_SIGNAL
BOD043,FAMILY_KIDS,10.0,0.0,1.1,0.0,LOW_SUPPORT
BOD043,ANIMATION_ENTERTAINMENT,0.0,,1.1,100.0,LOW_SUPPORT
BOD043,CHECKIN_CHECKOUT,10.0,0.0,0.0,,LOW_SUPPORT
BOD043,RESERVATION,0.0,,2.2,0.0,LOW_SUPPORT
BOD043,BAR_DRINKS,30.0,0.0,5.6,0.0,BOTH_SOURCE_SIGNAL
BOD045,STAFF,65.6,16.7,5.9,0.0,BOTH_SOURCE_SIGNAL
BOD045,CLEANLINESS,59.4,13.2,11.8,16.7,BOTH_SOURCE_SIGNAL
BOD045,HYGIENE,6.2,75.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD045,FOOD,78.1,18.0,5.9,33.3,BOTH_SOURCE_SIGNAL
BOD045,ROOM,46.9,23.3,13.7,14.3,BOTH_SOURCE_SIGNAL
BOD045,BED_COMFORT,18.8,16.7,3.9,0.0,GOOGLE_ONLY_SIGNAL
BOD045,BEACH_SEA,42.2,29.6,3.9,50.0,GOOGLE_ONLY_SIGNAL
BOD045,POOL,23.4,13.3,2.0,0.0,GOOGLE_ONLY_SIGNAL
BOD045,SERVICE,25.0,43.8,3.9,50.0,GOOGLE_ONLY_SIGNAL
BOD045,PRICE_VALUE,34.4,36.4,5.9,66.7,BOTH_SOURCE_SIGNAL
BOD045,LOCATION,40.6,26.9,0.0,,GOOGLE_ONLY_SIGNAL
BOD045,FACILITIES,35.9,26.1,9.8,0.0,BOTH_SOURCE_SIGNAL
BOD045,NOISE,28.1,22.2,3.9,50.0,GOOGLE_ONLY_SIGNAL
BOD045,FAMILY_KIDS,15.6,30.0,2.0,0.0,GOOGLE_ONLY_SIGNAL
BOD045,ANIMATION_ENTERTAINMENT,42.2,11.1,9.8,20.0,BOTH_SOURCE_SIGNAL
BOD045,AIR_CONDITIONING,3.1,50.0,2.0,0.0,LOW_SUPPORT
BOD045,CHECKIN_CHECKOUT,10.9,57.1,2.0,0.0,GOOGLE_ONLY_SIGNAL
BOD045,RESERVATION,10.9,14.3,3.9,50.0,GOOGLE_ONLY_SIGNAL
BOD045,REFUND_PAYMENT,6.2,75.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD045,TRANSPORT_TRANSFER,4.7,0.0,2.0,100.0,GOOGLE_ONLY_SIGNAL
BOD045,MANAGEMENT,6.2,75.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD045,COMMUNICATION,12.5,25.0,2.0,0.0,GOOGLE_ONLY_SIGNAL
BOD045,BAR_DRINKS,40.6,26.9,15.7,12.5,BOTH_SOURCE_SIGNAL
BOD045,WIFI,0.0,,2.0,0.0,LOW_SUPPORT
BOD048,STAFF,80.0,0.0,58.3,28.6,BOTH_SOURCE_SIGNAL
BOD048,CLEANLINESS,50.0,0.0,41.7,20.0,BOTH_SOURCE_SIGNAL
BOD048,FOOD,70.0,0.0,25.0,0.0,BOTH_SOURCE_SIGNAL
BOD048,ROOM,60.0,0.0,66.7,25.0,BOTH_SOURCE_SIGNAL
BOD048,BED_COMFORT,30.0,0.0,25.0,0.0,BOTH_SOURCE_SIGNAL
BOD048,BEACH_SEA,70.0,0.0,41.7,40.0,BOTH_SOURCE_SIGNAL
BOD048,SERVICE,50.0,0.0,16.7,50.0,GOOGLE_ONLY_SIGNAL
BOD048,PRICE_VALUE,20.0,0.0,33.3,50.0,TRIP_ONLY_SIGNAL
BOD048,LOCATION,40.0,0.0,25.0,33.3,BOTH_SOURCE_SIGNAL
BOD048,FACILITIES,0.0,,16.7,50.0,LOW_SUPPORT
BOD048,NOISE,10.0,0.0,33.3,75.0,TRIP_ONLY_SIGNAL
BOD048,FAMILY_KIDS,10.0,0.0,16.7,0.0,LOW_SUPPORT
BOD048,CHECKIN_CHECKOUT,0.0,,8.3,100.0,LOW_SUPPORT
BOD048,RESERVATION,0.0,,8.3,100.0,LOW_SUPPORT
BOD048,MANAGEMENT,0.0,,16.7,100.0,LOW_SUPPORT
BOD048,COMMUNICATION,0.0,,8.3,100.0,LOW_SUPPORT
BOD048,BAR_DRINKS,10.0,0.0,0.0,,LOW_SUPPORT
BOD048,WIFI,10.0,0.0,0.0,,LOW_SUPPORT
BOD051,STAFF,81.0,5.9,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,CLEANLINESS,38.1,12.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,HYGIENE,4.8,0.0,0.0,,LOW_SUPPORT
BOD051,FOOD,52.4,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,ROOM,47.6,10.0,18.2,100.0,GOOGLE_ONLY_SIGNAL
BOD051,BED_COMFORT,28.6,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,BEACH_SEA,57.1,8.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,POOL,23.8,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,SERVICE,28.6,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,PRICE_VALUE,9.5,0.0,0.0,,LOW_SUPPORT
BOD051,LOCATION,38.1,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,FACILITIES,14.3,0.0,9.1,0.0,GOOGLE_ONLY_SIGNAL
BOD051,NOISE,19.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,FAMILY_KIDS,9.5,0.0,0.0,,LOW_SUPPORT
BOD051,CHECKIN_CHECKOUT,9.5,0.0,0.0,,LOW_SUPPORT
BOD051,RESERVATION,4.8,0.0,9.1,0.0,LOW_SUPPORT
BOD051,MANAGEMENT,14.3,33.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD051,BAR_DRINKS,19.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD055,STAFF,80.0,12.5,27.3,0.0,BOTH_SOURCE_SIGNAL
BOD055,CLEANLINESS,50.0,0.0,18.2,0.0,GOOGLE_ONLY_SIGNAL
BOD055,FOOD,70.0,0.0,27.3,0.0,BOTH_SOURCE_SIGNAL
BOD055,ROOM,50.0,20.0,18.2,0.0,GOOGLE_ONLY_SIGNAL
BOD055,BED_COMFORT,30.0,33.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD055,BEACH_SEA,80.0,0.0,27.3,0.0,BOTH_SOURCE_SIGNAL
BOD055,SERVICE,20.0,0.0,0.0,,LOW_SUPPORT
BOD055,PRICE_VALUE,20.0,0.0,0.0,,LOW_SUPPORT
BOD055,LOCATION,30.0,33.3,9.1,0.0,GOOGLE_ONLY_SIGNAL
BOD055,FACILITIES,10.0,0.0,9.1,0.0,LOW_SUPPORT
BOD055,NOISE,0.0,,9.1,0.0,LOW_SUPPORT
BOD055,FAMILY_KIDS,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD055,ANIMATION_ENTERTAINMENT,0.0,,9.1,100.0,LOW_SUPPORT
BOD055,MANAGEMENT,20.0,0.0,0.0,,LOW_SUPPORT
BOD055,BAR_DRINKS,20.0,50.0,0.0,,LOW_SUPPORT
BOD055,WIFI,0.0,,9.1,0.0,LOW_SUPPORT
BOD056,STAFF,35.0,7.1,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,CLEANLINESS,5.0,0.0,0.0,,LOW_SUPPORT
BOD056,FOOD,20.0,12.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,ROOM,20.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,BED_COMFORT,5.0,0.0,0.0,,LOW_SUPPORT
BOD056,BEACH_SEA,17.5,14.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,SERVICE,40.0,12.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,PRICE_VALUE,12.5,40.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,LOCATION,20.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,FACILITIES,17.5,14.3,27.3,0.0,BOTH_SOURCE_SIGNAL
BOD056,NOISE,2.5,0.0,18.2,50.0,LOW_SUPPORT
BOD056,FAMILY_KIDS,5.0,50.0,0.0,,LOW_SUPPORT
BOD056,ANIMATION_ENTERTAINMENT,2.5,0.0,0.0,,LOW_SUPPORT
BOD056,CHECKIN_CHECKOUT,7.5,33.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD056,RESERVATION,2.5,100.0,0.0,,LOW_SUPPORT
BOD056,REFUND_PAYMENT,2.5,100.0,0.0,,LOW_SUPPORT
BOD056,MANAGEMENT,5.0,50.0,0.0,,LOW_SUPPORT
BOD056,COMMUNICATION,2.5,100.0,0.0,,LOW_SUPPORT
BOD056,BAR_DRINKS,20.0,0.0,9.1,100.0,GOOGLE_ONLY_SIGNAL
BOD058,STAFF,60.0,16.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,CLEANLINESS,50.0,20.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,FOOD,70.0,14.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,ROOM,80.0,12.5,9.1,0.0,GOOGLE_ONLY_SIGNAL
BOD058,BED_COMFORT,40.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,BEACH_SEA,10.0,0.0,0.0,,LOW_SUPPORT
BOD058,POOL,70.0,14.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,SERVICE,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,PRICE_VALUE,60.0,16.7,9.1,0.0,GOOGLE_ONLY_SIGNAL
BOD058,LOCATION,20.0,0.0,0.0,,LOW_SUPPORT
BOD058,FACILITIES,10.0,100.0,9.1,0.0,LOW_SUPPORT
BOD058,NOISE,10.0,100.0,0.0,,LOW_SUPPORT
BOD058,FAMILY_KIDS,70.0,14.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,ANIMATION_ENTERTAINMENT,10.0,0.0,9.1,100.0,LOW_SUPPORT
BOD058,CHECKIN_CHECKOUT,10.0,100.0,9.1,100.0,LOW_SUPPORT
BOD058,RESERVATION,10.0,100.0,0.0,,LOW_SUPPORT
BOD058,REFUND_PAYMENT,10.0,100.0,0.0,,LOW_SUPPORT
BOD058,MANAGEMENT,40.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD058,COMMUNICATION,20.0,50.0,0.0,,LOW_SUPPORT
BOD058,BAR_DRINKS,50.0,0.0,9.1,0.0,GOOGLE_ONLY_SIGNAL
BOD058,WIFI,0.0,,18.2,0.0,LOW_SUPPORT
BOD060,STAFF,70.5,9.1,4.7,0.0,GOOGLE_ONLY_SIGNAL
BOD060,CLEANLINESS,66.7,15.4,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD060,HYGIENE,5.1,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,FOOD,65.4,3.9,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,ROOM,52.6,17.1,4.7,0.0,GOOGLE_ONLY_SIGNAL
BOD060,BED_COMFORT,19.2,13.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,BEACH_SEA,19.2,6.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,POOL,20.5,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,SERVICE,20.5,0.0,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD060,PRICE_VALUE,33.3,15.4,7.0,0.0,BOTH_SOURCE_SIGNAL
BOD060,LOCATION,29.5,4.3,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD060,FACILITIES,11.5,33.3,9.3,25.0,BOTH_SOURCE_SIGNAL
BOD060,NOISE,21.8,11.8,7.0,33.3,BOTH_SOURCE_SIGNAL
BOD060,FAMILY_KIDS,21.8,29.4,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,ANIMATION_ENTERTAINMENT,35.9,17.9,4.7,0.0,GOOGLE_ONLY_SIGNAL
BOD060,CHECKIN_CHECKOUT,9.0,42.9,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,RESERVATION,16.7,23.1,4.7,0.0,GOOGLE_ONLY_SIGNAL
BOD060,REFUND_PAYMENT,2.6,50.0,0.0,,LOW_SUPPORT
BOD060,MANAGEMENT,11.5,22.2,0.0,,GOOGLE_ONLY_SIGNAL
BOD060,COMMUNICATION,2.6,0.0,0.0,,LOW_SUPPORT
BOD060,BAR_DRINKS,33.3,11.5,23.3,10.0,BOTH_SOURCE_SIGNAL
BOD061,STAFF,56.9,13.5,53.7,9.1,BOTH_SOURCE_SIGNAL
BOD061,CLEANLINESS,52.3,11.8,39.0,12.5,BOTH_SOURCE_SIGNAL
BOD061,HYGIENE,10.8,28.6,7.3,66.7,BOTH_SOURCE_SIGNAL
BOD061,FOOD,64.6,19.0,53.7,4.5,BOTH_SOURCE_SIGNAL
BOD061,ROOM,63.1,19.5,39.0,25.0,BOTH_SOURCE_SIGNAL
BOD061,BED_COMFORT,26.2,17.6,9.8,25.0,BOTH_SOURCE_SIGNAL
BOD061,BEACH_SEA,44.6,24.1,36.6,13.3,BOTH_SOURCE_SIGNAL
BOD061,POOL,20.0,30.8,14.6,16.7,BOTH_SOURCE_SIGNAL
BOD061,SERVICE,23.1,20.0,7.3,0.0,BOTH_SOURCE_SIGNAL
BOD061,PRICE_VALUE,33.8,22.7,14.6,16.7,BOTH_SOURCE_SIGNAL
BOD061,LOCATION,38.5,12.0,22.0,11.1,BOTH_SOURCE_SIGNAL
BOD061,FACILITIES,7.7,80.0,4.9,50.0,GOOGLE_ONLY_SIGNAL
BOD061,NOISE,30.8,15.0,26.8,18.2,BOTH_SOURCE_SIGNAL
BOD061,FAMILY_KIDS,32.3,23.8,29.3,8.3,BOTH_SOURCE_SIGNAL
BOD061,ANIMATION_ENTERTAINMENT,16.9,18.2,14.6,16.7,BOTH_SOURCE_SIGNAL
BOD061,AIR_CONDITIONING,1.5,0.0,7.3,33.3,TRIP_ONLY_SIGNAL
BOD061,CHECKIN_CHECKOUT,10.8,57.1,2.4,100.0,GOOGLE_ONLY_SIGNAL
BOD061,RESERVATION,7.7,40.0,4.9,0.0,GOOGLE_ONLY_SIGNAL
BOD061,MANAGEMENT,20.0,23.1,17.1,0.0,BOTH_SOURCE_SIGNAL
BOD061,COMMUNICATION,1.5,100.0,2.4,0.0,LOW_SUPPORT
BOD061,BAR_DRINKS,33.8,18.2,26.8,9.1,BOTH_SOURCE_SIGNAL
BOD061,WIFI,1.5,0.0,4.9,0.0,LOW_SUPPORT
BOD064,STAFF,51.7,40.0,4.5,0.0,BOTH_SOURCE_SIGNAL
BOD064,CLEANLINESS,62.1,11.1,10.2,11.1,BOTH_SOURCE_SIGNAL
BOD064,HYGIENE,6.9,0.0,0.0,,LOW_SUPPORT
BOD064,FOOD,51.7,20.0,6.8,0.0,BOTH_SOURCE_SIGNAL
BOD064,ROOM,79.3,26.1,17.0,13.3,BOTH_SOURCE_SIGNAL
BOD064,BED_COMFORT,10.3,0.0,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD064,BEACH_SEA,17.2,0.0,1.1,0.0,GOOGLE_ONLY_SIGNAL
BOD064,POOL,24.1,0.0,3.4,0.0,BOTH_SOURCE_SIGNAL
BOD064,SERVICE,17.2,0.0,4.5,25.0,BOTH_SOURCE_SIGNAL
BOD064,PRICE_VALUE,37.9,18.2,3.4,0.0,BOTH_SOURCE_SIGNAL
BOD064,LOCATION,37.9,18.2,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD064,FACILITIES,31.0,11.1,21.6,0.0,BOTH_SOURCE_SIGNAL
BOD064,NOISE,31.0,11.1,4.5,0.0,BOTH_SOURCE_SIGNAL
BOD064,FAMILY_KIDS,20.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD064,ANIMATION_ENTERTAINMENT,0.0,,1.1,0.0,LOW_SUPPORT
BOD064,AIR_CONDITIONING,6.9,0.0,1.1,0.0,LOW_SUPPORT
BOD064,CHECKIN_CHECKOUT,6.9,50.0,2.3,0.0,LOW_SUPPORT
BOD064,RESERVATION,10.3,33.3,4.5,50.0,BOTH_SOURCE_SIGNAL
BOD064,REFUND_PAYMENT,3.4,0.0,1.1,0.0,LOW_SUPPORT
BOD064,TRANSPORT_TRANSFER,3.4,0.0,1.1,0.0,LOW_SUPPORT
BOD064,MANAGEMENT,13.8,25.0,1.1,0.0,GOOGLE_ONLY_SIGNAL
BOD064,COMMUNICATION,6.9,50.0,1.1,100.0,LOW_SUPPORT
BOD064,BAR_DRINKS,20.7,0.0,3.4,33.3,BOTH_SOURCE_SIGNAL
BOD064,WIFI,3.4,0.0,2.3,0.0,LOW_SUPPORT
BOD065,STAFF,76.2,6.2,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,CLEANLINESS,47.6,10.0,1.6,0.0,GOOGLE_ONLY_SIGNAL
BOD065,HYGIENE,23.8,20.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,FOOD,85.7,5.6,1.6,0.0,GOOGLE_ONLY_SIGNAL
BOD065,ROOM,76.2,6.2,1.6,0.0,GOOGLE_ONLY_SIGNAL
BOD065,BED_COMFORT,33.3,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,BEACH_SEA,76.2,6.2,1.6,0.0,GOOGLE_ONLY_SIGNAL
BOD065,POOL,23.8,20.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,SERVICE,61.9,7.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,PRICE_VALUE,52.4,9.1,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,LOCATION,52.4,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,FACILITIES,47.6,0.0,11.1,0.0,BOTH_SOURCE_SIGNAL
BOD065,NOISE,61.9,7.7,7.9,0.0,BOTH_SOURCE_SIGNAL
BOD065,FAMILY_KIDS,52.4,9.1,0.0,,GOOGLE_ONLY_SIGNAL
BOD065,ANIMATION_ENTERTAINMENT,23.8,0.0,3.2,0.0,GOOGLE_ONLY_SIGNAL
BOD065,CHECKIN_CHECKOUT,28.6,0.0,1.6,0.0,GOOGLE_ONLY_SIGNAL
BOD065,RESERVATION,19.0,25.0,3.2,0.0,GOOGLE_ONLY_SIGNAL
BOD065,REFUND_PAYMENT,4.8,0.0,0.0,,LOW_SUPPORT
BOD065,MANAGEMENT,9.5,0.0,0.0,,LOW_SUPPORT
BOD065,COMMUNICATION,4.8,0.0,0.0,,LOW_SUPPORT
BOD065,BAR_DRINKS,71.4,6.7,6.3,0.0,BOTH_SOURCE_SIGNAL
BOD066,STAFF,80.0,12.5,28.4,19.0,BOTH_SOURCE_SIGNAL
BOD066,CLEANLINESS,30.0,0.0,25.7,31.6,BOTH_SOURCE_SIGNAL
BOD066,HYGIENE,10.0,0.0,6.8,40.0,TRIP_ONLY_SIGNAL
BOD066,FOOD,80.0,12.5,33.8,16.0,BOTH_SOURCE_SIGNAL
BOD066,ROOM,80.0,12.5,31.1,30.4,BOTH_SOURCE_SIGNAL
BOD066,BED_COMFORT,20.0,0.0,6.8,20.0,TRIP_ONLY_SIGNAL
BOD066,BEACH_SEA,60.0,16.7,16.2,16.7,BOTH_SOURCE_SIGNAL
BOD066,POOL,40.0,0.0,8.1,33.3,BOTH_SOURCE_SIGNAL
BOD066,SERVICE,40.0,25.0,8.1,33.3,BOTH_SOURCE_SIGNAL
BOD066,PRICE_VALUE,50.0,20.0,13.5,10.0,BOTH_SOURCE_SIGNAL
BOD066,LOCATION,40.0,25.0,14.9,18.2,BOTH_SOURCE_SIGNAL
BOD066,FACILITIES,20.0,0.0,9.5,28.6,TRIP_ONLY_SIGNAL
BOD066,NOISE,50.0,20.0,9.5,14.3,BOTH_SOURCE_SIGNAL
BOD066,FAMILY_KIDS,30.0,0.0,9.5,28.6,BOTH_SOURCE_SIGNAL
BOD066,ANIMATION_ENTERTAINMENT,60.0,16.7,8.1,50.0,BOTH_SOURCE_SIGNAL
BOD066,AIR_CONDITIONING,20.0,0.0,1.4,0.0,LOW_SUPPORT
BOD066,CHECKIN_CHECKOUT,10.0,0.0,2.7,0.0,LOW_SUPPORT
BOD066,RESERVATION,30.0,33.3,4.1,66.7,BOTH_SOURCE_SIGNAL
BOD066,REFUND_PAYMENT,10.0,100.0,1.4,0.0,LOW_SUPPORT
BOD066,MANAGEMENT,20.0,50.0,4.1,0.0,TRIP_ONLY_SIGNAL
BOD066,COMMUNICATION,0.0,,1.4,0.0,LOW_SUPPORT
BOD066,BAR_DRINKS,60.0,0.0,23.0,29.4,BOTH_SOURCE_SIGNAL
BOD066,WIFI,0.0,,2.7,50.0,LOW_SUPPORT
BOD068,STAFF,90.0,22.2,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,CLEANLINESS,90.0,22.2,2.2,0.0,GOOGLE_ONLY_SIGNAL
BOD068,HYGIENE,20.0,0.0,0.0,,LOW_SUPPORT
BOD068,FOOD,90.0,22.2,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,ROOM,90.0,22.2,4.4,0.0,GOOGLE_ONLY_SIGNAL
BOD068,BED_COMFORT,40.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,BEACH_SEA,80.0,12.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,POOL,80.0,12.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,SERVICE,70.0,14.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,PRICE_VALUE,40.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,LOCATION,60.0,16.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,FACILITIES,70.0,28.6,8.9,25.0,BOTH_SOURCE_SIGNAL
BOD068,NOISE,70.0,14.3,2.2,0.0,GOOGLE_ONLY_SIGNAL
BOD068,FAMILY_KIDS,20.0,0.0,0.0,,LOW_SUPPORT
BOD068,ANIMATION_ENTERTAINMENT,60.0,16.7,2.2,0.0,GOOGLE_ONLY_SIGNAL
BOD068,CHECKIN_CHECKOUT,50.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD068,RESERVATION,10.0,0.0,4.4,50.0,LOW_SUPPORT
BOD068,REFUND_PAYMENT,10.0,0.0,0.0,,LOW_SUPPORT
BOD068,MANAGEMENT,20.0,0.0,0.0,,LOW_SUPPORT
BOD068,BAR_DRINKS,100.0,20.0,4.4,0.0,GOOGLE_ONLY_SIGNAL
BOD071,STAFF,76.0,26.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,CLEANLINESS,48.0,41.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,FOOD,44.0,27.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,ROOM,68.0,35.3,8.3,100.0,GOOGLE_ONLY_SIGNAL
BOD071,BED_COMFORT,16.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,BEACH_SEA,32.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,POOL,24.0,33.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,SERVICE,20.0,60.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,PRICE_VALUE,24.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,LOCATION,32.0,12.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,FACILITIES,0.0,,16.7,0.0,LOW_SUPPORT
BOD071,NOISE,24.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,FAMILY_KIDS,8.0,0.0,0.0,,LOW_SUPPORT
BOD071,ANIMATION_ENTERTAINMENT,0.0,,16.7,0.0,LOW_SUPPORT
BOD071,CHECKIN_CHECKOUT,12.0,33.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,RESERVATION,16.0,50.0,16.7,50.0,GOOGLE_ONLY_SIGNAL
BOD071,REFUND_PAYMENT,8.0,0.0,0.0,,LOW_SUPPORT
BOD071,TRANSPORT_TRANSFER,4.0,0.0,0.0,,LOW_SUPPORT
BOD071,MANAGEMENT,16.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,COMMUNICATION,12.0,66.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD071,BAR_DRINKS,24.0,33.3,50.0,33.3,BOTH_SOURCE_SIGNAL
BOD073,STAFF,42.3,18.2,0.0,,GOOGLE_ONLY_SIGNAL
BOD073,CLEANLINESS,38.5,0.0,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD073,FOOD,61.5,12.5,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD073,ROOM,42.3,0.0,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD073,BED_COMFORT,7.7,0.0,0.0,,LOW_SUPPORT
BOD073,BEACH_SEA,46.2,16.7,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD073,SERVICE,19.2,20.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD073,PRICE_VALUE,46.2,16.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD073,LOCATION,30.8,0.0,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD073,FACILITIES,15.4,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD073,NOISE,7.7,50.0,10.0,0.0,LOW_SUPPORT
BOD073,FAMILY_KIDS,15.4,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD073,ANIMATION_ENTERTAINMENT,3.8,0.0,10.0,0.0,LOW_SUPPORT
BOD073,CHECKIN_CHECKOUT,0.0,,20.0,0.0,LOW_SUPPORT
