hotel_id,hotel_name,platform,v1_status,v2_status,change_type
BOD120,Celeste Bella Luxury Hotel & Spa,trip,null,verified_direct,NEW_VERIFIED
BOD121,Eskiyalı Otel,trip,null,verified_direct,NEW_VERIFIED
BOD122,Florida Otel,trip,null,verified_direct,NEW_VERIFIED
BOD123,Hotel Marma Beach,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD124,Irmak Boutique Hotel,trip,null,verified_direct,NEW_VERIFIED
BOD125,Kefi Beach Bodrum,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD126,Khai Hotel Bodrum,trip,null,verified_direct,NEW_VERIFIED
BOD127,Kriss Hotel,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD128,Lugga Boutique Hotel & Beach,trip,null,verified_direct,NEW_VERIFIED
BOD129,Meggs Bodrum,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD130,Petunya Beach Resort,trip,null,verified_direct,NEW_VERIFIED
BOD131,Regia Mare Beach Hotel Bodrum,trip,null,verified_direct,NEW_VERIFIED
BOD132,Viras Hotel & Beach,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD133,Yahşi Beach Hotel & Restaurant,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD134,Yakamoz Otel,trip,null,verified_direct,NEW_VERIFIED
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD136,Zest Exclusive Hotel and Spa,trip,null,verified_direct,NEW_VERIFIED
BOD137,Armagan Apart Hotel,trip,null,ERROR,STILL_NOT_FOUND
BOD138,Bodrum Blue Bay Otel,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD139,Casa Dell'arte Otel,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,trip,null,verified_direct,NEW_VERIFIED
BOD141,DUJA BODRUM,trip,null,verified_direct,NEW_VERIFIED
BOD142,Hotel Torbahan,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD143,Hotel Zeytinada,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD144,Mira Suites,trip,null,verified_direct,NEW_VERIFIED
BOD145,Moyo Luxury Hotel & Beach,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD146,Olivia Hotel,trip,null,review_required,REVIEW_REQUIRED
BOD147,Omar Hotel & Suites,trip,null,verified_direct,NEW_VERIFIED
BOD148,Rixos Premium Bodrum,trip,null,ERROR,STILL_NOT_FOUND
BOD149,Roota Bodrum,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD150,Samara Hotel,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD151,Sarpedor Boutique Hotel & SPA,trip,null,verified_direct,NEW_VERIFIED
BOD152,"Susona Bodrum, LXR Hotels & Resorts",trip,null,verified_direct,NEW_VERIFIED
BOD153,The Oba Hotel,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD154,Toka Bodrum Hotel & Beach Club,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD156,Voyage Torba,trip,null,review_required,REVIEW_REQUIRED
BOD157,Voyage Torba Private,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD158,Arin Resort Bodrum,trip,null,verified_direct,NEW_VERIFIED
BOD159,Bodrum Ada Otel Turgutreis,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD160,La Blanche Resort Bodrum,trip,null,review_required,REVIEW_REQUIRED
BOD161,MyElla Hotel Resort & Spa,trip,null,review_required,REVIEW_REQUIRED
BOD162,Rammos Managed by Dedeman,trip,null,verified_direct,NEW_VERIFIED
BOD163,Sundance Resort,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD164,Swissôtel Resort Bodrum Sahili,trip,null,review_required,REVIEW_REQUIRED
BOD165,Caja by Maxx Royal,trip,null,verified_direct,NEW_VERIFIED
BOD166,Divan Bodrum,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD167,Elista Hotel & Spa,trip,null,verified_direct,NEW_VERIFIED
BOD168,Kuum Hotel & SPA Bodrum,trip,null,review_required,REVIEW_REQUIRED
BOD169,MACAKIZI BODRUM,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD170,No:81 Hotel,trip,null,verified_direct,NEW_VERIFIED
BOD171,4 reasons Hotel Yalikavak,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD172,Ailla Yalıkavak,trip,null,verified_direct,NEW_VERIFIED
BOD173,Allium Bodrum Resort & Spa,trip,null,verified_direct,NEW_VERIFIED
BOD174,Arts Hotel Bodrum Yalıkavak,trip,null,verified_direct,NEW_VERIFIED
BOD175,Avantgarde Refined Hotel | Yalıkavak,trip,null,verified_direct,NEW_VERIFIED
BOD176,Blue Point Yalikavak,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD177,Delta Hotels By Marriott Bodrum,trip,null,verified_direct,NEW_VERIFIED
BOD178,Highlight Hotel Yalıkavak,trip,null,review_required,REVIEW_REQUIRED
BOD179,Lizbonia Otel Yalikavak,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD180,MGallery The Bodrum Hotel Yalıkavak,trip,null,verified_direct,NEW_VERIFIED
BOD181,Palmalife Bodrum Resort & Spa,trip,null,verified_direct,NEW_VERIFIED
BOD182,Root Redrock Villas Yalıkavak - Bodrum,trip,null,review_required,REVIEW_REQUIRED
BOD183,Ruins Luxury Resort,trip,null,verified_direct,NEW_VERIFIED
BOD184,Sea Palm Otel -YALIKAVAK,trip,null,verified_direct,NEW_VERIFIED
BOD185,Sezz Hotels Spa Wellness Yalıkavak,trip,null,review_required,REVIEW_REQUIRED
BOD186,Sirene Luxury Hotel Bodrum,trip,null,verified_direct,NEW_VERIFIED
BOD187,Spektr Boutique Hotel Yalikavak,trip,null,verified_direct,NEW_VERIFIED
BOD188,Tangiers Hotel Yalıkavak,trip,null,NOT_FOUND,STILL_NOT_FOUND
BOD189,The Bodrum EDITION,trip,null,verified_direct,NEW_VERIFIED
BOD190,The Sign Highlight Hotel,trip,null,verified_direct,NEW_VERIFIED
BOD191,Yalıkavak Marina Hotel by METT Collection,trip,null,verified_direct,NEW_VERIFIED
BOD192,Yalıpark Beach Hotel,trip,MISSING_LINK_RECORD,verified_direct,NEW_VERIFIED
