hotel_id,hotel_name,area,platform,source_url,detected_name,status,rows_added,started_at,finished_at,last_error
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity/ChkI0Y20zKuUsdcQGg0vZy8xMXEycDg1OXQ1EAE?q=MGallery%20The%20Bodrum%20Hotel%20Yal%C4%B1kavak%20Yal%C4%B1kavak%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwji8viMob6WAxURd0ECHczVJfEQvukIegQIAxAC,MGallery The Bodrum Hotel Yalıkavak,COMPLETED,10,2026-08-26T14:01:32Z,2026-08-26T14:01:32Z,
BOD189,The Bodrum EDITION,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity/ChoIoYqzieyFytDiARoNL2cvMTFmNTRzNl9fcRAB?q=The%20Bodrum%20EDITION%20Yal%C4%B1kavak%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjGmJDYob6WAxXibEECHY0vKLwQvukIegQIAxAC,The Bodrum EDITION,COMPLETED,20,2026-08-26T14:02:12Z,2026-08-26T14:02:12Z,
BOD190,The Sign Highlight Hotel,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity/ChkI-ZT7oNbT99w4Gg0vZy8xMXprdmpwOHMyEAE?q=The%20Sign%20Highlight%20Hotel%20Yal%C4%B1kavak%20Bodrum&ved=2ahUKEwjPnLDfob6WAxU_hnwGHRgHJykQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,The Sign Highlight Hotel,COMPLETED,20,2026-08-26T14:02:44Z,2026-08-26T14:02:44Z,
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity?q=Yal%C4%B1kavak%20Marina%20Hotel%20by%20METT%20Collection%20Yal%C4%B1kavak%20Bodrum&ved=2ahUKEwiz29Xqob6WAxU_BQYAHTAHGygQvukIegUIAxDfAw&ts=CAEaWwo9EjsKDS9nLzExdjBfdzlxYl86KllhbMSxa2F2YWsgTWFyaW5hIEhvdGVsIEJ5IE1ldHQgQ29sbGVjdGlvbhIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Yalıkavak Marina Hotel By Mett Collection · 354 sonuç,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:03:16Z,2026-08-26T14:03:16Z,
BOD001,Aksoy Taş Ev,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkIxM3gn6-Mx41DGg0vZy8xMXJuYl92MnZnEAE?q=Aksoy%20Ta%C5%9F%20Ev%20Akyarlar%20Bodrum&ved=2ahUKEwitl7jilb6WAxVUBgYAHS1tBGUQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggAKgIKAA,Aksoy Taş Ev,COMPLETED,8,2026-08-26T14:06:02Z,2026-08-26T14:06:02Z,
BOD002,Armonia Holiday Village & Spa,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChcIib6os8m5kedkGgsvZy8xdGdkd24xZBAB?q=Armonia%20Holiday%20Village%20%26%20Spa%20Akyarlar%20Bodrum&ved=2ahUKEwjt_JDplb6WAxV9QEECHTAXHqwQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Armonia Holiday Village & Spa,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:06:48Z,2026-08-26T14:06:48Z,
BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkI_fH789a1ipI4Gg0vZy8xMXR4bDRma2tiEAE?q=ASPAT%20HOTEL%20BODRUM%20Beach%20Restaurant%20Akyarlar%20Bodrum&ved=2ahUKEwiuiazwlb6WAxXsakECHVPSOXkQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,ASPAT HOTEL BODRUM Beach Restaurant,COMPLETED,10,2026-08-26T14:07:29Z,2026-08-26T14:07:29Z,
BOD004,Bendis Beach Hotel,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChcI-p_dtL_R4bl3GgsvZy8xdGZyN2htMhAB?q=Bendis%20Beach%20Hotel%20Akyarlar%20Bodrum&ved=2ahUKEwjT-_z2lb6WAxXtZkECHZ0_DHgQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Bendis Beach Hotel,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:08:24Z,2026-08-26T14:08:24Z,
BOD005,ByAkkan,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoI1N7IttjHkMeqARoNL2cvMTF0MzM5a3h4aBAB?q=ByAkkan%20Akyarlar%20Bodrum&ved=2ahUKEwjIr8_9lb6WAxVyIwYAHWzxDSAQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,ByAkkan,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:09:05Z,2026-08-26T14:09:05Z,
BOD006,Club Marma Hotel,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkIj8qbsqi-7bAUGg0vZy8xMXEyeWtoNF8yEAE?q=Club%20Marma%20Hotel%20Akyarlar%20Bodrum&ved=2ahUKEwj_yYuElr6WAxVRe0ECHVDNCIwQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Club Marma Hotel,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:09:37Z,2026-08-26T14:09:37Z,
BOD007,Kefaluka Resort,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,Kefaluka Resort,COMPLETED,10,2026-08-26T14:10:16Z,2026-08-26T14:10:16Z,
BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,LA BREZZA SUITE &HOTEL,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:12:21Z,2026-08-26T14:12:21Z,
BOD010,Mare Garden Hotel,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoI46nXrt78--3mARoNL2cvMTFqOTJjZHdqZxAB?q=Mare%20Garden%20Hotel%20Akyarlar%20Bodrum&ved=2ahUKEwic3diRlr6WAxVjg3wGHQE6LnYQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Mare Garden Hotel,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:13:08Z,2026-08-26T14:13:08Z,
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoI2P6A2dPx45zGARoNL2cvMTFwYzRzdmNoORAB?q=Radisson%20Collection%20Hotel%2C%20Bodrum%20Akyarlar%20Bodrum&ved=2ahUKEwjszO-Xlr6WAxXABQYAHdCYLG8QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,"Radisson Collection Hotel, Bodrum",VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:13:46Z,2026-08-26T14:13:46Z,
BOD012,Selectum Collection Bodrum,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChgI-abrn5G19OiAARoLL2cvMXRzcjVkZG4QAQ,Selectum Collection Bodrum,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:14:22Z,2026-08-26T14:14:22Z,
BOD013,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkI89S85_60gP2gARoML2cvMXE2anpicjRqEAE,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",COMPLETED,22,2026-08-26T14:15:01Z,2026-08-26T14:15:01Z,
BOD014,Suum Bodrum Hotel & Beach,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkI-e2c7Lvi3so-Gg0vZy8xMXZscmIxNWZwEAE?q=Suum%20Bodrum%20Hotel%20%26%20Beach%20Akyarlar%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjDy8-elr6WAxWJOQYAHSpSBBkQvukIegQIAxAC,Suum Bodrum Hotel & Beach,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:16:45Z,2026-08-26T14:16:45Z,
BOD016,Xanadu Island,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChcIgv_kqOT446h4GgsvZy8xdGZsdjYzORAB?q=Xanadu%20Island%20Akyarlar%20Bodrum&ved=2ahUKEwjM05Gulr6WAxWJOQYAHSpSBBkQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Xanadu Island,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:17:28Z,2026-08-26T14:17:28Z,
BOD020,Bitez Risa Hotel,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChgIqLSo4o_E9rtUGgwvZy8xMXkwbmxzajUQAQ?q=Bitez%20Risa%20Hotel%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiFk4DQlr6WAxVRe0ECHVDNCIwQvukIegQIAxAC,Bitez Risa Hotel,COMPLETED,30,2026-08-26T14:18:08Z,2026-08-26T14:18:08Z,
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,google_travel,https://www.google.com/travel/hotels/entity?q=Caresse%2C%20a%20Luxury%20Collection%20Resort%20%26%20Spa%2C%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwini8XWlr6WAxUWfUECHUCNEIAQvukIegUIAxDSAw&ts=CAEaNwoZEhcKDS9nLzExYnZfZGtzcHE6BkJvZHJ1bRIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,"Caresse, A Luxury Collection Resort & Spa, Bodrum · 194 sonuç",VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:19:20Z,2026-08-26T14:19:20Z,
BOD024,HAKAN OTEL,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcI4LLmvM7ss58xGgsvZy8xdGQ0NHA1NxAB?q=HAKAN%20OTEL%20Bitez%20Bodrum&ved=2ahUKEwjH76Pvlr6WAxXEUEECHRaaAcIQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,HAKAN OTEL,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:20:01Z,2026-08-26T14:20:01Z,
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChkI6pWuqJPY-ZwEGg0vZy8xMXlnXzFkejZ5EAE?q=Halikarya%20Hotel%20%26%20Restaurant%20Beach%20Bitez%20Bodrum&ved=2ahUKEwiRzOv1lr6WAxXLdkECHR00OEEQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Halikarya Hotel & Restaurant Beach,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:20:36Z,2026-08-26T14:20:36Z,
BOD026,Manuela Otel Bitez,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcI-qjp_pHNlqM9GgsvZy8xdGR2OF8zcRAB?q=Manuela%20Otel%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwiqx4L_lr6WAxU2fUECHaUZLGAQvukIegQIAxAC&ap=KigKEgl4sK3fJoNCQBFTmHQQXmE7QBISCWCjDhXSg0JAEVOYdISOYjtA,Manuela Otel Bitez,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:21:12Z,2026-08-26T14:21:12Z,
BOD030,Natur Garden Hotel Bitez Bodrum,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChgI_YuOi7bAtqT2ARoLL2cvMXRkdDNmeWgQAQ?q=Natur%20Garden%20Hotel%20Bitez%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwicu8-hl76WAxUZlnwGHTIDEYQQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Natur Garden Hotel Bitez Bodrum,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:21:47Z,2026-08-26T14:21:47Z,
BOD031,Okaliptus Otel,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcImKD7qd_k4OsZGgsvZy8xdHA2OHFfNhAB?q=Okaliptus%20Otel%20Bitez%20Bodrum&ved=2ahUKEwikzJWol76WAxWoAwYAHfHqA1MQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Okaliptus Otel,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:22:27Z,2026-08-26T14:22:27Z,
BOD032,Paloma Family Club Bitez,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChgIpr3nq9uz05WXARoLL2cvMXRuZGdtajEQAQ?q=Paloma%20Family%20Club%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi03pKvl76WAxWqj3wGHX_GF08QvukIegQIAxAC,Paloma Family Club Bitez,COMPLETED,40,2026-08-26T14:23:06Z,2026-08-26T14:23:06Z,
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcI_6azjs-vhudnGgsvZy8xdnBnajBfeRAB?q=Ramada%20Resort%20by%20Wyndham%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwjp_9K1l76WAxXmZkECHYt_Ff8QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Ramada Resort by Wyndham Bodrum,COMPLETED,19,2026-08-26T14:24:33Z,2026-08-26T14:24:33Z,
BOD034,Çınar Butik Otel Bodrum,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChkIkpWL3r_aqPFYGg0vZy8xMXBrbHRreHgxEAE?q=%C3%87%C4%B1nar%20Butik%20Otel%20Bodrum%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwigxKu8l76WAxUrBQYAHeURI20QvukIegQIAxAC,Çınar Butik Otel Bodrum,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:25:41Z,2026-08-26T14:25:41Z,
BOD036,Bodrium Hotel & SPA,Bodrum Merkez,google_travel,https://www.google.com/travel/hotels/entity/ChcIoPuags-X5e91GgsvZy8xdGQxMDhibhAB,Bodrium Hotel & SPA,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:26:23Z,2026-08-26T14:26:23Z,
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google_travel,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,METT Hotel & Beach Resort Bodrum,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:27:01Z,2026-08-26T14:27:01Z,
BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,Salmakis Resort & Spa,COMPLETED,24,2026-08-26T14:29:11Z,2026-08-26T14:29:11Z,
BOD048,Babana Hotel,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgIgNK0_4KY6YacARoLL2cvMXZsMGJua18QAQ?q=Babana%20Hotel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwjQpLjlmL6WAxUyNAYAHVnoHX4QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Babana Hotel,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:30:31Z,2026-08-26T14:30:31Z,
BOD049,Casa Del Mar Bodrum,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChkIiayplb67m6cGGg0vZy8xMWo3eV9jOTZkEAE?q=Casa%20Del%20Mar%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjok57umL6WAxW6OwYAHaONGRIQvukIegQIAxAC,Casa Del Mar Bodrum,COMPLETED,6,2026-08-26T14:31:08Z,2026-08-26T14:31:08Z,
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,Faros Bodrum Hotel Göltürkbükü,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:32:02Z,2026-08-26T14:32:02Z,
BOD052,Flamm Bodrum,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgInJybosXOnaMNGgwvZy8xMWdfYjNyOGgQAQ?q=Flamm%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjqms2Mmb6WAxWqj3wGHX_GF08QvukIegQIAxAC,Flamm Bodrum,COMPLETED,49,2026-08-26T14:33:34Z,2026-08-26T14:33:34Z,
BOD054,Lavinya Maison,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChkIkdO_vraRyObAARoML2cvMTEzZnYybXpoEAE?q=Lavinya%20Maison%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwj73Micmb6WAxWLPQYAHU6NKEoQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Lavinya Maison,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:35:36Z,2026-08-26T14:35:36Z,
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/CgsIzujNwKKw17XYARAB,Lavinya Otel Göltürkbükü,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:36:15Z,2026-08-26T14:36:15Z,
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgI0ZWL5OHIovcnGgwvZy8xcTY3cF82NzgQAQ,"Mandarin Oriental, Bodrum",VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:36:48Z,2026-08-26T14:36:48Z,
BOD057,Selvi Bodrum,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgIwemp-sDO7cQMGgwvZy8xMnE0dGc5X3oQAQ?q=Selvi%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwiXs62jmb6WAxVkZUECHQD6KnsQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Selvi Bodrum,COMPLETED,60,2026-08-26T14:38:37Z,2026-08-26T14:38:37Z,
BOD058,Bodrum Beach Resort,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgI6eX_zO-jka-3ARoLL2cvMXRqNXN5OGwQAQ,Bodrum Beach Resort.,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:41:49Z,2026-08-26T14:41:49Z,
BOD059,Bodrum Hotel Baba,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/CgoIp_uGjqeilrEjEAE,HOTEL BABA,WRONG_ENTITY,0,2026-08-26T14:42:26Z,2026-08-26T14:42:26Z,
BOD060,Club Shark Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgImcHF4_qzsKm5ARoLL2cvMXRkamxta2sQAQ?q=Club%20Shark%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwih6eCqmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,Club Shark Hotel,COMPLETED,58,2026-08-26T14:42:35Z,2026-08-26T14:42:35Z,
BOD061,Gümbet Anıl Beach,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgI-8jIhJzX8relARoLL2cvMXRmZjBiXzYQAQ?q=G%C3%BCmbet%20An%C4%B1l%20Beach%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjnj7uxmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Gümbet Anıl Beach,COMPLETED,45,2026-08-26T14:44:14Z,2026-08-26T14:44:14Z,
BOD063,Jasmin Beach Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgIm7Skp6jayo0JGgwvZy8xaGRfZDR0MTkQAQ?q=Jasmin%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjUhqm_mb6WAxVRe0ECHVDNCIwQvukIegQIAxAC,Jasmin Beach Hotel,COMPLETED,10,2026-08-26T14:45:46Z,2026-08-26T14:45:46Z,
BOD064,Jasmin Elite Residence & Spa,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgIgZSIp_O8x3MaDS9nLzExZnh3c3pqeDAQAQ?q=Jasmin%20Elite%20Residence%20%26%20Spa%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwj5kpLGmb6WAxVkZUECHQD6KnsQvukIegQIAxAC,Jasmin Elite Residence & Spa,COMPLETED,9,2026-08-26T14:46:51Z,2026-08-26T14:46:51Z,
BOD065,Mirada Exclusive Bodrum,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,Mirada Exclusive Bodrum,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:47:41Z,2026-08-26T14:47:41Z,
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,Royal Asarlik Beach Hotel & Spa,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:50:02Z,2026-08-26T14:50:02Z,
BOD067,Sami Beach Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChkIx5-i2Nn1nZSQARoML2cvMTEzZHFwbTdwEAE?q=Sami%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwjkiN_Mmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,Sami Beach Hotel,COMPLETED,39,2026-08-26T14:50:43Z,2026-08-26T14:50:43Z,
BOD068,Selectum Colours Bodrum,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChkIiavW48r20LIjGg0vZy8xMWZuNjFqcXI4EAE?q=Selectum%20Colours%20Bodrum%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjvuN3Tmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Selectum Colours Bodrum,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:51:58Z,2026-08-26T14:51:58Z,
BOD070,The Luvi Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,The Luvi Hotel,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:52:39Z,2026-08-26T14:52:39Z,
BOD071,Tropicana Beach Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgIt8eM1NGWrOeJARoLL2cvMXRkcmhrdGsQAQ?q=Tropicana%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwizr9_jmb6WAxVoh3wGHUiKCLMQvukIegQIAxAC,Tropicana Beach Hotel,COMPLETED,5,2026-08-26T14:53:41Z,2026-08-26T14:53:41Z,
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChkItPHf3uPq-rBzGg0vZy8xMWI2ZHFiNmw5EAE?q=Arriba%20Apartment%20%26%20Restaurant%20%26%20Bungalows%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiDiJ_ymb6WAxUAWEECHaQdIG8QvukIegQIAxAC,Arriba Apartment & Restaurant & Bungalows,COMPLETED,6,2026-08-26T14:54:26Z,2026-08-26T14:54:26Z,
BOD074,Begonvil Gümüşlük,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChoIy9G07sGTgtCOARoNL2cvMTF2NDhubGtkORAB?q=Begonvil%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi_uPL6mb6WAxXEIQYAHYN4OBMQvukIegQIAxAC,Begonvil Gümüşlük,COMPLETED,8,2026-08-26T14:55:08Z,2026-08-26T14:55:08Z,
BOD077,Ladonia Hotels Zemda,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChgI74a6--jat-CbARoLL2cvMXRkajFqa3EQAQ?q=Ladonia%20Hotels%20Zemda%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiI5bOXmr6WAxU2fUECHaUZLGAQvukIegQIAxAC,Ladonia Hotels Zemda,VALID_ENTITY_NO_REVIEWS,0,2026-08-26T14:56:11Z,2026-08-26T14:56:11Z,
