hotel_id,aspect,mention_count,mention_rate_pct,support_n
BOD058,BAR_DRINKS,5,50.0,10
BOD060,STAFF,54,70.1,77
BOD060,CLEANLINESS,51,66.2,77
BOD060,HYGIENE,4,5.2,77
BOD060,FOOD,50,64.9,77
BOD060,ROOM,41,53.2,77
BOD060,BED_COMFORT,15,19.5,77
BOD060,BEACH_SEA,15,19.5,77
BOD060,POOL,16,20.8,77
BOD060,SERVICE,16,20.8,77
BOD060,PRICE_VALUE,26,33.8,77
BOD060,LOCATION,23,29.9,77
BOD060,FACILITIES,9,11.7,77
BOD060,NOISE,17,22.1,77
BOD060,FAMILY_KIDS,16,20.8,77
BOD060,ANIMATION_ENTERTAINMENT,28,36.4,77
BOD060,CHECKIN_CHECKOUT,7,9.1,77
BOD060,RESERVATION,13,16.9,77
BOD060,REFUND_PAYMENT,2,2.6,77
BOD060,MANAGEMENT,9,11.7,77
BOD060,COMMUNICATION,2,2.6,77
BOD060,BAR_DRINKS,25,32.5,77
BOD061,STAFF,37,56.9,65
BOD061,CLEANLINESS,34,52.3,65
BOD061,HYGIENE,7,10.8,65
BOD061,FOOD,42,64.6,65
BOD061,ROOM,41,63.1,65
BOD061,BED_COMFORT,17,26.2,65
BOD061,BEACH_SEA,29,44.6,65
BOD061,POOL,13,20.0,65
BOD061,SERVICE,15,23.1,65
BOD061,PRICE_VALUE,22,33.8,65
BOD061,LOCATION,25,38.5,65
BOD061,FACILITIES,5,7.7,65
BOD061,NOISE,20,30.8,65
BOD061,FAMILY_KIDS,21,32.3,65
BOD061,ANIMATION_ENTERTAINMENT,11,16.9,65
BOD061,AIR_CONDITIONING,1,1.5,65
BOD061,CHECKIN_CHECKOUT,7,10.8,65
BOD061,RESERVATION,5,7.7,65
BOD061,MANAGEMENT,13,20.0,65
BOD061,COMMUNICATION,1,1.5,65
BOD061,BAR_DRINKS,22,33.8,65
BOD061,WIFI,1,1.5,65
BOD063,STAFF,23,76.7,30
BOD063,CLEANLINESS,24,80.0,30
BOD063,HYGIENE,4,13.3,30
BOD063,FOOD,28,93.3,30
BOD063,ROOM,24,80.0,30
BOD063,BED_COMFORT,6,20.0,30
BOD063,BEACH_SEA,10,33.3,30
BOD063,POOL,14,46.7,30
BOD063,SERVICE,13,43.3,30
BOD063,PRICE_VALUE,13,43.3,30
BOD063,LOCATION,10,33.3,30
BOD063,FACILITIES,10,33.3,30
BOD063,NOISE,12,40.0,30
BOD063,FAMILY_KIDS,11,36.7,30
BOD063,ANIMATION_ENTERTAINMENT,13,43.3,30
BOD063,AIR_CONDITIONING,2,6.7,30
BOD063,CHECKIN_CHECKOUT,8,26.7,30
BOD063,RESERVATION,4,13.3,30
BOD063,REFUND_PAYMENT,2,6.7,30
BOD063,MANAGEMENT,2,6.7,30
BOD063,COMMUNICATION,3,10.0,30
BOD063,BAR_DRINKS,16,53.3,30
BOD063,WIFI,1,3.3,30
BOD064,STAFF,15,51.7,29
BOD064,CLEANLINESS,18,62.1,29
BOD064,HYGIENE,2,6.9,29
BOD064,FOOD,15,51.7,29
BOD064,ROOM,23,79.3,29
BOD064,BED_COMFORT,3,10.3,29
BOD064,BEACH_SEA,5,17.2,29
BOD064,POOL,7,24.1,29
BOD064,SERVICE,5,17.2,29
BOD064,PRICE_VALUE,11,37.9,29
BOD064,LOCATION,11,37.9,29
BOD064,FACILITIES,9,31.0,29
BOD064,NOISE,9,31.0,29
BOD064,FAMILY_KIDS,6,20.7,29
BOD064,AIR_CONDITIONING,2,6.9,29
BOD064,CHECKIN_CHECKOUT,2,6.9,29
BOD064,RESERVATION,3,10.3,29
BOD064,REFUND_PAYMENT,1,3.4,29
BOD064,TRANSPORT_TRANSFER,1,3.4,29
BOD064,MANAGEMENT,4,13.8,29
BOD064,COMMUNICATION,2,6.9,29
BOD064,BAR_DRINKS,6,20.7,29
BOD064,WIFI,1,3.4,29
BOD065,STAFF,16,80.0,20
BOD065,CLEANLINESS,9,45.0,20
BOD065,HYGIENE,5,25.0,20
BOD065,FOOD,17,85.0,20
BOD065,ROOM,15,75.0,20
BOD065,BED_COMFORT,7,35.0,20
BOD065,BEACH_SEA,16,80.0,20
BOD065,POOL,5,25.0,20
BOD065,SERVICE,12,60.0,20
BOD065,PRICE_VALUE,11,55.0,20
BOD065,LOCATION,11,55.0,20
BOD065,FACILITIES,10,50.0,20
BOD065,NOISE,12,60.0,20
BOD065,FAMILY_KIDS,10,50.0,20
BOD065,ANIMATION_ENTERTAINMENT,4,20.0,20
BOD065,CHECKIN_CHECKOUT,6,30.0,20
BOD065,RESERVATION,4,20.0,20
BOD065,REFUND_PAYMENT,1,5.0,20
BOD065,MANAGEMENT,2,10.0,20
BOD065,COMMUNICATION,1,5.0,20
BOD065,BAR_DRINKS,15,75.0,20
BOD066,STAFF,8,80.0,10
BOD066,CLEANLINESS,3,30.0,10
BOD066,HYGIENE,1,10.0,10
BOD066,FOOD,8,80.0,10
BOD066,ROOM,8,80.0,10
BOD066,BED_COMFORT,2,20.0,10
BOD066,BEACH_SEA,6,60.0,10
BOD066,POOL,4,40.0,10
BOD066,SERVICE,4,40.0,10
BOD066,PRICE_VALUE,5,50.0,10
BOD066,LOCATION,4,40.0,10
BOD066,FACILITIES,2,20.0,10
BOD066,NOISE,5,50.0,10
BOD066,FAMILY_KIDS,3,30.0,10
BOD066,ANIMATION_ENTERTAINMENT,6,60.0,10
BOD066,AIR_CONDITIONING,2,20.0,10
BOD066,CHECKIN_CHECKOUT,1,10.0,10
BOD066,RESERVATION,3,30.0,10
BOD066,REFUND_PAYMENT,1,10.0,10
BOD066,MANAGEMENT,2,20.0,10
BOD066,BAR_DRINKS,6,60.0,10
BOD067,STAFF,36,61.0,59
BOD067,CLEANLINESS,26,44.1,59
BOD067,HYGIENE,3,5.1,59
BOD067,FOOD,39,66.1,59
BOD067,ROOM,35,59.3,59
BOD067,BED_COMFORT,4,6.8,59
BOD067,BEACH_SEA,30,50.8,59
BOD067,POOL,12,20.3,59
BOD067,SERVICE,11,18.6,59
BOD067,PRICE_VALUE,13,22.0,59
BOD067,LOCATION,25,42.4,59
BOD067,FACILITIES,8,13.6,59
BOD067,NOISE,18,30.5,59
BOD067,FAMILY_KIDS,18,30.5,59
BOD067,ANIMATION_ENTERTAINMENT,11,18.6,59
BOD067,AIR_CONDITIONING,3,5.1,59
BOD067,CHECKIN_CHECKOUT,7,11.9,59
BOD067,RESERVATION,1,1.7,59
BOD067,MANAGEMENT,7,11.9,59
BOD067,COMMUNICATION,1,1.7,59
BOD067,BAR_DRINKS,18,30.5,59
BOD068,STAFF,8,88.9,9
BOD068,CLEANLINESS,8,88.9,9
BOD068,HYGIENE,1,11.1,9
BOD068,FOOD,8,88.9,9
BOD068,ROOM,8,88.9,9
BOD068,BED_COMFORT,4,44.4,9
BOD068,BEACH_SEA,7,77.8,9
BOD068,POOL,7,77.8,9
BOD068,SERVICE,6,66.7,9
BOD068,PRICE_VALUE,4,44.4,9
BOD068,LOCATION,5,55.6,9
BOD068,FACILITIES,7,77.8,9
BOD068,NOISE,6,66.7,9
BOD068,FAMILY_KIDS,2,22.2,9
BOD068,ANIMATION_ENTERTAINMENT,5,55.6,9
BOD068,CHECKIN_CHECKOUT,5,55.6,9
BOD068,RESERVATION,1,11.1,9
BOD068,REFUND_PAYMENT,1,11.1,9
BOD068,MANAGEMENT,1,11.1,9
BOD068,BAR_DRINKS,9,100.0,9
BOD070,STAFF,23,76.7,30
BOD070,CLEANLINESS,23,76.7,30
BOD070,HYGIENE,2,6.7,30
BOD070,FOOD,20,66.7,30
BOD070,ROOM,21,70.0,30
BOD070,BED_COMFORT,11,36.7,30
BOD070,BEACH_SEA,19,63.3,30
BOD070,POOL,5,16.7,30
BOD070,SERVICE,9,30.0,30
BOD070,PRICE_VALUE,16,53.3,30
BOD070,LOCATION,18,60.0,30
BOD070,FACILITIES,7,23.3,30
BOD070,NOISE,5,16.7,30
BOD070,FAMILY_KIDS,14,46.7,30
BOD070,ANIMATION_ENTERTAINMENT,7,23.3,30
BOD070,AIR_CONDITIONING,5,16.7,30
BOD070,CHECKIN_CHECKOUT,2,6.7,30
BOD070,RESERVATION,4,13.3,30
BOD070,REFUND_PAYMENT,2,6.7,30
BOD070,TRANSPORT_TRANSFER,1,3.3,30
BOD070,MANAGEMENT,6,20.0,30
BOD070,COMMUNICATION,4,13.3,30
BOD070,BAR_DRINKS,11,36.7,30
BOD070,WIFI,2,6.7,30
BOD071,STAFF,19,76.0,25
BOD071,CLEANLINESS,12,48.0,25
BOD071,FOOD,11,44.0,25
BOD071,ROOM,17,68.0,25
BOD071,BED_COMFORT,4,16.0,25
BOD071,BEACH_SEA,8,32.0,25
BOD071,POOL,6,24.0,25
BOD071,SERVICE,5,20.0,25
BOD071,PRICE_VALUE,6,24.0,25
BOD071,LOCATION,8,32.0,25
BOD071,NOISE,6,24.0,25
BOD071,FAMILY_KIDS,2,8.0,25
BOD071,CHECKIN_CHECKOUT,3,12.0,25
BOD071,RESERVATION,4,16.0,25
BOD071,REFUND_PAYMENT,2,8.0,25
BOD071,TRANSPORT_TRANSFER,1,4.0,25
BOD071,MANAGEMENT,4,16.0,25
BOD071,COMMUNICATION,3,12.0,25
BOD071,BAR_DRINKS,6,24.0,25
BOD073,STAFF,11,44.0,25
BOD073,CLEANLINESS,10,40.0,25
BOD073,FOOD,15,60.0,25
BOD073,ROOM,11,44.0,25
BOD073,BED_COMFORT,2,8.0,25
BOD073,BEACH_SEA,11,44.0,25
BOD073,SERVICE,5,20.0,25
BOD073,PRICE_VALUE,11,44.0,25
BOD073,LOCATION,8,32.0,25
BOD073,FACILITIES,4,16.0,25
BOD073,NOISE,2,8.0,25
BOD073,FAMILY_KIDS,4,16.0,25
BOD073,ANIMATION_ENTERTAINMENT,1,4.0,25
BOD073,RESERVATION,1,4.0,25
BOD073,REFUND_PAYMENT,1,4.0,25
BOD073,MANAGEMENT,7,28.0,25
BOD073,BAR_DRINKS,5,20.0,25
BOD074,STAFF,4,14.8,27
BOD074,CLEANLINESS,12,44.4,27
BOD074,HYGIENE,1,3.7,27
BOD074,FOOD,2,7.4,27
BOD074,ROOM,9,33.3,27
BOD074,BED_COMFORT,1,3.7,27
BOD074,BEACH_SEA,10,37.0,27
BOD074,SERVICE,3,11.1,27
BOD074,PRICE_VALUE,4,14.8,27
BOD074,LOCATION,8,29.6,27
BOD074,FACILITIES,2,7.4,27
BOD074,NOISE,1,3.7,27
BOD074,FAMILY_KIDS,2,7.4,27
BOD074,AIR_CONDITIONING,2,7.4,27
BOD074,RESERVATION,1,3.7,27
BOD074,REFUND_PAYMENT,1,3.7,27
BOD074,MANAGEMENT,6,22.2,27
BOD074,COMMUNICATION,2,7.4,27
BOD074,BAR_DRINKS,3,11.1,27
BOD077,STAFF,13,65.0,20
BOD077,CLEANLINESS,15,75.0,20
BOD077,HYGIENE,6,30.0,20
BOD077,FOOD,8,40.0,20
BOD077,ROOM,14,70.0,20
BOD077,BED_COMFORT,4,20.0,20
BOD077,BEACH_SEA,10,50.0,20
BOD077,POOL,8,40.0,20
BOD077,SERVICE,3,15.0,20
BOD077,PRICE_VALUE,10,50.0,20
BOD077,LOCATION,7,35.0,20
BOD077,FACILITIES,4,20.0,20
BOD077,NOISE,4,20.0,20
BOD077,FAMILY_KIDS,6,30.0,20
BOD077,AIR_CONDITIONING,2,10.0,20
BOD077,CHECKIN_CHECKOUT,1,5.0,20
BOD077,RESERVATION,5,25.0,20
BOD077,REFUND_PAYMENT,4,20.0,20
BOD077,MANAGEMENT,6,30.0,20
BOD077,COMMUNICATION,4,20.0,20
BOD077,BAR_DRINKS,2,10.0,20
BOD077,WIFI,1,5.0,20
BOD080,STAFF,5,50.0,10
BOD080,CLEANLINESS,7,70.0,10
BOD080,HYGIENE,2,20.0,10
BOD080,FOOD,4,40.0,10
BOD080,ROOM,8,80.0,10
BOD080,BEACH_SEA,5,50.0,10
BOD080,SERVICE,3,30.0,10
BOD080,PRICE_VALUE,4,40.0,10
BOD080,LOCATION,5,50.0,10
BOD080,FACILITIES,4,40.0,10
BOD080,NOISE,1,10.0,10
BOD080,FAMILY_KIDS,3,30.0,10
BOD080,AIR_CONDITIONING,1,10.0,10
BOD080,MANAGEMENT,4,40.0,10
BOD080,COMMUNICATION,1,10.0,10
BOD080,BAR_DRINKS,2,20.0,10
BOD086,STAFF,8,80.0,10
BOD086,CLEANLINESS,6,60.0,10
BOD086,FOOD,2,20.0,10
BOD086,ROOM,5,50.0,10
BOD086,BED_COMFORT,3,30.0,10
BOD086,BEACH_SEA,4,40.0,10
BOD086,POOL,3,30.0,10
BOD086,SERVICE,3,30.0,10
BOD086,PRICE_VALUE,6,60.0,10
BOD086,LOCATION,5,50.0,10
BOD086,FACILITIES,5,50.0,10
BOD086,NOISE,3,30.0,10
BOD086,FAMILY_KIDS,2,20.0,10
BOD086,CHECKIN_CHECKOUT,1,10.0,10
BOD086,MANAGEMENT,1,10.0,10
BOD086,COMMUNICATION,4,40.0,10
BOD086,BAR_DRINKS,2,20.0,10
BOD087,STAFF,5,50.0,10
BOD087,CLEANLINESS,7,70.0,10
BOD087,HYGIENE,1,10.0,10
BOD087,FOOD,4,40.0,10
BOD087,ROOM,5,50.0,10
BOD087,BED_COMFORT,4,40.0,10
BOD087,BEACH_SEA,6,60.0,10
BOD087,SERVICE,4,40.0,10
BOD087,PRICE_VALUE,6,60.0,10
BOD087,LOCATION,5,50.0,10
BOD087,FACILITIES,7,70.0,10
BOD087,NOISE,4,40.0,10
BOD087,FAMILY_KIDS,2,20.0,10
BOD087,ANIMATION_ENTERTAINMENT,2,20.0,10
BOD087,AIR_CONDITIONING,1,10.0,10
BOD087,RESERVATION,1,10.0,10
BOD087,REFUND_PAYMENT,1,10.0,10
BOD087,MANAGEMENT,5,50.0,10
BOD087,COMMUNICATION,2,20.0,10
BOD087,BAR_DRINKS,3,30.0,10
BOD088,STAFF,11,55.0,20
BOD088,CLEANLINESS,7,35.0,20
BOD088,HYGIENE,4,20.0,20
BOD088,FOOD,12,60.0,20
BOD088,ROOM,14,70.0,20
BOD088,BED_COMFORT,3,15.0,20
BOD088,BEACH_SEA,11,55.0,20
BOD088,POOL,3,15.0,20
BOD088,SERVICE,6,30.0,20
BOD088,PRICE_VALUE,4,20.0,20
BOD088,LOCATION,6,30.0,20
BOD088,FACILITIES,5,25.0,20
BOD088,NOISE,6,30.0,20
BOD088,FAMILY_KIDS,4,20.0,20
BOD088,ANIMATION_ENTERTAINMENT,4,20.0,20
BOD088,AIR_CONDITIONING,2,10.0,20
BOD088,CHECKIN_CHECKOUT,3,15.0,20
BOD088,RESERVATION,1,5.0,20
BOD088,REFUND_PAYMENT,1,5.0,20
BOD088,BAR_DRINKS,8,40.0,20
BOD089,STAFF,13,65.0,20
BOD089,CLEANLINESS,8,40.0,20
BOD089,HYGIENE,1,5.0,20
BOD089,FOOD,10,50.0,20
BOD089,ROOM,12,60.0,20
BOD089,BED_COMFORT,4,20.0,20
BOD089,BEACH_SEA,11,55.0,20
BOD089,POOL,2,10.0,20
BOD089,SERVICE,7,35.0,20
BOD089,PRICE_VALUE,6,30.0,20
BOD089,LOCATION,8,40.0,20
BOD089,FACILITIES,4,20.0,20
BOD089,NOISE,6,30.0,20
BOD089,FAMILY_KIDS,3,15.0,20
BOD089,AIR_CONDITIONING,1,5.0,20
BOD089,CHECKIN_CHECKOUT,6,30.0,20
BOD089,RESERVATION,2,10.0,20
BOD089,REFUND_PAYMENT,3,15.0,20
BOD089,MANAGEMENT,1,5.0,20
BOD089,BAR_DRINKS,5,25.0,20
BOD090,STAFF,9,100.0,9
BOD090,CLEANLINESS,7,77.8,9
BOD090,HYGIENE,1,11.1,9
BOD090,FOOD,8,88.9,9
BOD090,ROOM,7,77.8,9
BOD090,BED_COMFORT,2,22.2,9
BOD090,BEACH_SEA,7,77.8,9
BOD090,POOL,2,22.2,9
BOD090,SERVICE,2,22.2,9
BOD090,PRICE_VALUE,4,44.4,9
BOD090,LOCATION,7,77.8,9
BOD090,FACILITIES,3,33.3,9
BOD090,NOISE,3,33.3,9
BOD090,CHECKIN_CHECKOUT,2,22.2,9
BOD090,REFUND_PAYMENT,1,11.1,9
BOD090,BAR_DRINKS,4,44.4,9
BOD095,STAFF,8,80.0,10
BOD095,CLEANLINESS,5,50.0,10
BOD095,FOOD,7,70.0,10
BOD095,ROOM,7,70.0,10
BOD095,BED_COMFORT,2,20.0,10
BOD095,BEACH_SEA,6,60.0,10
BOD095,POOL,1,10.0,10
BOD095,SERVICE,4,40.0,10
BOD095,PRICE_VALUE,3,30.0,10
BOD095,LOCATION,8,80.0,10
BOD095,FAMILY_KIDS,1,10.0,10
BOD095,CHECKIN_CHECKOUT,4,40.0,10
BOD095,MANAGEMENT,1,10.0,10
BOD095,COMMUNICATION,1,10.0,10
BOD095,BAR_DRINKS,3,30.0,10
BOD096,STAFF,5,50.0,10
BOD096,CLEANLINESS,7,70.0,10
BOD096,FOOD,2,20.0,10
BOD096,ROOM,6,60.0,10
BOD096,BED_COMFORT,1,10.0,10
BOD096,BEACH_SEA,3,30.0,10
BOD096,POOL,1,10.0,10
BOD096,SERVICE,4,40.0,10
BOD096,PRICE_VALUE,1,10.0,10
BOD096,LOCATION,5,50.0,10
BOD096,NOISE,1,10.0,10
BOD096,FAMILY_KIDS,3,30.0,10
BOD096,RESERVATION,1,10.0,10
BOD096,MANAGEMENT,1,10.0,10
BOD098,STAFF,16,55.2,29
BOD098,CLEANLINESS,8,27.6,29
BOD098,HYGIENE,1,3.4,29
BOD098,FOOD,12,41.4,29
BOD098,ROOM,16,55.2,29
BOD098,BED_COMFORT,3,10.3,29
BOD098,BEACH_SEA,5,17.2,29
BOD098,POOL,3,10.3,29
BOD098,SERVICE,13,44.8,29
BOD098,PRICE_VALUE,3,10.3,29
BOD098,LOCATION,9,31.0,29
BOD098,FACILITIES,5,17.2,29
BOD098,NOISE,5,17.2,29
BOD098,FAMILY_KIDS,2,6.9,29
BOD098,CHECKIN_CHECKOUT,7,24.1,29
BOD098,RESERVATION,2,6.9,29
BOD098,REFUND_PAYMENT,1,3.4,29
BOD098,TRANSPORT_TRANSFER,2,6.9,29
BOD098,MANAGEMENT,3,10.3,29
BOD098,COMMUNICATION,2,6.9,29
BOD098,BAR_DRINKS,6,20.7,29
BOD099,CLEANLINESS,5,50.0,10
BOD099,FOOD,9,90.0,10
BOD099,ROOM,6,60.0,10
BOD099,BEACH_SEA,2,20.0,10
BOD099,POOL,1,10.0,10
BOD099,SERVICE,1,10.0,10
BOD099,NOISE,3,30.0,10
BOD099,FAMILY_KIDS,5,50.0,10
BOD099,MANAGEMENT,8,80.0,10
BOD099,COMMUNICATION,1,10.0,10
BOD101,STAFF,6,60.0,10
BOD101,CLEANLINESS,6,60.0,10
BOD101,FOOD,5,50.0,10
BOD101,ROOM,5,50.0,10
BOD101,BEACH_SEA,4,40.0,10
BOD101,POOL,2,20.0,10
BOD101,SERVICE,1,10.0,10
BOD101,LOCATION,6,60.0,10
BOD101,FACILITIES,1,10.0,10
BOD101,FAMILY_KIDS,2,20.0,10
BOD101,REFUND_PAYMENT,1,10.0,10
BOD101,MANAGEMENT,1,10.0,10
BOD101,BAR_DRINKS,2,20.0,10
BOD101,WIFI,1,10.0,10
BOD102,STAFF,5,50.0,10
BOD102,CLEANLINESS,6,60.0,10
BOD102,FOOD,1,10.0,10
BOD102,ROOM,6,60.0,10
BOD102,BED_COMFORT,2,20.0,10
BOD102,BEACH_SEA,1,10.0,10
BOD102,POOL,1,10.0,10
BOD102,SERVICE,2,20.0,10
BOD102,PRICE_VALUE,4,40.0,10
BOD102,LOCATION,4,40.0,10
BOD102,FACILITIES,1,10.0,10
BOD102,NOISE,1,10.0,10
BOD102,CHECKIN_CHECKOUT,1,10.0,10
BOD102,REFUND_PAYMENT,1,10.0,10
BOD102,BAR_DRINKS,1,10.0,10
BOD104,STAFF,12,44.4,27
BOD104,CLEANLINESS,15,55.6,27
BOD104,HYGIENE,5,18.5,27
BOD104,FOOD,17,63.0,27
BOD104,ROOM,23,85.2,27
BOD104,BED_COMFORT,6,22.2,27
BOD104,BEACH_SEA,11,40.7,27
BOD104,POOL,8,29.6,27
BOD104,SERVICE,8,29.6,27
BOD104,PRICE_VALUE,11,40.7,27
BOD104,LOCATION,11,40.7,27
BOD104,FACILITIES,7,25.9,27
BOD104,NOISE,9,33.3,27
BOD104,FAMILY_KIDS,5,18.5,27
BOD104,ANIMATION_ENTERTAINMENT,5,18.5,27
BOD104,AIR_CONDITIONING,1,3.7,27
BOD104,CHECKIN_CHECKOUT,9,33.3,27
BOD104,RESERVATION,4,14.8,27
BOD104,REFUND_PAYMENT,2,7.4,27
BOD104,TRANSPORT_TRANSFER,1,3.7,27
BOD104,MANAGEMENT,3,11.1,27
BOD104,COMMUNICATION,2,7.4,27
BOD104,BAR_DRINKS,13,48.1,27
BOD105,STAFF,23,57.5,40
BOD105,CLEANLINESS,13,32.5,40
BOD105,HYGIENE,2,5.0,40
BOD105,FOOD,20,50.0,40
BOD105,ROOM,15,37.5,40
BOD105,BED_COMFORT,3,7.5,40
BOD105,BEACH_SEA,13,32.5,40
BOD105,POOL,8,20.0,40
BOD105,SERVICE,12,30.0,40
BOD105,PRICE_VALUE,9,22.5,40
BOD105,LOCATION,15,37.5,40
BOD105,FACILITIES,3,7.5,40
BOD105,NOISE,9,22.5,40
BOD105,FAMILY_KIDS,5,12.5,40
BOD105,AIR_CONDITIONING,1,2.5,40
BOD105,CHECKIN_CHECKOUT,4,10.0,40
BOD105,RESERVATION,3,7.5,40
BOD105,REFUND_PAYMENT,3,7.5,40
BOD105,MANAGEMENT,7,17.5,40
BOD105,COMMUNICATION,2,5.0,40
BOD105,BAR_DRINKS,14,35.0,40
BOD106,STAFF,9,81.8,11
BOD106,CLEANLINESS,6,54.5,11
BOD106,HYGIENE,1,9.1,11
BOD106,FOOD,8,72.7,11
BOD106,ROOM,10,90.9,11
BOD106,BED_COMFORT,3,27.3,11
BOD106,BEACH_SEA,8,72.7,11
BOD106,POOL,3,27.3,11
BOD106,SERVICE,6,54.5,11
BOD106,PRICE_VALUE,4,36.4,11
BOD106,LOCATION,6,54.5,11
BOD106,FACILITIES,8,72.7,11
BOD106,NOISE,4,36.4,11
BOD106,FAMILY_KIDS,2,18.2,11
BOD106,ANIMATION_ENTERTAINMENT,3,27.3,11
BOD106,CHECKIN_CHECKOUT,4,36.4,11
BOD106,RESERVATION,3,27.3,11
BOD106,REFUND_PAYMENT,3,27.3,11
BOD106,MANAGEMENT,1,9.1,11
BOD106,COMMUNICATION,1,9.1,11
BOD106,BAR_DRINKS,5,45.5,11
BOD107,STAFF,5,50.0,10
BOD107,CLEANLINESS,5,50.0,10
BOD107,FOOD,4,40.0,10
BOD107,ROOM,7,70.0,10
BOD107,BEACH_SEA,5,50.0,10
BOD107,POOL,2,20.0,10
BOD107,SERVICE,4,40.0,10
BOD107,PRICE_VALUE,1,10.0,10
BOD107,LOCATION,4,40.0,10
BOD107,FACILITIES,4,40.0,10
BOD107,NOISE,3,30.0,10
BOD107,RESERVATION,1,10.0,10
BOD107,MANAGEMENT,2,20.0,10
BOD107,BAR_DRINKS,1,10.0,10
BOD108,STAFF,5,55.6,9
BOD108,CLEANLINESS,4,44.4,9
BOD108,FOOD,7,77.8,9
BOD108,ROOM,7,77.8,9
BOD108,BED_COMFORT,1,11.1,9
BOD108,BEACH_SEA,7,77.8,9
BOD108,SERVICE,6,66.7,9
BOD108,PRICE_VALUE,5,55.6,9
BOD108,LOCATION,4,44.4,9
BOD108,FACILITIES,3,33.3,9
BOD108,NOISE,3,33.3,9
BOD108,FAMILY_KIDS,2,22.2,9
BOD108,ANIMATION_ENTERTAINMENT,2,22.2,9
BOD108,CHECKIN_CHECKOUT,1,11.1,9
BOD108,RESERVATION,3,33.3,9
BOD108,REFUND_PAYMENT,1,11.1,9
BOD108,MANAGEMENT,1,11.1,9
BOD108,COMMUNICATION,1,11.1,9
BOD108,BAR_DRINKS,2,22.2,9
BOD109,STAFF,31,72.1,43
BOD109,CLEANLINESS,24,55.8,43
BOD109,HYGIENE,4,9.3,43
BOD109,FOOD,30,69.8,43
BOD109,ROOM,33,76.7,43
BOD109,BED_COMFORT,9,20.9,43
BOD109,BEACH_SEA,23,53.5,43
BOD109,POOL,3,7.0,43
BOD109,SERVICE,19,44.2,43
BOD109,PRICE_VALUE,13,30.2,43
BOD109,LOCATION,21,48.8,43
BOD109,FACILITIES,19,44.2,43
BOD109,NOISE,13,30.2,43
BOD109,FAMILY_KIDS,5,11.6,43
BOD109,ANIMATION_ENTERTAINMENT,1,2.3,43
BOD109,AIR_CONDITIONING,1,2.3,43
BOD109,CHECKIN_CHECKOUT,4,9.3,43
BOD109,RESERVATION,3,7.0,43
BOD109,MANAGEMENT,7,16.3,43
BOD109,COMMUNICATION,2,4.7,43
BOD109,BAR_DRINKS,15,34.9,43
BOD109,WIFI,1,2.3,43
BOD111,STAFF,20,66.7,30
BOD111,CLEANLINESS,17,56.7,30
BOD111,HYGIENE,1,3.3,30
BOD111,FOOD,23,76.7,30
BOD111,ROOM,15,50.0,30
BOD111,BED_COMFORT,3,10.0,30
BOD111,BEACH_SEA,13,43.3,30
BOD111,POOL,1,3.3,30
BOD111,SERVICE,5,16.7,30
BOD111,PRICE_VALUE,7,23.3,30
BOD111,LOCATION,12,40.0,30
BOD111,NOISE,8,26.7,30
BOD111,FAMILY_KIDS,2,6.7,30
BOD111,ANIMATION_ENTERTAINMENT,1,3.3,30
BOD111,CHECKIN_CHECKOUT,2,6.7,30
BOD111,RESERVATION,5,16.7,30
BOD111,REFUND_PAYMENT,2,6.7,30
BOD111,MANAGEMENT,4,13.3,30
BOD111,BAR_DRINKS,5,16.7,30
BOD111,WIFI,1,3.3,30
BOD113,STAFF,6,54.5,11
BOD113,CLEANLINESS,6,54.5,11
BOD113,FOOD,6,54.5,11
BOD113,ROOM,7,63.6,11
BOD113,BED_COMFORT,2,18.2,11
BOD113,BEACH_SEA,5,45.5,11
BOD113,POOL,2,18.2,11
BOD113,SERVICE,3,27.3,11
BOD113,PRICE_VALUE,4,36.4,11
BOD113,LOCATION,3,27.3,11
BOD113,FACILITIES,3,27.3,11
BOD113,NOISE,1,9.1,11
BOD113,FAMILY_KIDS,4,36.4,11
BOD113,ANIMATION_ENTERTAINMENT,4,36.4,11
BOD113,AIR_CONDITIONING,1,9.1,11
BOD113,CHECKIN_CHECKOUT,3,27.3,11
BOD113,RESERVATION,2,18.2,11
BOD113,REFUND_PAYMENT,1,9.1,11
BOD113,MANAGEMENT,3,27.3,11
BOD113,BAR_DRINKS,5,45.5,11
BOD113,WIFI,1,9.1,11
BOD119,STAFF,5,50.0,10
BOD119,CLEANLINESS,6,60.0,10
BOD119,HYGIENE,1,10.0,10
BOD119,FOOD,1,10.0,10
BOD119,ROOM,8,80.0,10
BOD119,BED_COMFORT,4,40.0,10
BOD119,BEACH_SEA,5,50.0,10
BOD119,POOL,6,60.0,10
BOD119,SERVICE,1,10.0,10
BOD119,PRICE_VALUE,1,10.0,10
BOD119,LOCATION,3,30.0,10
BOD119,FACILITIES,2,20.0,10
BOD119,NOISE,3,30.0,10
BOD119,FAMILY_KIDS,4,40.0,10
BOD119,RESERVATION,1,10.0,10
BOD119,MANAGEMENT,3,30.0,10
BOD119,BAR_DRINKS,1,10.0,10
BOD120,STAFF,5,50.0,10
BOD120,CLEANLINESS,6,60.0,10
BOD120,HYGIENE,1,10.0,10
BOD120,FOOD,7,70.0,10
BOD120,ROOM,7,70.0,10
BOD120,BED_COMFORT,3,30.0,10
BOD120,BEACH_SEA,5,50.0,10
BOD120,POOL,6,60.0,10
