hotel_id,aspect,mention_rate_n,low_context_share,high_context_share,mean_rating,support_flag
BOD034,BAR_DRINKS,3,33.3,66.7,3.67,OK
BOD034,BEACH_SEA,2,100.0,0.0,1.5,LOW_SUPPORT
BOD034,BED_COMFORT,3,66.7,33.3,2.67,OK
BOD034,CHECKIN_CHECKOUT,1,100.0,0.0,1.0,LOW_SUPPORT
BOD034,CLEANLINESS,6,50.0,50.0,3.17,OK
BOD034,FAMILY_KIDS,2,50.0,50.0,3.0,LOW_SUPPORT
BOD034,FOOD,4,75.0,25.0,2.25,OK
BOD034,HYGIENE,3,100.0,0.0,1.33,OK
BOD034,LOCATION,4,50.0,50.0,3.25,OK
BOD034,MANAGEMENT,2,50.0,50.0,3.0,LOW_SUPPORT
BOD034,NOISE,5,80.0,20.0,2.0,OK
BOD034,POOL,1,100.0,0.0,1.0,LOW_SUPPORT
BOD034,PRICE_VALUE,4,50.0,50.0,3.0,OK
BOD034,RESERVATION,2,100.0,0.0,1.0,LOW_SUPPORT
BOD034,ROOM,4,75.0,25.0,2.25,OK
BOD034,SERVICE,1,100.0,0.0,2.0,LOW_SUPPORT
BOD034,STAFF,3,33.3,66.7,4.0,OK
BOD036,BAR_DRINKS,3,0.0,100.0,5.0,OK
BOD036,BED_COMFORT,5,0.0,100.0,5.0,OK
BOD036,CHECKIN_CHECKOUT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD036,CLEANLINESS,7,0.0,100.0,5.0,OK
BOD036,FACILITIES,4,0.0,100.0,5.0,OK
BOD036,FAMILY_KIDS,1,0.0,100.0,5.0,LOW_SUPPORT
BOD036,FOOD,7,0.0,100.0,5.0,OK
BOD036,LOCATION,3,0.0,100.0,5.0,OK
BOD036,NOISE,3,0.0,100.0,5.0,OK
BOD036,POOL,2,0.0,100.0,5.0,LOW_SUPPORT
BOD036,PRICE_VALUE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD036,ROOM,7,0.0,100.0,5.0,OK
BOD036,SERVICE,5,0.0,100.0,5.0,OK
BOD036,STAFF,8,0.0,100.0,5.0,OK
BOD043,BAR_DRINKS,3,0.0,66.7,4.33,OK
BOD043,BEACH_SEA,5,0.0,80.0,4.6,OK
BOD043,BED_COMFORT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD043,CHECKIN_CHECKOUT,1,0.0,0.0,3.0,LOW_SUPPORT
BOD043,CLEANLINESS,7,0.0,71.4,4.43,OK
BOD043,FACILITIES,4,0.0,75.0,4.5,OK
BOD043,FAMILY_KIDS,1,0.0,0.0,3.0,LOW_SUPPORT
BOD043,FOOD,6,0.0,66.7,4.33,OK
BOD043,LOCATION,2,0.0,100.0,5.0,LOW_SUPPORT
BOD043,NOISE,3,0.0,66.7,4.33,OK
BOD043,PRICE_VALUE,3,0.0,66.7,4.33,OK
BOD043,ROOM,8,0.0,75.0,4.5,OK
BOD043,SERVICE,9,0.0,88.9,4.78,OK
BOD043,STAFF,8,0.0,87.5,4.75,OK
BOD045,AIR_CONDITIONING,2,50.0,50.0,3.0,LOW_SUPPORT
BOD045,ANIMATION_ENTERTAINMENT,27,11.1,81.5,4.3,OK
BOD045,BAR_DRINKS,26,26.9,73.1,3.62,OK
BOD045,BEACH_SEA,27,29.6,63.0,3.52,OK
BOD045,BED_COMFORT,12,16.7,75.0,4.25,OK
BOD045,CHECKIN_CHECKOUT,7,57.1,42.9,3.0,OK
BOD045,CLEANLINESS,38,13.2,81.6,4.16,OK
BOD045,COMMUNICATION,8,25.0,50.0,3.5,OK
BOD045,FACILITIES,23,26.1,60.9,3.39,OK
BOD045,FAMILY_KIDS,10,30.0,60.0,3.6,OK
BOD045,FOOD,50,18.0,78.0,4.0,OK
BOD045,HYGIENE,4,75.0,25.0,2.0,OK
BOD045,LOCATION,26,26.9,73.1,3.73,OK
BOD045,MANAGEMENT,4,75.0,25.0,2.5,OK
BOD045,NOISE,18,22.2,72.2,3.83,OK
BOD045,POOL,15,13.3,73.3,3.93,OK
BOD045,PRICE_VALUE,22,36.4,59.1,3.41,OK
BOD045,REFUND_PAYMENT,4,75.0,0.0,2.0,OK
BOD045,RESERVATION,7,14.3,71.4,3.86,OK
BOD045,ROOM,30,23.3,76.7,3.97,OK
BOD045,SERVICE,16,43.8,56.2,3.25,OK
BOD045,STAFF,42,16.7,76.2,4.07,OK
BOD045,TRANSPORT_TRANSFER,3,0.0,100.0,4.0,OK
BOD048,BAR_DRINKS,1,0.0,100.0,5.0,LOW_SUPPORT
BOD048,BEACH_SEA,7,0.0,100.0,5.0,OK
BOD048,BED_COMFORT,3,0.0,100.0,5.0,OK
BOD048,CLEANLINESS,5,0.0,100.0,5.0,OK
BOD048,FAMILY_KIDS,1,0.0,100.0,5.0,LOW_SUPPORT
BOD048,FOOD,7,0.0,100.0,5.0,OK
BOD048,LOCATION,4,0.0,100.0,5.0,OK
BOD048,NOISE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD048,PRICE_VALUE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD048,ROOM,6,0.0,100.0,5.0,OK
BOD048,SERVICE,5,0.0,100.0,5.0,OK
BOD048,STAFF,8,0.0,100.0,5.0,OK
BOD048,WIFI,1,0.0,100.0,5.0,LOW_SUPPORT
BOD049,AIR_CONDITIONING,1,100.0,0.0,1.0,LOW_SUPPORT
BOD049,ANIMATION_ENTERTAINMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD049,BAR_DRINKS,5,20.0,80.0,4.2,OK
BOD049,BEACH_SEA,6,16.7,50.0,3.67,OK
BOD049,BED_COMFORT,5,60.0,40.0,2.6,OK
BOD049,CHECKIN_CHECKOUT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD049,CLEANLINESS,15,40.0,53.3,3.27,OK
BOD049,COMMUNICATION,2,100.0,0.0,1.0,LOW_SUPPORT
BOD049,FAMILY_KIDS,11,9.1,72.7,4.18,OK
BOD049,FOOD,8,25.0,50.0,3.38,OK
BOD049,HYGIENE,4,50.0,50.0,3.0,OK
BOD049,LOCATION,10,20.0,60.0,3.9,OK
BOD049,MANAGEMENT,7,42.9,57.1,3.29,OK
BOD049,NOISE,8,37.5,37.5,3.0,OK
BOD049,POOL,4,0.0,100.0,5.0,OK
BOD049,PRICE_VALUE,6,66.7,16.7,2.17,OK
BOD049,RESERVATION,2,0.0,100.0,5.0,LOW_SUPPORT
BOD049,ROOM,13,46.2,46.2,3.08,OK
BOD049,SERVICE,2,50.0,50.0,3.0,LOW_SUPPORT
BOD049,STAFF,7,42.9,57.1,3.14,OK
BOD051,BAR_DRINKS,4,0.0,100.0,4.75,OK
BOD051,BEACH_SEA,11,9.1,81.8,4.36,OK
BOD051,BED_COMFORT,6,0.0,100.0,4.83,OK
BOD051,CHECKIN_CHECKOUT,2,0.0,50.0,4.0,LOW_SUPPORT
BOD051,CLEANLINESS,8,12.5,87.5,4.5,OK
BOD051,FACILITIES,3,0.0,66.7,4.0,OK
BOD051,FAMILY_KIDS,2,0.0,100.0,4.5,LOW_SUPPORT
BOD051,FOOD,11,0.0,90.9,4.73,OK
BOD051,HYGIENE,1,0.0,0.0,3.0,LOW_SUPPORT
BOD051,LOCATION,7,0.0,85.7,4.57,OK
BOD051,MANAGEMENT,3,33.3,66.7,3.33,OK
BOD051,NOISE,4,0.0,75.0,4.25,OK
BOD051,POOL,5,0.0,100.0,5.0,OK
BOD051,PRICE_VALUE,2,0.0,50.0,3.5,LOW_SUPPORT
BOD051,RESERVATION,1,0.0,0.0,3.0,LOW_SUPPORT
BOD051,ROOM,10,10.0,80.0,4.3,OK
BOD051,SERVICE,5,0.0,100.0,4.8,OK
BOD051,STAFF,16,6.2,81.2,4.44,OK
BOD052,AIR_CONDITIONING,1,100.0,0.0,2.0,LOW_SUPPORT
BOD052,BAR_DRINKS,16,18.8,81.2,4.25,OK
BOD052,BEACH_SEA,32,9.4,90.6,4.66,OK
BOD052,BED_COMFORT,13,23.1,69.2,4.15,OK
BOD052,CHECKIN_CHECKOUT,5,0.0,100.0,5.0,OK
BOD052,CLEANLINESS,17,5.9,88.2,4.71,OK
BOD052,COMMUNICATION,4,0.0,100.0,4.75,OK
BOD052,FACILITIES,13,30.8,69.2,4.0,OK
BOD052,FAMILY_KIDS,10,0.0,100.0,4.8,OK
BOD052,FOOD,38,5.3,94.7,4.79,OK
BOD052,HYGIENE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD052,LOCATION,13,23.1,76.9,4.15,OK
BOD052,MANAGEMENT,16,12.5,87.5,4.5,OK
BOD052,NOISE,16,31.2,68.8,4.06,OK
BOD052,POOL,2,0.0,100.0,5.0,LOW_SUPPORT
BOD052,PRICE_VALUE,10,30.0,70.0,3.9,OK
BOD052,RESERVATION,3,0.0,100.0,4.67,OK
BOD052,ROOM,29,10.3,86.2,4.52,OK
BOD052,SERVICE,21,9.5,90.5,4.57,OK
BOD052,STAFF,38,5.3,92.1,4.71,OK
BOD054,BAR_DRINKS,3,0.0,100.0,5.0,OK
BOD054,BEACH_SEA,10,10.0,90.0,4.6,OK
BOD054,BED_COMFORT,2,50.0,50.0,3.5,LOW_SUPPORT
BOD054,CHECKIN_CHECKOUT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD054,CLEANLINESS,7,0.0,100.0,4.86,OK
BOD054,FOOD,9,11.1,88.9,4.56,OK
BOD054,LOCATION,6,0.0,100.0,5.0,OK
BOD054,MANAGEMENT,5,20.0,80.0,4.4,OK
BOD054,NOISE,4,0.0,100.0,5.0,OK
BOD054,PRICE_VALUE,3,0.0,100.0,5.0,OK
BOD054,ROOM,6,16.7,83.3,4.33,OK
BOD054,SERVICE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD054,STAFF,6,0.0,100.0,4.83,OK
BOD055,BAR_DRINKS,2,50.0,50.0,3.0,LOW_SUPPORT
BOD055,BEACH_SEA,8,0.0,100.0,5.0,OK
BOD055,BED_COMFORT,3,33.3,66.7,3.67,OK
BOD055,CLEANLINESS,5,0.0,100.0,5.0,OK
BOD055,FACILITIES,1,0.0,100.0,5.0,LOW_SUPPORT
BOD055,FAMILY_KIDS,3,0.0,100.0,5.0,OK
BOD055,FOOD,7,0.0,100.0,5.0,OK
BOD055,LOCATION,3,33.3,66.7,3.67,OK
BOD055,MANAGEMENT,2,0.0,100.0,5.0,LOW_SUPPORT
BOD055,PRICE_VALUE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD055,ROOM,5,20.0,80.0,4.2,OK
BOD055,SERVICE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD055,STAFF,8,12.5,87.5,4.5,OK
BOD056,ANIMATION_ENTERTAINMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD056,BAR_DRINKS,6,0.0,100.0,5.0,OK
BOD056,BEACH_SEA,6,16.7,83.3,4.33,OK
BOD056,BED_COMFORT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD056,CHECKIN_CHECKOUT,2,50.0,50.0,3.0,LOW_SUPPORT
BOD056,CLEANLINESS,2,0.0,100.0,5.0,LOW_SUPPORT
BOD056,COMMUNICATION,1,100.0,0.0,1.0,LOW_SUPPORT
BOD056,FACILITIES,7,14.3,85.7,4.43,OK
BOD056,FAMILY_KIDS,2,50.0,50.0,3.0,LOW_SUPPORT
BOD056,FOOD,6,16.7,83.3,4.33,OK
BOD056,LOCATION,8,0.0,100.0,5.0,OK
BOD056,MANAGEMENT,2,50.0,50.0,3.0,LOW_SUPPORT
BOD056,NOISE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD056,PRICE_VALUE,5,40.0,60.0,3.4,OK
BOD056,REFUND_PAYMENT,1,100.0,0.0,1.0,LOW_SUPPORT
BOD056,RESERVATION,1,100.0,0.0,1.0,LOW_SUPPORT
BOD056,ROOM,8,25.0,75.0,4.0,OK
BOD056,SERVICE,13,15.4,84.6,4.38,OK
BOD056,STAFF,12,8.3,91.7,4.67,OK
BOD057,ANIMATION_ENTERTAINMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD057,BAR_DRINKS,27,11.1,55.6,3.7,OK
BOD057,BEACH_SEA,48,10.4,56.2,3.83,OK
BOD057,BED_COMFORT,12,16.7,83.3,4.08,OK
BOD057,CHECKIN_CHECKOUT,14,35.7,42.9,3.14,OK
BOD057,CLEANLINESS,26,11.5,65.4,4.08,OK
BOD057,COMMUNICATION,1,0.0,100.0,5.0,LOW_SUPPORT
BOD057,FACILITIES,23,8.7,47.8,3.74,OK
BOD057,FAMILY_KIDS,16,18.8,81.2,4.06,OK
BOD057,FOOD,36,11.1,58.3,3.86,OK
BOD057,HYGIENE,4,25.0,50.0,3.25,OK
BOD057,LOCATION,28,14.3,64.3,3.89,OK
BOD057,MANAGEMENT,10,20.0,50.0,3.5,OK
BOD057,NOISE,15,33.3,33.3,3.07,OK
BOD057,POOL,18,0.0,66.7,4.17,OK
BOD057,PRICE_VALUE,35,20.0,60.0,3.66,OK
BOD057,REFUND_PAYMENT,9,33.3,55.6,3.44,OK
BOD057,RESERVATION,8,25.0,37.5,3.38,OK
BOD057,ROOM,54,18.5,53.7,3.65,OK
BOD057,SERVICE,21,23.8,42.9,3.43,OK
BOD057,STAFF,33,15.2,63.6,3.85,OK
BOD057,TRANSPORT_TRANSFER,2,0.0,100.0,4.5,LOW_SUPPORT
BOD057,WIFI,1,100.0,0.0,2.0,LOW_SUPPORT
BOD058,ANIMATION_ENTERTAINMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD058,BAR_DRINKS,5,0.0,100.0,4.8,OK
BOD058,BEACH_SEA,1,0.0,100.0,5.0,LOW_SUPPORT
BOD058,BED_COMFORT,4,25.0,50.0,3.75,OK
BOD058,CHECKIN_CHECKOUT,1,100.0,0.0,2.0,LOW_SUPPORT
BOD058,CLEANLINESS,5,20.0,60.0,3.8,OK
BOD058,COMMUNICATION,2,50.0,0.0,2.5,LOW_SUPPORT
BOD058,FACILITIES,1,100.0,0.0,2.0,LOW_SUPPORT
BOD058,FAMILY_KIDS,7,14.3,85.7,4.57,OK
BOD058,FOOD,7,14.3,85.7,4.43,OK
BOD058,LOCATION,2,0.0,100.0,5.0,LOW_SUPPORT
BOD058,MANAGEMENT,4,0.0,75.0,4.5,OK
BOD058,NOISE,1,100.0,0.0,2.0,LOW_SUPPORT
BOD058,POOL,7,14.3,85.7,4.43,OK
BOD058,PRICE_VALUE,6,16.7,66.7,4.0,OK
BOD058,REFUND_PAYMENT,1,100.0,0.0,2.0,LOW_SUPPORT
BOD058,RESERVATION,1,100.0,0.0,2.0,LOW_SUPPORT
BOD058,ROOM,8,12.5,75.0,4.25,OK
BOD058,SERVICE,3,0.0,66.7,4.33,OK
BOD058,STAFF,6,16.7,66.7,4.17,OK
BOD060,ANIMATION_ENTERTAINMENT,28,17.9,78.6,4.18,OK
BOD060,BAR_DRINKS,25,12.0,88.0,4.24,OK
BOD060,BEACH_SEA,15,6.7,93.3,4.67,OK
BOD060,BED_COMFORT,15,13.3,80.0,4.27,OK
BOD060,CHECKIN_CHECKOUT,7,42.9,57.1,3.29,OK
BOD060,CLEANLINESS,51,15.7,82.4,4.24,OK
BOD060,COMMUNICATION,2,0.0,50.0,3.5,LOW_SUPPORT
BOD060,FACILITIES,9,33.3,55.6,3.22,OK
BOD060,FAMILY_KIDS,16,31.2,62.5,3.5,OK
BOD060,FOOD,50,4.0,94.0,4.64,OK
BOD060,HYGIENE,4,25.0,50.0,3.5,OK
BOD060,LOCATION,23,4.3,91.3,4.61,OK
BOD060,MANAGEMENT,9,22.2,66.7,3.78,OK
BOD060,NOISE,17,11.8,88.2,4.47,OK
BOD060,POOL,16,0.0,93.8,4.75,OK
BOD060,PRICE_VALUE,26,15.4,80.8,4.15,OK
BOD060,REFUND_PAYMENT,2,50.0,50.0,2.5,LOW_SUPPORT
BOD060,RESERVATION,13,23.1,69.2,3.77,OK
BOD060,ROOM,41,17.1,80.5,4.1,OK
BOD060,SERVICE,16,0.0,93.8,4.69,OK
BOD060,STAFF,54,9.3,88.9,4.5,OK
BOD061,AIR_CONDITIONING,1,0.0,0.0,3.0,LOW_SUPPORT
BOD061,ANIMATION_ENTERTAINMENT,11,18.2,81.8,4.18,OK
BOD061,BAR_DRINKS,22,18.2,63.6,3.73,OK
BOD061,BEACH_SEA,29,24.1,65.5,3.66,OK
BOD061,BED_COMFORT,17,17.6,70.6,3.94,OK
BOD061,CHECKIN_CHECKOUT,7,57.1,42.9,2.57,OK
BOD061,CLEANLINESS,34,11.8,79.4,4.21,OK
BOD061,COMMUNICATION,1,100.0,0.0,1.0,LOW_SUPPORT
BOD061,FACILITIES,5,80.0,0.0,1.4,OK
BOD061,FAMILY_KIDS,21,23.8,76.2,3.95,OK
BOD061,FOOD,42,19.0,69.0,3.93,OK
BOD061,HYGIENE,7,28.6,57.1,3.29,OK
BOD061,LOCATION,25,12.0,76.0,4.08,OK
BOD061,MANAGEMENT,13,23.1,69.2,3.85,OK
BOD061,NOISE,20,15.0,60.0,3.7,OK
BOD061,POOL,13,30.8,53.8,3.38,OK
BOD061,PRICE_VALUE,22,22.7,59.1,3.55,OK
BOD061,RESERVATION,5,40.0,60.0,3.6,OK
BOD061,ROOM,41,19.5,70.7,3.93,OK
BOD061,SERVICE,15,20.0,80.0,3.93,OK
BOD061,STAFF,37,13.5,78.4,4.22,OK
BOD061,WIFI,1,0.0,0.0,3.0,LOW_SUPPORT
BOD063,AIR_CONDITIONING,2,100.0,0.0,1.0,LOW_SUPPORT
BOD063,ANIMATION_ENTERTAINMENT,13,30.8,61.5,3.69,OK
BOD063,BAR_DRINKS,16,25.0,62.5,3.81,OK
BOD063,BEACH_SEA,10,20.0,70.0,4.1,OK
BOD063,BED_COMFORT,6,16.7,66.7,4.0,OK
BOD063,CHECKIN_CHECKOUT,8,37.5,50.0,3.38,OK
BOD063,CLEANLINESS,24,25.0,70.8,3.96,OK
BOD063,COMMUNICATION,3,66.7,33.3,2.33,OK
BOD063,FACILITIES,10,20.0,60.0,3.9,OK
BOD063,FAMILY_KIDS,11,18.2,72.7,4.09,OK
BOD063,FOOD,28,25.0,64.3,3.82,OK
BOD063,HYGIENE,4,25.0,25.0,3.25,OK
BOD063,LOCATION,10,10.0,70.0,4.2,OK
BOD063,MANAGEMENT,2,50.0,50.0,3.0,LOW_SUPPORT
BOD063,NOISE,12,25.0,58.3,3.75,OK
BOD063,POOL,14,28.6,64.3,3.79,OK
BOD063,PRICE_VALUE,13,38.5,61.5,3.54,OK
BOD063,REFUND_PAYMENT,2,100.0,0.0,1.5,LOW_SUPPORT
BOD063,RESERVATION,4,50.0,50.0,3.25,OK
BOD063,ROOM,24,29.2,62.5,3.71,OK
BOD063,SERVICE,13,23.1,61.5,3.85,OK
BOD063,STAFF,23,21.7,69.6,4.0,OK
BOD063,WIFI,1,100.0,0.0,1.0,LOW_SUPPORT
BOD064,AIR_CONDITIONING,2,0.0,100.0,4.0,LOW_SUPPORT
BOD064,BAR_DRINKS,6,0.0,100.0,4.83,OK
BOD064,BEACH_SEA,5,0.0,80.0,4.4,OK
BOD064,BED_COMFORT,3,0.0,100.0,4.67,OK
BOD064,CHECKIN_CHECKOUT,2,50.0,50.0,3.0,LOW_SUPPORT
BOD064,CLEANLINESS,18,11.1,83.3,4.28,OK
BOD064,COMMUNICATION,2,50.0,0.0,2.0,LOW_SUPPORT
BOD064,FACILITIES,9,11.1,77.8,4.44,OK
BOD064,FAMILY_KIDS,6,0.0,100.0,4.83,OK
BOD064,FOOD,15,20.0,73.3,4.07,OK
BOD064,HYGIENE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD064,LOCATION,11,18.2,72.7,4.18,OK
BOD064,MANAGEMENT,4,25.0,75.0,4.25,OK
BOD064,NOISE,9,11.1,88.9,4.22,OK
BOD064,POOL,7,0.0,100.0,4.86,OK
BOD064,PRICE_VALUE,11,18.2,72.7,4.0,OK
BOD064,REFUND_PAYMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD064,RESERVATION,3,33.3,66.7,3.67,OK
BOD064,ROOM,23,26.1,69.6,3.83,OK
BOD064,SERVICE,5,0.0,80.0,4.4,OK
BOD064,STAFF,15,40.0,53.3,3.33,OK
BOD064,TRANSPORT_TRANSFER,1,0.0,100.0,5.0,LOW_SUPPORT
BOD064,WIFI,1,0.0,100.0,4.0,LOW_SUPPORT
BOD065,ANIMATION_ENTERTAINMENT,4,0.0,100.0,4.25,OK
BOD065,BAR_DRINKS,15,6.7,86.7,4.33,OK
BOD065,BEACH_SEA,16,6.2,87.5,4.38,OK
BOD065,BED_COMFORT,7,0.0,100.0,5.0,OK
BOD065,CHECKIN_CHECKOUT,6,0.0,66.7,4.0,OK
BOD065,CLEANLINESS,9,11.1,88.9,4.11,OK
BOD065,COMMUNICATION,1,0.0,100.0,5.0,LOW_SUPPORT
BOD065,FACILITIES,10,0.0,90.0,4.5,OK
BOD065,FAMILY_KIDS,10,10.0,80.0,4.1,OK
BOD065,FOOD,17,5.9,82.4,4.35,OK
BOD065,HYGIENE,5,20.0,80.0,4.0,OK
BOD065,LOCATION,11,0.0,90.9,4.64,OK
BOD065,MANAGEMENT,2,0.0,100.0,4.5,LOW_SUPPORT
BOD065,NOISE,12,8.3,91.7,4.33,OK
BOD065,POOL,5,20.0,80.0,3.8,OK
BOD065,PRICE_VALUE,11,9.1,81.8,4.18,OK
BOD065,REFUND_PAYMENT,1,0.0,100.0,4.0,LOW_SUPPORT
BOD065,RESERVATION,4,25.0,50.0,3.25,OK
BOD065,ROOM,15,6.7,86.7,4.47,OK
BOD065,SERVICE,12,8.3,83.3,4.42,OK
BOD065,STAFF,16,6.2,87.5,4.44,OK
BOD066,AIR_CONDITIONING,2,0.0,100.0,4.5,LOW_SUPPORT
BOD066,ANIMATION_ENTERTAINMENT,6,16.7,66.7,3.83,OK
BOD066,BAR_DRINKS,6,0.0,83.3,4.5,OK
BOD066,BEACH_SEA,6,16.7,50.0,3.5,OK
BOD066,BED_COMFORT,2,0.0,50.0,4.0,LOW_SUPPORT
BOD066,CHECKIN_CHECKOUT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD066,CLEANLINESS,3,0.0,100.0,4.67,OK
BOD066,FACILITIES,2,0.0,50.0,4.0,LOW_SUPPORT
BOD066,FAMILY_KIDS,3,0.0,100.0,4.67,OK
BOD066,FOOD,8,12.5,62.5,3.78,OK
BOD066,HYGIENE,1,0.0,0.0,3.0,LOW_SUPPORT
BOD066,LOCATION,4,25.0,25.0,2.75,OK
BOD066,MANAGEMENT,2,50.0,50.0,3.0,LOW_SUPPORT
BOD066,NOISE,5,20.0,80.0,4.0,OK
BOD066,POOL,4,0.0,100.0,4.75,OK
BOD066,PRICE_VALUE,5,20.0,80.0,4.0,OK
BOD066,REFUND_PAYMENT,1,100.0,0.0,1.0,LOW_SUPPORT
BOD066,RESERVATION,3,33.3,66.7,3.67,OK
BOD066,ROOM,8,12.5,75.0,4.12,OK
BOD066,SERVICE,4,25.0,75.0,3.75,OK
BOD066,STAFF,8,12.5,62.5,3.88,OK
BOD067,AIR_CONDITIONING,3,100.0,0.0,1.67,OK
BOD067,ANIMATION_ENTERTAINMENT,11,9.1,90.9,4.55,OK
BOD067,BAR_DRINKS,18,33.3,50.0,3.33,OK
BOD067,BEACH_SEA,30,30.0,66.7,3.77,OK
BOD067,BED_COMFORT,4,50.0,25.0,2.5,OK
BOD067,CHECKIN_CHECKOUT,7,42.9,42.9,2.71,OK
BOD067,CLEANLINESS,26,19.2,73.1,4.0,OK
BOD067,COMMUNICATION,1,100.0,0.0,1.0,LOW_SUPPORT
BOD067,FACILITIES,8,50.0,12.5,2.25,OK
BOD067,FAMILY_KIDS,18,22.2,72.2,3.89,OK
BOD067,FOOD,39,20.5,71.8,3.97,OK
BOD067,HYGIENE,3,33.3,66.7,3.33,OK
BOD067,LOCATION,25,16.0,80.0,4.2,OK
BOD067,MANAGEMENT,7,28.6,71.4,3.71,OK
BOD067,NOISE,18,33.3,50.0,3.33,OK
BOD067,POOL,12,25.0,66.7,3.67,OK
BOD067,PRICE_VALUE,13,7.7,69.2,4.23,OK
BOD067,RESERVATION,1,100.0,0.0,1.0,LOW_SUPPORT
BOD067,ROOM,35,40.0,51.4,3.26,OK
BOD067,SERVICE,11,0.0,90.9,4.73,OK
BOD067,STAFF,36,19.4,77.8,4.06,OK
BOD068,ANIMATION_ENTERTAINMENT,5,20.0,80.0,4.0,OK
BOD068,BAR_DRINKS,9,22.2,77.8,4.0,OK
BOD068,BEACH_SEA,7,14.3,85.7,4.29,OK
BOD068,BED_COMFORT,4,25.0,75.0,4.25,OK
BOD068,CHECKIN_CHECKOUT,5,0.0,100.0,4.8,OK
BOD068,CLEANLINESS,8,25.0,75.0,3.88,OK
BOD068,FACILITIES,7,28.6,71.4,3.86,OK
BOD068,FAMILY_KIDS,2,0.0,100.0,5.0,LOW_SUPPORT
BOD068,FOOD,8,25.0,75.0,3.88,OK
BOD068,HYGIENE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD068,LOCATION,5,20.0,80.0,4.2,OK
BOD068,MANAGEMENT,1,0.0,100.0,4.0,LOW_SUPPORT
BOD068,NOISE,6,16.7,83.3,4.0,OK
BOD068,POOL,7,14.3,85.7,4.29,OK
BOD068,PRICE_VALUE,4,25.0,75.0,4.25,OK
BOD068,REFUND_PAYMENT,1,0.0,100.0,4.0,LOW_SUPPORT
BOD068,RESERVATION,1,0.0,100.0,5.0,LOW_SUPPORT
BOD068,ROOM,8,25.0,75.0,3.88,OK
BOD068,SERVICE,6,16.7,83.3,4.17,OK
BOD068,STAFF,8,25.0,75.0,3.88,OK
BOD070,AIR_CONDITIONING,5,40.0,40.0,2.8,OK
BOD070,ANIMATION_ENTERTAINMENT,7,0.0,100.0,4.86,OK
BOD070,BAR_DRINKS,11,18.2,81.8,4.09,OK
BOD070,BEACH_SEA,19,21.1,68.4,3.84,OK
BOD070,BED_COMFORT,11,36.4,54.5,3.27,OK
BOD070,CHECKIN_CHECKOUT,2,50.0,50.0,2.5,LOW_SUPPORT
BOD070,CLEANLINESS,23,13.0,82.6,4.3,OK
BOD070,COMMUNICATION,4,50.0,25.0,2.5,OK
BOD070,FACILITIES,7,42.9,28.6,2.71,OK
BOD070,FAMILY_KIDS,14,35.7,64.3,3.43,OK
BOD070,FOOD,20,25.0,65.0,3.7,OK
BOD070,HYGIENE,2,0.0,50.0,4.0,LOW_SUPPORT
BOD070,LOCATION,18,22.2,66.7,3.83,OK
BOD070,MANAGEMENT,6,16.7,83.3,4.33,OK
BOD070,NOISE,5,40.0,40.0,2.8,OK
BOD070,POOL,5,20.0,80.0,4.2,OK
BOD070,PRICE_VALUE,16,31.2,68.8,3.62,OK
BOD070,REFUND_PAYMENT,2,100.0,0.0,1.0,LOW_SUPPORT
BOD070,RESERVATION,4,50.0,25.0,2.5,OK
BOD070,ROOM,21,33.3,57.1,3.38,OK
BOD070,SERVICE,9,11.1,77.8,4.22,OK
BOD070,STAFF,23,21.7,73.9,4.0,OK
BOD070,TRANSPORT_TRANSFER,1,100.0,0.0,1.0,LOW_SUPPORT
BOD070,WIFI,2,50.0,50.0,2.5,LOW_SUPPORT
BOD071,BAR_DRINKS,6,33.3,50.0,2.83,OK
BOD071,BEACH_SEA,8,25.0,37.5,3.38,OK
BOD071,BED_COMFORT,4,50.0,50.0,3.25,OK
BOD071,CHECKIN_CHECKOUT,3,33.3,0.0,2.67,OK
BOD071,CLEANLINESS,12,41.7,33.3,2.92,OK
BOD071,COMMUNICATION,3,66.7,33.3,2.33,OK
BOD071,FAMILY_KIDS,2,0.0,100.0,5.0,LOW_SUPPORT
BOD071,FOOD,11,27.3,45.5,3.55,OK
BOD071,LOCATION,8,12.5,75.0,4.0,OK
